"goalkeeper","birthPlace","team","ground"
"Héctor Rodolfo Baley","Argentina","Huracán","Estadio Tomás A. Ducó"
"Héctor Rodolfo Baley","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Ilias Makryonitis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Stadium (full official name of the stadium)"
"Ilias Makryonitis","Greece","(Athletic Union of Constantinople)","Olympic Stadium (full official name of the stadium)"
"Ilias Makryonitis","Greece","AEK","Olympic Stadium (full official name of the stadium)"
"Ilias Makryonitis","Greece","AEK","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Ilias Makryonitis","Greece","(Athletic Union of Constantinople)","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Ilias Makryonitis","Greece","Αθλητική Ένωσις Κωνσταντινουπόλεως","Olympic Athletic Center of Athens O.A.K.A (Spyros Louis)"
"Iman Sadeghi","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Iman Sadeghi","Iran","Esteghlal","Azadi Stadium"
"Iman Sadeghi","Iran","استقلال","Azadi Stadium"
"Iman Sadeghi","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Iman Sadeghi Hastejeh","Iran","Esteghlal","Azadi Stadium"
"Iman Sadeghi Hastejeh","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Iman Sadeghi Hastejeh","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Iman Sadeghi Hastejeh","Iran","استقلال","Azadi Stadium"
"Ionuț Boșneag","Romania","Universitatea Cluj","Cluj Arena"
"Ionuț Boșneag","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Iosif Cavai","Romania","Universitatea Cluj","Cluj Arena"
"Iosif Cavai","Romania","Fotbal Club Universitatea Cluj","Cluj Arena"
"Ishan Debnath","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Ishan Debnath","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Ishan Debnath","West Bengal","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Ishan Debnath","West Bengal","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Jagroop Singh","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Jagroop Singh","India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Jagroop Singh","Punjab, India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium (JNS)"
"Jagroop Singh","Punjab, India","Delhi Dynamos Football Club","Jawaharlal Nehru Stadium"
"Jaime David Gómez Munguía","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Jaime David Gómez Munguía","Mexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Jaime Gómez","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Jaime Gómez","Mexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Jean Ludovic Butelle","France","Valencia Club de Fútbol,SAD","Mestalla"
"Jean Ludovic Butelle","France","Valencia","Mestalla"
"Jelle ten Rouwelaar","Netherlands","Twente","De Grolsch Veste"
"Jelle ten Rouwelaar","Netherlands","Football Club Twente","De Grolsch Veste"
"Jeon Tae-Hyun","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Jeon Tae-Hyun","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Jeon Tae-Hyun","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Jeon Tae-Hyun","South Korea","Jeju United","Jeju World Cup Stadium"
"Jeon Tae-hyun","South Korea","Jeju United","Jeju World Cup Stadium"
"Jeon Tae-hyun","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Jeon Tae-hyun","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Jeon Tae-hyun","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Jimmy Maurer","United States","de Concepción","Estadio Ester Roa"
"Jimmy Maurer","United States","Universidad de Concepción","Estadio Ester Roa"
"Jimmy Maurer","United States","Club Deportivo Universidad","Estadio Ester Roa"
"Jimmy Maurer","United States","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Jimmy Maurer","United States","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Jimmy Maurer","United States","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Jo Su-Huk","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Jo Su-Huk","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Jo Su-Huk","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Joe Souleymane Dit Guyan Kanté","Ivory Coast","ASEC Mimosas","Stade Félix Houphouët-Boigny"
"Joe Souleymane Dit Guyan Kanté","Ivory Coast","Association Sportive des Employés de Commerce Mimosas","Stade Félix Houphouët-Boigny"
"Johann Durand","France","Servette","Stade de Genève"
"Johann Durand","France","Association du","Stade de Genève"
"Johann Durand","France","Servette Football Club","Stade de Genève"
"Johannes Spillmann","Netherlands","Alemannia 1900 e.V.","Tivoli"
"Johannes Spillmann","Netherlands","Alemannia Aachen","Tivoli"
"Johannes Spillmann","Netherlands","Aachener Turn- und Sportverein","Tivoli"
"Jonas Sela","Germany","Mainz 05","Opel Arena"
"Jonas Sela","Germany","1. Fußball- und Sport-Verein Mainz 05 e.V.","Opel Arena"
"Jonás Séla","Germany","1. Fußball- und Sport-Verein Mainz 05 e.V.","Opel Arena"
"Jonás Séla","Germany","Mainz 05","Opel Arena"
"Joseph-Antoine Bell","Cameroon","Girondins de Bordeaux","Matmut Atlantique"
"Joseph-Antoine Bell","Cameroon","Football Club des","Matmut Atlantique"
"Joseph-Antoine Bell","Cameroon","Bordeaux","Matmut Atlantique"
"José Burtovoy","Argentina","Santa Fe","Estadio Nemesio Camacho"
"José Burtovoy","Argentina","Wilstermann","Estadio Sudamericano Félix Capriles"
"José Burtovoy","Argentina","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"José Burtovoy","Argentina","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"José Carlos da Costa Araújo","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"José Carlos da Costa Araújo","Brazil","Vitória","Estádio Manoel Barradas"
"José Carlos da Costa Araújo","Brazil","Esporte Clube Vitória","Barradão"
"José Carlos da Costa Araújo","Brazil","Vitória","Barradão"
"José Pablo Burtovoy","Argentina","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"José Pablo Burtovoy","Argentina","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"José Pablo Burtovoy","Argentina","Santa Fe","Estadio Nemesio Camacho"
"José Pablo Burtovoy","Argentina","Wilstermann","Estadio Sudamericano Félix Capriles"
"José Pablo Burtovoy Sansone","Argentina","Santa Fe","Estadio Nemesio Camacho"
"José Pablo Burtovoy Sansone","Argentina","Wilstermann","Estadio Sudamericano Félix Capriles"
"José Pablo Burtovoy Sansone","Argentina","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"José Pablo Burtovoy Sansone","Argentina","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"João Godinho","Portugal","Benfica","Estádio da Luz"
"João Godinho","Portugal","Sport Lisboa e Benfica","Estádio da Luz"
"João Godinho","Portugal","Benfica","Estádio do Sport Lisboa e Benfica"
"João Godinho","Portugal","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Juan de Dios Ibarra","Mexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Juan de Dios Ibarra Corral","Mexico","Club de Fútbol Monterrey","Estadio BBVA Bancomer"
"Julián Ramiro Viáfara Mesa","Colombia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Julián Ramiro Viáfara Mesa","Colombia","Vitória","Estádio Manoel Barradas"
"Julián Ramiro Viáfara Mesa","Colombia","Esporte Clube Vitória","Barradão"
"Julián Ramiro Viáfara Mesa","Colombia","Vitória","Barradão"
"Julián Viáfara","Colombia","Esporte Clube Vitória","Estádio Manoel Barradas"
"Julián Viáfara","Colombia","Vitória","Estádio Manoel Barradas"
"Julián Viáfara","Colombia","Esporte Clube Vitória","Barradão"
"Julián Viáfara","Colombia","Vitória","Barradão"
"Jéferson","Brazil","Tupi","Estádio Municipal Radialista Mário Helênio"
"Jéferson","Brazil","Tupi Football Club","Estádio Municipal Radialista Mário Helênio"
"Jéferson Gomes","Brazil","Tupi","Estádio Municipal Radialista Mário Helênio"
"Jéferson Gomes","Brazil","Tupi Football Club","Estádio Municipal Radialista Mário Helênio"
"Jéferson Gomes do Nascimento","Brazil","Tupi","Estádio Municipal Radialista Mário Helênio"
"Jéferson Gomes do Nascimento","Brazil","Tupi Football Club","Estádio Municipal Radialista Mário Helênio"
"Jérôme Prior","France","Football Club des","Matmut Atlantique"
"Jérôme Prior","France","Girondins de Bordeaux","Matmut Atlantique"
"Jérôme Prior","France","Bordeaux","Matmut Atlantique"
"Jörg Schmadtke","Germany","Fortuna Düsseldorf","ESPRIT arena"
"Jörg Schmadtke","Germany","Düsseldorfer Turn- und Sportverein","ESPRIT arena"
"Jörg Schmadtke","Germany","Fortuna 1895 e.V.","ESPRIT arena"
"Júlio César","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Júlio César","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Júlio César Martins","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Júlio César Martins","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Júlio Sérgio","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Júlio Sérgio","Brazil","Juventude","Estádio Alfredo Jaconi"
"Júlio Sérgio","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Júlio Sérgio","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Júlio Sérgio Bertagnoli","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Júlio Sérgio Bertagnoli","Brazil","Juventude","Estádio Alfredo Jaconi"
"Júlio Sérgio Bertagnoli","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Júlio Sérgio Bertagnoli","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Karim Saoula","Algeria","Mouloudia Club d'Oran","Stade Ahmed Zabana"
"Karim Saoula","Algeria","Mouloudia Club d'Oran","ملعب أحمد زبانة"
"Karim Saoula","Algeria","Mouloudia d'Oran","Stade Ahmed Zabana"
"Karim Saoula","Algeria","Mouloudia d'Oran","ملعب أحمد زبانة"
"Karim Saoula","Algeria","مولودية وهران","Stade Ahmed Zabana"
"Karim Saoula","Algeria","مولودية وهران","ملعب أحمد زبانة"
"Karim Saoula","Algeria","نادي مولودية وهران","Stade Ahmed Zabana"
"Karim Saoula","Algeria","نادي مولودية وهران","ملعب أحمد زبانة"
"Kenny Stamatopoulos","Greece","Allmänna Idrottsklubben","Friends Arena"
"Kenny Stamatopoulos","Greece","AIK","Friends Arena"
"Kerem İnan","Istanbul","Karşıyaka Spor Kulübü","İzmir Atatürk Stadyumu"
"Kerem İnan","Istanbul","Karşıyaka","İzmir Atatürk Stadyumu"
"Kim Ho-Jun","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Kim Ho-Jun","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Kim Ho-Jun","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Ho-Jun","South Korea","Jeju United","Jeju World Cup Stadium"
"Kim Ho-Jun","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Kim Ho-Jun","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Kim Ho-Jun","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Ho-jun","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Ho-jun","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Kim Ho-jun","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Kim Ho-jun","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Kim Ho-jun","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Ho-jun","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Kim Ho-jun","South Korea","Jeju United","Jeju World Cup Stadium"
"Kim Yong-Dae","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Kim Yong-Dae","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Yong-Dae","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Yong-dae","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Yong-dae","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kim Yong-dae","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Kwon Jung-Hyuk","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kwon Jung-Hyuk","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kwon Jung-Hyuk","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Kwon Jung-hyuk","South Korea","FC 서울","Seoul World Cup Stadium서울월드컵경기장"
"Kwon Jung-hyuk","South Korea","Football Club Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kwon Jung-hyuk","South Korea","FC Seoul","Seoul World Cup Stadium서울월드컵경기장"
"Kyriakos Stamatopoulos","Greece","Allmänna Idrottsklubben","Friends Arena"
"Kyriakos Stamatopoulos","Greece","AIK","Friends Arena"
"Lalthuammawia Ralte","India","নৰ্থ ইষ্ট ইউনাইটেড এফ চি","Indira Gandhi Athletic Stadium"
"Lalthuammawia Ralte","India","NorthEast United FC","Indira Gandhi Athletic Stadium"
"Laurențiu Brănescu","Romania","Juventus","Juventus Stadium"
"Laurențiu Brănescu","Romania","Juventus Football ClubS.p.A.","Juventus Stadium"
"Laurențiu Constantin Brănescu","Romania","Juventus","Juventus Stadium"
"Laurențiu Constantin Brănescu","Romania","Juventus Football ClubS.p.A.","Juventus Stadium"
"Leandro Castellanos","Colombia","Santa Fe","Estadio Nemesio Camacho"
"Leandro Castellanos","Colombia","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"Lee","Brazil","Vitória","Barradão"
"Lee","Brazil","Esporte Clube Vitória","Barradão"
"Lee","Brazil","Vitória","Estádio Manoel Barradas"
"Lee","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Lee Jin-Hyung","South Korea","Jeju United","Jeju World Cup Stadium"
"Lee Jin-Hyung","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Lee Jin-Hyung","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Lee Jin-Hyung","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Lee Winston Leandro da Silva Oliveira","Brazil","Vitória","Barradão"
"Lee Winston Leandro da Silva Oliveira","Brazil","Esporte Clube Vitória","Barradão"
"Lee Winston Leandro da Silva Oliveira","Brazil","Vitória","Estádio Manoel Barradas"
"Lee Winston Leandro da Silva Oliveira","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Lee Yong-Bal","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Lee Yong-Bal","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Lee Yong-Bal","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Lee Yong-Bal","South Korea","Jeju United","Jeju World Cup Stadium"
"Lee Yong-bal","South Korea","제주 유나이티드 FC","Jeju World Cup Stadium"
"Lee Yong-bal","South Korea","Jeju United","Jeju World Cup Stadium"
"Lee Yong-bal","South Korea","Jeju United Football Club","Jeju World Cup Stadium"
"Lee Yong-bal","South Korea","제주 유나이티드","Jeju World Cup Stadium"
"Leonardo Díaz","Argentina","Huracán","Estadio Tomás A. Ducó"
"Leonardo Díaz","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Leonardo Figueroa","Chile","Universidad de Concepción","Estadio Ester Roa"
"Leonardo Figueroa","Chile","de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Leonardo Figueroa","Chile","Club Deportivo Universidad","Estadio Ester Roa"
"Leonardo Figueroa","Chile","Club Deportivo Universidad","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Leonardo Figueroa","Chile","de Concepción","Estadio Ester Roa"
"Leonardo Figueroa","Chile","Universidad de Concepción","Estadio Municipal Alcaldesa Ester Roa Rebolledo"
"Leonardo Nicolás Díaz","Argentina","Huracán","Estadio Tomás A. Ducó"
"Leonardo Nicolás Díaz","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Leonidas Panagopoulos","Greece","Fotbal Club Universitatea Cluj","Cluj Arena"
"Leonidas Panagopoulos","Greece","Universitatea Cluj","Cluj Arena"
"Lorenzo Squizzi","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Lorenzo Squizzi","Italy","Juventus","Juventus Stadium"
"Lounès Gaouaoui","Algeria","USM Annaba","Stade 19 Mai 1956"
"Lounès Gaouaoui","Algeria","Union Sportive Médinat d'Annaba","Stade 19 Mai 1956"
"Luca Mondini","Italy","Napoli","San Paolo"
"Luca Mondini","Italy","Napoli","Stadio San Paolo"
"Luca Mondini","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Luca Mondini","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Luciano Bodini","Italy","Juventus","Juventus Stadium"
"Luciano Bodini","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Ludovic Butelle","France","Valencia","Mestalla"
"Ludovic Butelle","France","Valencia Club de Fútbol,SAD","Mestalla"
"Luigi Sepe","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Luigi Sepe","Italy","Napoli","San Paolo"
"Luigi Sepe","Italy","Napoli","Stadio San Paolo"
"Luigi Sepe","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Luis Enrique Martínez Rodríguez","Colombia","Santa Fe","Estadio Nemesio Camacho"
"Luis Enrique Martínez Rodríguez","Colombia","Independiente Santa Fe S.A.","Estadio Nemesio Camacho"
"Luiz Carlos","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Luiz Carlos","Brazil","Juventude","Estádio Alfredo Jaconi"
"Luiz Carlos Oliveira de Bitencourt","Brazil","Juventude","Estádio Alfredo Jaconi"
"Luiz Carlos Oliveira de Bitencourt","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Luiz Felipe Ventura dos Santos","Brazil","Esporte Clube Vitória","Barradão"
"Luiz Felipe Ventura dos Santos","Brazil","Vitória","Barradão"
"Luiz Felipe Ventura dos Santos","Brazil","Vitória","Estádio Manoel Barradas"
"Luiz Felipe Ventura dos Santos","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Luiz Gustavo de Almeida Pinto","Brazil","Vitória","Estádio Manoel Barradas"
"Luiz Gustavo de Almeida Pinto","Brazil","Esporte Clube Vitória","Estádio Manoel Barradas"
"Luiz Gustavo de Almeida Pinto","Brazil","Esporte Clube Vitória","Barradão"
"Luiz Gustavo de Almeida Pinto","Brazil","Vitória","Barradão"
"Luís Henrique","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Luís Henrique","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Luís Henrique Dias","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Luís Henrique Dias","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"M. A. Yahyavi Kalkhoran","Iran","استقلال","Azadi Stadium"
"M. A. Yahyavi Kalkhoran","Iran","Esteghlal","Azadi Stadium"
"M. A. Yahyavi Kalkhoran","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Magrão","Brazil","Botafogo Futebol Clubе","Estádio Santa Cruz"
"Magrão","Brazil","Botafogo de Ribeirão Preto","Estádio Santa Cruz"
"Mahyar Hassan Nejad Hamidi","Iran","Esteghlal","Azadi Stadium"
"Mahyar Hassan Nejad Hamidi","Iran","استقلال","Azadi Stadium"
"Mahyar Hassan Nejad Hamidi","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mahyar Hassan-Nejad","Iran","Esteghlal","Azadi Stadium"
"Mahyar Hassan-Nejad","Iran","استقلال","Azadi Stadium"
"Mahyar Hassan-Nejad","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mahyar Hassannejad","Iran","Esteghlal","Azadi Stadium"
"Mahyar Hassannejad","Iran","استقلال","Azadi Stadium"
"Mahyar Hassannejad","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Majid Rezaei","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Majid Rezaei","Iran","Esteghlal","Azadi Stadium"
"Majid Rezaei","Iran","استقلال","Azadi Stadium"
"Maksim Igorevich Shvagirev","Russia","Kuban","Kuban Stadium"
"Maksim Igorevich Shvagirev","Russia","Футбольный клуб Кубань Краснодар","Kuban Stadium"
"Maksim Shvagirev","Russia","Футбольный клуб Кубань Краснодар","Kuban Stadium"
"Maksim Shvagirev","Russia","Kuban","Kuban Stadium"
"Mansour Rashidi","Iran","Naft Tehran","Takhti Tehran"
"Mansour Rashidi","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Mansour Rashidi","Iran","نفت تهران","Takhti Tehran"
"Mansour Rashidi","Iran","Naft Tehran Football Club","Takhti Tehran"
"Mansour Rashidi","Iran","نفت تهران","Takhti Tehran Stadium"
"Mansour Rashidi","Iran","Naft Tehran Football Club","Takhti Tehran Stadium"
"Mansour Rashidi","Iran","Naft Tehran","Takhti Tehran Stadium"
"Mansour Rashidi","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Marcelo Alberto Barovero","Argentina","Huracán","Estadio Tomás A. Ducó"
"Marcelo Alberto Barovero","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Marcelo Barovero","Argentina","Club Atlético Huracán","Estadio Tomás A. Ducó"
"Marcelo Barovero","Argentina","Huracán","Estadio Tomás A. Ducó"
"Marcelo Boeck","Brazil","Sporting CP","Estádio José Alvalade"
"Marcelo Boeck","Brazil","Sporting Clube de Portugal","Estádio José Alvalade"
"Marcelo Bonan","Brazil","Nacional Futebol Clube","Arena da Amazônia"
"Marcelo Bonan","Brazil","Nacional","Arena da Amazônia"
"Marco Ambrosio","Italy","Grasshopper Club Zürich","Letzigrund"
"Marco Ambrosio","Italy","Grasshopper Club Zürich","Stadion Letzigrund"
"Marco Antonio Barrero","Bolivia","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Marco Antonio Barrero","Bolivia","Wilstermann","Estadio Sudamericano Félix Capriles"
"Marco Antonio Barrero Jordán","Bolivia","Club Deportivo Jorge Wilstermann","Estadio Sudamericano Félix Capriles"
"Marco Antonio Barrero Jordán","Bolivia","Wilstermann","Estadio Sudamericano Félix Capriles"
"Marco Aulbach","Germany","1. Fußball- und Sport-Verein Mainz 05 e.V.","Opel Arena"
"Marco Aulbach","Germany","Mainz 05","Opel Arena"
"Marco Landucci","Italy","Juventus","Juventus Stadium"
"Marco Landucci","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Marco Roccati","Italy","Napoli","San Paolo"
"Marco Roccati","Italy","Napoli","Stadio San Paolo"
"Marco Roccati","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Marco Roccati","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Marco Storari","Italy","Napoli","San Paolo"
"Marco Storari","Italy","Napoli","Stadio San Paolo"
"Marco Storari","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Marco Storari","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Marco Storari","Italy","Juventus","Juventus Stadium"
"Marco Storari","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Mario Da Pozzo","Italy","Napoli","San Paolo"
"Mario Da Pozzo","Italy","Napoli","Stadio San Paolo"
"Mario Da Pozzo","Italy","Società Sportiva Calcio Napoli S.p.A.","San Paolo"
"Mario Da Pozzo","Italy","Società Sportiva Calcio Napoli S.p.A.","Stadio San Paolo"
"Mark Flekken","Netherlands","Alemannia Aachen","Tivoli"
"Mark Flekken","Netherlands","Aachener Turn- und Sportverein","Tivoli"
"Mark Flekken","Netherlands","Alemannia 1900 e.V.","Tivoli"
"Masoud Homami","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Massimo Piloni","Italy","Juventus","Juventus Stadium"
"Massimo Piloni","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Mateus","Brazil","Nacional Futebol Clube","Arena da Amazônia"
"Mateus","Brazil","Nacional","Arena da Amazônia"
"Mateus Versolato Júnior","Brazil","Nacional","Arena da Amazônia"
"Mateus Versolato Júnior","Brazil","Nacional Futebol Clube","Arena da Amazônia"
"Mehdi Asgarkhani","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mehdi Eslami","Iran","استقلال","Azadi Stadium"
"Mehdi Eslami","Iran","Esteghlal","Azadi Stadium"
"Mehdi Eslami","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mehrdad Hosseini","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mehrdad Hosseini","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mehrdad Hosseini","Iran","استقلال","Azadi Stadium"
"Mehrdad Hosseini","Iran","Esteghlal","Azadi Stadium"
"Mehrdad Mohammad-Hosseini","Iran","Esteghlal Tehran Football Club","Azadi Stadium"
"Mehrdad Mohammad-Hosseini","Iran","Persepolis Tehran Football Club","Azadi Stadium"
"Mehrdad Mohammad-Hosseini","Iran","استقلال","Azadi Stadium"
"Mehrdad Mohammad-Hosseini","Iran","Esteghlal","Azadi Stadium"
"Michel Aluzio da Cruz Alves","Brazil","Juventude","Estádio Alfredo Jaconi"
"Michel Aluzio da Cruz Alves","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Michel Alves","Brazil","Juventude","Estádio Alfredo Jaconi"
"Michel Alves","Brazil","Esporte Clube Juventude","Estádio Alfredo Jaconi"
"Michelangelo Rampulla","Italy","Juventus","Juventus Stadium"
"Michelangelo Rampulla","Italy","Juventus Football ClubS.p.A.","Juventus Stadium"
"Mickaël Meira","France","Benfica","Estádio do Sport Lisboa e Benfica"
"Mickaël Meira","France","Benfica","Estádio da Luz"
"Mickaël Meira","France","Sport Lisboa e Benfica","Estádio do Sport Lisboa e Benfica"
"Mickaël Meira","France","Sport Lisboa e Benfica","Estádio da Luz"
"Miguel Becerra","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Miguel Becerra Gonzalez","Mexico","Club Deportivo Guadalajara S.A. de C.V.","Estadio Chivas"
"Milad Farahani","Iran","Naft Tehran Football Club","Takhti Tehran Stadium"
"Milad Farahani","Iran","Naft Tehran","Takhti Tehran"
"Milad Farahani","Iran","Naft Tehran Football Club","Takhti Tehran"
"Milad Farahani","Iran","Naft Tehran","Takhti Tehran Stadium"
"Milad Farahani","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran"
"Milad Farahani","Iran","باشگاه فوتبال نفت تهران","Takhti Tehran Stadium"
"Milad Farahani","Iran","نفت تهران","Takhti Tehran Stadium"
"Milad Farahani","Iran","نفت تهران","Takhti Tehran"
"Mircea Alexandru Bornescu","Romania","Universitatea Cluj","Cluj Arena"
