"name","birthDate","birthPlace","region","country"
"Philip Phillips","1807-12-13","Charleston","South Carolina","United States"
"Philip Phillips","1807-12-13","Charleston","Berkeley County, South Carolina","United States"
"Philip Phillips","1807-12-17","Charleston","Berkeley County, South Carolina","United States"
"Thomas Hammond","1843-02-27","Fitchburg","Worcester County, Massachusetts","United States"
"Leonard White","1767-05-03","Haverhill","Massachusetts","United States"
"Joseph Abbott","1840-01-15","Decatur","Alabama","United States"
"Bill Foster","1955-10-07","Madison","Dane County, Wisconsin","United States"
"James Carr","1777-09-09","Haverhill","Massachusetts","United States"
"Philip Phillips","1807-12-13","Charleston","Charleston County, South Carolina","United States"
"Philip Phillips","1807-12-17","Charleston","Charleston County, South Carolina","United States"
"Rick White","1953-11-06","Bloomington","Monroe County, Indiana","United States"
"Rick White","1953-11-06","Bloomington","Indiana","United States"
"Paul Stewart","1892-02-27","Clarksville","Arkansas","United States"
"Joseph Abbott","1840-01-15","Decatur","Morgan County, Alabama","United States"
"William Hale","1765-08-06","Portsmouth","New Hampshire","United States"
"Timothy Davis","1821-04-12","Gloucester","Massachusetts","United States"
"John Kean","1852-12-04","Elizabeth","Union County, New Jersey","United States"
"Thomas Hammond","1843-02-27","Fitchburg","Massachusetts","United States"
"Charlie Rose","1939-08-10","Fayetteville","North Carolina","United States"
"Robert Ridgway","1823-04-21","Lynchburg","Virginia","United States"
"John Edwards","1815-10-24","Louisville","Kentucky","United States"
"John Edwards","1815-10-24","Louisville","Jefferson County, Kentucky","United States"
"Charles Allen","1797-08-09","Worcester","Worcester County, Massachusetts","United States"
"Charles Hudson","1795-11-14","Marlborough","Middlesex County, Massachusetts","United States"
"Dan Miller","1942-05-30","Highland Park","Michigan","United States"
"Clifford Davis","1897-11-18","Hazlehurst","Mississippi","United States"
"Tomlinson Fort","1787-07-14","Warrenton","Georgia (U.S. state)","United States"
"Paul Stewart","1892-02-27","Clarksville","Johnson County, Arkansas","United States"
"George Thomas Barnes","1833-08-14","Augusta","Georgia (U.S. state)","United States"
"Richard Williams","1836-11-15","Findlay","Ohio","United States"
"Richard Williams","1836-11-15","Findlay","Hancock County, Ohio","United States"
"Leonard White","1767-05-03","Haverhill","Essex County, Massachusetts","United States"
"Thomas Andrews","1953-03-22","Brockton","Plymouth County, Massachusetts","United States"
"Mark Kennedy","1957-04-11","Benson","Minnesota","United States"
"Dwight Foster","1757-12-07","Providence","Providence County, Rhode Island","United States"
"Paul Simon","1928-11-29","Eugene","Lane County, Oregon","United States"
"James Brooks","1810-11-10","Portland","Cumberland County, Maine","United States"
"Ed Jenkins","1933-01-04","Young Harris","Georgia (U.S. state)","United States"
"Edward Colston","1786-12-25","Winchester","Virginia","United States"
"John Morrow","1865-04-19","Darlington","Lafayette County, Wisconsin","United States"
"Eugene Black","1879-07-02","Blossom","Texas","United States"
"John Lynch","1825-02-18","Portland","Maine","United States"
"Dick Zimmer","1944-08-16","Newark","Essex County, New Jersey","United States"
"Dwight Foster","1757-12-07","Providence","Rhode Island","United States"
"Nick Galifianakis","1928-07-22","Durham","Durham County, North Carolina","United States"
"Nick Galifianakis","1928-07-22","Durham","Orange County, North Carolina","United States"
"Nick Galifianakis","1928-07-22","Durham","Wake County, North Carolina","United States"
"Benjamin Jones","1787-04-13","Winchester","Virginia","United States"
"Joseph Burns","1800-03-11","Waynesboro","Virginia","United States"
"Henry Williams","1805-11-30","Taunton","Massachusetts","United States"
"William Elliott","1838-09-03","Beaufort","South Carolina","United States"
"Charles Allen","1797-08-09","Worcester","Massachusetts","United States"
"Dick Zimmer","1944-08-16","Newark","New Jersey","United States"
"James Brooks","1810-11-10","Portland","Maine","United States"
"William Hale","1765-08-06","Portsmouth","Rockingham County, New Hampshire","United States"
"Ed Jenkins","1933-01-04","Young Harris","Towns County, Georgia","United States"
"Paul Cook","1943-03-03","Meriden","Connecticut","United States"
"Daniel Wallace","1801-05-09","Laurens","South Carolina","United States"
"Daniel Wallace","1801-05-09","Laurens","Laurens County, South Carolina","United States"
"Walter Jones","1745-12-18","Williamsburg","Virginia","United States"
"Eugene Black","1879-07-02","Blossom","Lamar County, Texas","United States"
"George Johnstone","1846-04-18","Newberry","Newberry County, South Carolina","United States"
"Tomlinson Fort","1787-07-14","Warrenton","Warren County, Georgia","United States"
"John Lynch","1825-02-18","Portland","Cumberland County, Maine","United States"
"Nick Galifianakis","1928-07-22","Durham","North Carolina","United States"
"Thomas Allen","1813-08-29","Pittsfield","Massachusetts","United States"
"George Johnstone","1846-04-18","Newberry","South Carolina","United States"
"John Morrow","1865-04-19","Darlington","Wisconsin","United States"
"Leslie Wright","1903-01-20","Durham","County Durham","United Kingdom"
"Karl Turner","1987-11-29","Durham","County Durham","United Kingdom"
"David Wilson","1966-11-14","Durham","County Durham","United Kingdom"
"Michael Peterson","1943-10-23","Nashville","Tennessee","United States"
"Michael Peterson","1943-10-23","Nashville","Davidson County, Tennessee","United States"
"Jim Miller","1866-10-25","Van Buren","Arkansas","United States"
"Sam Bass","1851-07-21","Mitchell","Indiana","United States"
"David Lane","1938-11-02","Woden","Hancock County, Iowa","United States"
"Jim Miller","1866-10-25","Van Buren","Crawford County, Arkansas","United States"
"David Lane","1938-11-02","Woden","Iowa","United States"
"Craig Brown","1975-08-18","Madison","Wisconsin","United States"
"Mark Johnson","1958-09-06","Walla Walla","Washington (state)","United States"
"Craig Brown","1975-08-18","Madison","Dane County, Wisconsin","United States"
"Mark Johnson","1958-09-06","Walla Walla","Walla Walla County, Washington","United States"
"Ryan Brunt","1985-11-18","Portage","Columbia County, Wisconsin","United States"
"John Benton","1969-06-23","Stillwater","Washington County, Minnesota","United States"
"John Benton","1969-06-23","Stillwater","Minnesota","United States"
"Ryan Brunt","1985-11-18","Portage","Wisconsin","United States"
"Kyle Bennett","1979-09-25","Conroe","Montgomery County, Texas","United States"
"Ken Carpenter","1965-12-31","La Mesa","California","United States"
"Charles Morton","1916-10-01","Long Beach","California","United States"
"Scott Clark","1962-06-08","Morgan Hill","California","United States"
"Chris Barton","1988-06-07","Sacramento","California","United States"
"Daniel Eaton","1993-07-04","Flagstaff","Arizona","United States"
"Roger Young","1953-05-21","Pontiac","Michigan","United States"
"Fred Taylor","1890-03-08","Newark","New Jersey","United States"
"Fred Taylor","1890-03-08","Newark","Essex County, New Jersey","United States"
"Donald Ferguson","1931-04-28","Evanston","Illinois","United States"
"Daniel Holloway","1987-05-21","Wichita Falls","Wichita County, Texas","United States"
"Anthony Young","1900-04-07","Newark","New Jersey","United States"
"Amanda Miller","1986-12-13","Burlington","Des Moines County, Iowa","United States"
"Christopher Jones","1979-08-06","Redding","California","United States"
"Anthony Young","1900-04-07","Newark","Essex County, New Jersey","United States"
"Kyle Bennett","1979-09-25","Conroe","Texas","United States"
"Amanda Miller","1986-12-13","Burlington","Iowa","United States"
"Roger Young","1953-05-21","Pontiac","Oakland County, Michigan","United States"
"Robert Bush","1990-03-13","San Jose","California","United States"
"Ken Hanson","1982-04-14","Sierra Madre","California","United States"
"Daniel Holloway","1987-05-21","Wichita Falls","Texas","United States"
"John Otto","1900-11-04","Newark","Essex County, New Jersey","United States"
"Daniel Butler","1944-06-01","Oakland","California","United States"
"William Beck","1899-10-09","Newark","Essex County, New Jersey","United States"
"Curtis White","1995-09-28","Schenectady","Schenectady County, New York","United States"
"John Otto","1900-11-04","Newark","New Jersey","United States"
"Henry O'Brien","1910-04-05","San Jose","California","United States"
"William Beck","1899-10-09","Newark","New Jersey","United States"
"Roger Carter","1961-10-28","Sandusky","Ohio","United States"
"Roger Carter","1961-10-28","Sandusky","Erie County, Ohio","United States"
"Jonathan Levin","1972-11-17","New Haven","Connecticut","United States"
"Jessica Smith","1983-10-14","Dearborn","Michigan","United States"
"John Zimmerman","1973-11-26","Birmingham","Shelby County, Alabama","United States"
"John Zimmerman","1973-11-26","Birmingham","Alabama","United States"
"Jessica Smith","1983-10-14","Dearborn","Wayne County, Michigan","United States"
"Brian Hansen","1990-09-03","Evanston","Illinois","United States"
"John Farrell","1906-08-28","Hammond","Indiana","United States"
"John Zimmerman","1973-11-26","Birmingham","Jefferson County, Alabama","United States"
"John Morris","1926-10-18","Elizabeth","Union County, New Jersey","United States"
"Anna Wood","1985-12-30","Mount Airy","Surry County, North Carolina","United States"
"Michael Cassidy","1983-03-20","Portland","Washington County, Oregon","United States"
"John Hancock","1941-03-04","Hazen","Arkansas","United States"
"David McLean","1922-05-19","Akron","Ohio","United States"
"John Morris","1926-10-18","Elizabeth","New Jersey","United States"
"Erik Rhodes","1906-02-10","El Reno","Oklahoma","United States"
"Craig Stevens","1918-07-08","Liberty","Missouri","United States"
"Evelyn Scott","1915-04-20","Brockton","Massachusetts","United States"
"Terry Moore","1929-01-07","Glendale","California","United States"
"John Boylan","1912-01-31","Canton","Stark County, Ohio","United States"
"John Boylan","1912-01-31","Canton","Ohio","United States"
"Michael Cassidy","1983-03-20","Portland","Multnomah County, Oregon","United States"
"Michael Cassidy","1983-03-20","Portland","Oregon","United States"
"George Hamilton","1939-08-12","Memphis","Shelby County, Tennessee","United States"
"David Sullivan","1977-04-29","Tyler","Texas","United States"
"Sarah Cunningham","1918-09-08","Greenville","Greenville County, South Carolina","United States"
"Bill Allen","1962-11-07","Wichita","Kansas","United States"
"Ron Carey","1935-12-11","Newark","New Jersey","United States"
"Sarah Cunningham","1918-09-08","Greenville","South Carolina","United States"
"Chris Ellis","1956-04-14","Memphis","Shelby County, Tennessee","United States"
"Scott Wilson","1942-03-29","Thomasville","Thomas County, Georgia","United States"
"Nick Adams","1931-07-10","Nanticoke","Pennsylvania","United States"
"Lee Williams","1981-12-27","Alexander City","Tallapoosa County, Alabama","United States"
"Lee Williams","1981-12-27","Alexander City","Alabama","United States"
"Eric Johnson","1962-10-11","Seaside","Oregon","United States"
"Eric Johnson","1962-10-11","Seaside","Clatsop County, Oregon","United States"
"Chris Anderson","1970-12-11","West Covina","California","United States"
"Charles Pinckney","1757-10-26","Charleston","Charleston County, South Carolina","United States"
"William Irwin","1827-07-12","Oxford","Ohio","United States"
"Charles Clark","1811-05-24","Lebanon","Ohio","United States"
"John Milton","1807-04-20","Louisville","Jefferson County, Georgia","United States"
"Henry Holt","1887-11-13","Elgin","Kane County, Illinois","United States"
"William Irwin","1827-07-12","Oxford","Butler County, Ohio","United States"
"Charles Pinckney","1757-10-26","Charleston","Berkeley County, South Carolina","United States"
"John Milton","1807-04-20","Louisville","Georgia (U.S. state)","United States"
"Henry Holt","1887-11-13","Elgin","Illinois","United States"
"Charles Jackson","1797-03-04","Providence","Rhode Island","United States"
"William Greene","1731-08-16","Warwick","Rhode Island","United States"
"John Gayle","1792-09-11","Sumter","Sumter County, South Carolina","United States"
"Charles Pinckney","1757-10-26","Charleston","South Carolina","United States"
"John Brooks","1752-05-04","Medford","Middlesex County, Massachusetts","United States"
"Henry McBride","1856-02-07","Farmington","Utah","United States"
"Charles Clark","1811-05-24","Lebanon","Warren County, Ohio","United States"
"William Greene","1797-01-01","Warwick","Kent County, Rhode Island","United States"
"Richard Yates","1815-01-18","Warsaw","Gallatin County, Kentucky","United States"
"Arnold Williams","1898-05-21","Fillmore","Utah","United States"
"Henry McBride","1856-02-07","Farmington","Davis County, Utah","United States"
"Samuel Ward","1725-05-25","Newport","Newport County, Rhode Island","United States"
"John Gayle","1792-09-11","Sumter","South Carolina","United States"
"John Brooks","1752-05-04","Medford","Massachusetts","United States"
"Joseph Duncan","1794-02-22","Paris","Bourbon County, Kentucky","United States"
"William Greene","1797-01-01","Warwick","Rhode Island","United States"
"William Greene","1731-08-16","Warwick","Kent County, Rhode Island","United States"
"Arnold Williams","1898-05-21","Fillmore","Millard County, Utah","United States"
"Henry Howard","1826-04-02","Cranston","Rhode Island","United States"
"Charles Jackson","1797-03-04","Providence","Providence County, Rhode Island","United States"
"Samuel Ward","1725-05-25","Newport","Rhode Island","United States"
"James Wood","1741-01-28","Winchester","Virginia","United States"
"Richard Yates","1815-01-18","Warsaw","Kentucky","United States"
"Joseph Duncan","1794-02-22","Paris","Kentucky","United States"
"Henry Howard","1826-04-02","Cranston","Providence County, Rhode Island","United States"
"Chuck Moore","1940-01-03","Marianna","Arkansas","United States"
"Brett Young","1967-04-03","Carson","California","United States"
"Henry Williams","1956-12-02","Greensboro","Hale County, Alabama","United States"
"Tony Stewart","1968-01-30","Chester","South Carolina","United States"
"Basil Mitchell","1975-09-07","Pittsburg","Texas","United States"
"Charles Martin","1959-08-31","Canton","Cherokee County, Georgia","United States"
"Michael DeForest Wilson","1947-10-20","Wilmington","Clinton County, Ohio","United States"
"Bill Morgan","1910-05-08","Portland","Washington County, Oregon","United States"
"Joe Thomas","1963-03-25","Lafayette","Louisiana","United States"
"Lester Smith","1970-08-16","Concord","North Carolina","United States"
"James Griffin","1961-09-07","Camilla","Mitchell County, Georgia","United States"
"Jerry Anderson","1953-10-27","Murfreesboro","Tennessee","United States"
"Tom Banks","1948-08-20","Birmingham","Alabama","United States"
"Doug Berry","1948-07-17","Claremont","Sullivan County, New Hampshire","United States"
"Walter Gilbert","1915-02-05","Fairfield","Alabama","United States"
"Walter Gilbert","1915-02-05","Fairfield","Jefferson County, Alabama","United States"
"Roger LeClerc","1936-10-01","Springfield","Hampden County, Massachusetts","United States"
"Tracy Johnson","1966-11-29","Concord","North Carolina","United States"
"Mark Slater","1955-02-01","Crosby","Divide County, North Dakota","United States"
"Tim Callahan","1895-03-29","Lawrence","Massachusetts","United States"
"Joe Williams","1941-03-16","Daisy","Georgia (U.S. state)","United States"
"Joe Williams","1941-03-16","Daisy","Evans County, Georgia","United States"
"John Mitchell","1951-10-14","Mobile","Mobile County, Alabama","United States"
"Michael Jackson","1957-07-15","Pasco","Washington (state)","United States"
"Bert Pearson","1905-03-22","Manhattan","Kansas","United States"
"Rick Middleton","1951-11-28","Delaware","Ohio","United States"
"Doug Sutherland","1948-04-01","Superior","Douglas County, Wisconsin","United States"
"Ben Smith","1911-06-16","Haleyville","Alabama","United States"
"Steve Davis","1948-11-10","Lexington","Virginia","United States"
"Bob Reed","1943-02-23","Longview","Gregg County, Texas","United States"
"Sammy Price","1943-10-01","Margaret","Alabama","United States"
"Chris Green","1968-02-26","Lawrenceburg","Indiana","United States"
"Greg Collins","1952-12-08","Troy","Michigan","United States"
"Lee Nelson","1954-01-30","Kissimmee","Osceola County, Florida","United States"
"Mark Harris","1970-04-28","Clovis","Curry County, New Mexico","United States"
"Robert Drummond","1967-06-21","Syracuse","Onondaga County, New York","United States"
"Tony Baker","1945-02-16","Burlington","Des Moines County, Iowa","United States"
"Bill Morgan","1910-05-08","Portland","Clackamas County, Oregon","United States"
"Eric Floyd","1965-10-28","Rome","Floyd County, Georgia","United States"
"Bob Davis","1945-09-15","Long Branch","Monmouth County, New Jersey","United States"
"Lester Smith","1970-08-16","Concord","Cabarrus County, North Carolina","United States"
"Jeff Smith","1962-03-22","Wichita","Sedgwick County, Kansas","United States"
"Tom Banks","1948-08-20","Birmingham","Jefferson County, Alabama","United States"
"Jack Hill","1932-10-17","Ogden","Utah","United States"
"Michael Morton","1960-02-06","Birmingham","Alabama","United States"
"Michael Morton","1960-02-06","Birmingham","Shelby County, Alabama","United States"
"Jack Martin","1922-04-10","Flint","Michigan","United States"
"Chris Smith","1985-06-03","Gainesville","Alachua County, Florida","United States"
"Pete Shaw","1954-08-25","Newark","Essex County, New Jersey","United States"
"John Brown","1939-06-09","Camden","New Jersey","United States"
"John Brown","1939-06-09","Camden","Camden County, New Jersey","United States"
"Preston Brown","1958-03-02","Nashville","Davidson County, Tennessee","United States"
"Bob Reynolds (American football, born 1939)","1939-01-22","Nashville","Tennessee","United States"
"Steve Moore","1960-10-01","Memphis","Tennessee","United States"
"Steve Riley","1952-11-23","Chula Vista","California","United States"
"Kevin Walker","1963-10-20","Greensboro","North Carolina","United States"
"Don Clark","1936-12-27","Akron","Ohio","United States"
"Kevin Walker","1963-10-20","Greensboro","Guilford County, North Carolina","United States"
"Travis Williams","1946-01-14","El Dorado","Union County, Arkansas","United States"
"Jim Thomas","1938-12-18","Columbus","Mississippi","United States"
"Chris Green","1968-02-26","Lawrenceburg","Dearborn County, Indiana","United States"
"Tim Priest","1949-03-10","Humboldt","Tennessee","United States"
"Don Martin","1949-09-17","Carrollton","Missouri","United States"
"Tom Walters","1942-06-11","Petal","Mississippi","United States"
"Henry Williams","1956-12-02","Greensboro","Alabama","United States"
"Chuck Moore","1940-01-03","Marianna","Lee County, Arkansas","United States"
"Frank Fuller","1929-08-08","DuBois","Pennsylvania","United States"
"Don Harris","1954-02-08","Elizabeth","Union County, New Jersey","United States"
"Larry Hayes","1935-07-21","Nashville","Tennessee","United States"
"Ricky Jones","1955-03-09","Birmingham","Alabama","United States"
"William Miller","1957-01-03","Rison","Arkansas","United States"
"Jim Smith","1946-11-04","Yazoo City","Yazoo County, Mississippi","United States"
"James Griffin","1961-09-07","Camilla","Georgia (U.S. state)","United States"
"Doug Berry","1948-07-17","Claremont","New Hampshire","United States"
"Lou Brock","1917-12-09","Stafford","Kansas","United States"
"Bill Wallace","1912-07-21","El Campo","Wharton County, Texas","United States"
"Charles Roberts","1979-04-03","Montclair","California","United States"
"Damon Jones","1974-09-18","Evanston","Illinois","United States"
"John Lott","1964-05-09","Denton","Texas","United States"
"John McCarthy","1916-08-09","Camden","New Jersey","United States"
"Charles Davenport","1968-11-22","Fayetteville","North Carolina","United States"
"Robert Walker","1972-06-26","Huntington","Cabell County, West Virginia","United States"
"Bob Odell","1922-03-05","Corning","Iowa","United States"
"Paul Young","1908-12-07","Melrose","Minnesota","United States"
"Ben Smith","1911-06-16","Haleyville","Marion County, Alabama","United States"
"Ronald Moore","1970-01-26","Spencer","Oklahoma County, Oklahoma","United States"
"John Cannon","1960-07-30","Long Branch","New Jersey","United States"
"Horace King","1953-03-05","Athens","Georgia (U.S. state)","United States"
"Jesse Williams","1940-11-17","Corcoran","California","United States"
"Willie Banks","1946-03-17","Greenville","Washington County, Mississippi","United States"
"Frank Adams","1970-11-07","Gastonia","North Carolina","United States"
"Sammy Price","1943-10-01","Margaret","St. Clair County, Alabama","United States"
"William White","1966-02-19","Lima","Allen County, Ohio","United States"
"Paul Dudley","1939-01-16","Fort Smith","Arkansas","United States"
"Jack Wheeler","1908-10-31","Bay City","Bay County, Michigan","United States"
"Kevin Jackson","1973-10-27","Dothan","Dale County, Alabama","United States"
"Ted Cook","1922-02-06","Birmingham","Jefferson County, Alabama","United States"
"Ricky Jones","1955-03-09","Birmingham","Shelby County, Alabama","United States"
"Tony Baker","1945-02-16","Burlington","Iowa","United States"
"Charles Martin","1959-08-31","Canton","Georgia (U.S. state)","United States"
"Bob Davis","1945-09-15","Long Branch","New Jersey","United States"
"Charlie Bradshaw","1936-03-13","Center","Texas","United States"
"Larry Butler","1952-07-10","Johnson City","Carter County, Tennessee","United States"
"Jim Smith","1946-11-04","Yazoo City","Mississippi","United States"
"Anthony Davis","1982-05-21","Plainfield","Union County, New Jersey","United States"
"Ronald Williams","1972-05-19","Marietta","Georgia (U.S. state)","United States"
"Brandon Smith","1984-08-21","Oakland","California","United States"
"Michael Morton","1960-02-06","Birmingham","Jefferson County, Alabama","United States"
"Mark Slater","1955-02-01","Crosby","North Dakota","United States"
"Tim Callahan","1895-03-29","Lawrence","Essex County, Massachusetts","United States"
"Don Coleman","1928-05-04","Ponca City","Kay County, Oklahoma","United States"
"John McCarthy","1916-08-09","Camden","Camden County, New Jersey","United States"
"John Williams","1945-10-27","Jackson","Mississippi","United States"
"Bob Odell","1922-03-05","Corning","Adams County, Iowa","United States"
"Glen Collins","1959-07-10","Jackson","Rankin County, Mississippi","United States"
"Robert Walker","1972-06-26","Huntington","Wayne County, West Virginia","United States"
"Leo Lewis","1956-09-17","Columbia","Boone County, Missouri","United States"
"Bruce Smith","1949-03-28","Huntsville","Texas","United States"
"Jim Thomas","1938-12-18","Columbus","Lowndes County, Mississippi","United States"
"John Cannon","1960-07-30","Long Branch","Monmouth County, New Jersey","United States"
"Bobby Jackson","1936-01-10","Geneva","Alabama","United States"
"Greg Marshall","1956-09-09","Beverly","Essex County, Massachusetts","United States"
"Greg Marshall","1956-09-09","Beverly","Massachusetts","United States"
"Tommy Lewis","1931-10-07","Greenville","Butler County, Alabama","United States"
"John Ward","1948-05-27","Enid","Oklahoma","United States"
"Mike Barber","1953-06-04","Marshall","Texas","United States"
"Don Martin","1949-09-17","Carrollton","Carroll County, Missouri","United States"
"Mark Harris","1970-04-28","Clovis","New Mexico","United States"
"Kevin Jackson","1973-10-27","Dothan","Alabama","United States"
"Don Harris","1954-02-08","Elizabeth","New Jersey","United States"
"Frank Fuller","1929-08-08","DuBois","Clearfield County, Pennsylvania","United States"
"Kevin Jackson","1973-10-27","Dothan","Henry County, Alabama","United States"
"Kevin Jackson","1973-10-27","Dothan","Houston County, Alabama","United States"
"Ron Carpenter","1948-06-24","High Point","Forsyth County, North Carolina","United States"
"Dick Smith","1944-06-18","Hamilton","Butler County, Ohio","United States"
"Bill Morgan","1910-05-08","Portland","Oregon","United States"
"Kevin Johnson","1973-12-27","Winder","Barrow County, Georgia","United States"
"Roy Bell","1949-07-29","Clinton","Washita County, Oklahoma","United States"
"Jack Martin","1922-04-10","Flint","Genesee County, Michigan","United States"
"Chris Perez","1969-06-21","Park Ridge","Illinois","United States"
"Tracy Johnson","1966-11-29","Concord","Cabarrus County, North Carolina","United States"
"Chris Smith","1985-06-03","Gainesville","Florida","United States"
"Robert Walker","1972-06-26","Huntington","West Virginia","United States"
"Glen Collins","1959-07-10","Jackson","Hinds County, Mississippi","United States"
"Curtis Adams","1962-04-30","Muskegon","Muskegon County, Michigan","United States"
"Terry Miller","1956-01-07","Columbus","Muscogee County, Georgia","United States"
"Ronald Moore","1970-01-26","Spencer","Oklahoma","United States"
"Bob Reynolds (American football, born 1939)","1939-01-22","Nashville","Davidson County, Tennessee","United States"
"Travis Williams","1946-01-14","El Dorado","Arkansas","United States"
"Michael Brooks","1991-08-28","Durham","Wake County, North Carolina","United States"
"John Ward","1948-05-27","Enid","Garfield County, Oklahoma","United States"
"Tim Priest","1949-03-10","Humboldt","Madison County, Tennessee","United States"
"Lee Nelson","1954-01-30","Kissimmee","Florida","United States"
"Robert Drummond","1967-06-21","Syracuse","New York","United States"
"Doug Rogers","1960-06-23","Chico","California","United States"
"Bobby Anderson","1947-10-11","Midland","Michigan","United States"
"Ray Butler","1956-06-28","Victoria","Victoria County, Texas","United States"
"Jermaine Williams","1973-08-04","Greenville","Pitt County, North Carolina","United States"
"Robert James","1947-07-07","Murfreesboro","Tennessee","United States"
"Larry Bowie","1973-03-21","Anniston","Alabama","United States"
"Lou Brock","1917-12-09","Stafford","Stafford County, Kansas","United States"
"Ronald Williams","1972-05-19","Marietta","Cobb County, Georgia","United States"
"Chris Foote","1956-12-02","Louisville","Jefferson County, Kentucky","United States"
"Fred Cook","1952-04-15","Pascagoula","Mississippi","United States"
"Ryan Smith","1991-08-19","Wahpeton","North Dakota","United States"
"John Williams","1945-10-27","Jackson","Hinds County, Mississippi","United States"
"Ernie Barber","1914-04-18","Manteca","California","United States"
"Charles Davenport","1968-11-22","Fayetteville","Cumberland County, North Carolina","United States"
"Glen Collins","1959-07-10","Jackson","Madison County, Mississippi","United States"
"George Reed","1939-10-02","Vicksburg","Mississippi","United States"
"Charlie Collins","1946-01-24","Marietta","Georgia (U.S. state)","United States"
"Leo Lewis","1956-09-17","Columbia","Missouri","United States"
"Roy Simmons","1956-11-08","Savannah","Chatham County, Georgia","United States"
"Marvin Allen","1965-11-23","Wichita Falls","Texas","United States"
"Willie Banks","1946-03-17","Greenville","Mississippi","United States"
"James Owens","1955-07-05","Sacramento","California","United States"
"William White","1966-02-19","Lima","Ohio","United States"
"Jack Wheeler","1908-10-31","Bay City","Michigan","United States"
"Ronnie Bull","1940-02-02","Kingsville","Kleberg County, Texas","United States"
"Henry Marshall","1954-08-09","Broxton","Georgia (U.S. state)","United States"
"Ted Cook","1922-02-06","Birmingham","Alabama","United States"
"Ricky Jones","1955-03-09","Birmingham","Jefferson County, Alabama","United States"
"Ted Cook","1922-02-06","Birmingham","Shelby County, Alabama","United States"
"Dick Smith","1944-06-18","Hamilton","Ohio","United States"
"Dick Smith","1912-01-24","East Chicago","Indiana","United States"
"David Green","1953-09-07","Jacksonville","North Carolina","United States"
"Jermaine Williams","1973-08-04","Greenville","North Carolina","United States"
"Joe Thomas","1963-03-25","Lafayette","Lafayette Parish, Louisiana","United States"
"David Green","1953-09-07","Jacksonville","Onslow County, North Carolina","United States"
"Tom Hutton","1972-07-08","Memphis","Shelby County, Tennessee","United States"
"Richard Cooper","1964-11-01","Memphis","Shelby County, Tennessee","United States"
"Jim Ryan","1957-05-18","Camden","New Jersey","United States"
"John Walton","1947-10-04","Elizabeth City","North Carolina","United States"
"Jim Ryan","1957-05-18","Camden","Camden County, New Jersey","United States"
"Hal Erickson","1898-03-10","Maynard","Minnesota","United States"
"Hal Erickson","1898-03-10","Maynard","Chippewa County, Minnesota","United States"
"Tom Banks","1948-08-20","Birmingham","Shelby County, Alabama","United States"
"Anthony Allen","1959-06-29","McComb","Mississippi","United States"
"Larry Bowie","1973-03-21","Anniston","Calhoun County, Alabama","United States"
"John McNally","1903-11-27","New Richmond","Wisconsin","United States"
"Chris Combs","1976-12-15","Roanoke","Virginia","United States"
"John Mitchell","1951-10-14","Mobile","Alabama","United States"
"John Williams","1945-10-27","Jackson","Madison County, Mississippi","United States"
"Glen Collins","1959-07-10","Jackson","Mississippi","United States"
"Preston Brown","1958-03-02","Nashville","Tennessee","United States"
"Terry Miller","1956-01-07","Columbus","Georgia (U.S. state)","United States"
"Roy Simmons","1956-11-08","Savannah","Georgia (U.S. state)","United States"
"Larry Griffin","1963-01-11","Chesapeake","Virginia","United States"
"Charlie Collins","1946-01-24","Marietta","Cobb County, Georgia","United States"
"Willie Parker","1948-12-28","Baytown","Texas","United States"
"Rick Middleton","1951-11-28","Delaware","Delaware County, Ohio","United States"
"Ben Smith","1911-06-16","Haleyville","Winston County, Alabama","United States"
"Donald Smith","1968-02-21","Danville","Virginia","United States"
"Bobby Jackson","1936-01-10","Geneva","Geneva County, Alabama","United States"
"Tommy Lewis","1931-10-07","Greenville","Alabama","United States"
"Frank Adams","1970-11-07","Gastonia","Gaston County, North Carolina","United States"
"Tom Walters","1942-06-11","Petal","Forrest County, Mississippi","United States"
"Paul Dudley","1939-01-16","Fort Smith","Sebastian County, Arkansas","United States"
"Ben Hawkins","1944-03-22","Newark","New Jersey","United States"
"Ray Jarvis","1949-02-02","Chesapeake","Virginia","United States"
"Ron Carpenter","1948-06-24","High Point","North Carolina","United States"
"Henry Marshall","1954-08-09","Broxton","Coffee County, Georgia","United States"
"Larry Hayes","1935-07-21","Nashville","Davidson County, Tennessee","United States"
"Jerry Hill","1939-10-12","Torrington","Goshen County, Wyoming","United States"
"James Noble","1963-08-14","Jacksonville","Texas","United States"
"John Toohey","1892-04-28","Kingston","Ulster County, New York","United States"
"Terry Brown","1947-01-09","Walters","Oklahoma","United States"
"Terry Brown","1947-01-09","Walters","Cotton County, Oklahoma","United States"
"Alfred Jackson","1967-07-10","Tulare","California","United States"
"Donald Brown","1985-07-08","Morganton","North Carolina","United States"
"Bill Morgan","1910-05-08","Portland","Multnomah County, Oregon","United States"
"Don Paul","1926-07-23","Tacoma","Pierce County, Washington","United States"
"Don Paul","1926-07-23","Tacoma","Washington (state)","United States"
"John Terry","1968-08-30","Greenwood","South Carolina","United States"
"Mark Carlson","1963-06-06","Milford","Connecticut","United States"
"James Williams","1967-03-30","Osceola","Arkansas","United States"
"Paul White","1921-11-13","Wadley","Georgia (U.S. state)","United States"
