"musician","genre","instrument","band"
"Florian Schneider","Electronic music","Flute","Kraftwerk"
"Florian Schneider","Electronic music","Flute","Organisation (band)"
"Florian Schneider","Electronic music","Flute","Avantgarde History"
"Florian Schneider","Electronic music","Guitar","Kraftwerk"
"Florian Schneider","Electronic music","Guitar","Organisation (band)"
"Florian Schneider","Electronic music","Guitar","Avantgarde History"
"Florian Schneider","Electronic music","Percussion instrument","Kraftwerk"
"Florian Schneider","Electronic music","Percussion instrument","Organisation (band)"
"Florian Schneider","Electronic music","Percussion instrument","Avantgarde History"
"Florian Schneider","Electronic music","Saxophone","Kraftwerk"
"Florian Schneider","Electronic music","Saxophone","Organisation (band)"
"Florian Schneider","Electronic music","Saxophone","Avantgarde History"
"Florian Schneider","Electronic music","Synthesizer","Kraftwerk"
"Florian Schneider","Electronic music","Synthesizer","Organisation (band)"
"Florian Schneider","Electronic music","Synthesizer","Avantgarde History"
"Florian Schneider","Electronic music","Singing","Kraftwerk"
"Florian Schneider","Electronic music","Singing","Organisation (band)"
"Florian Schneider","Electronic music","Singing","Avantgarde History"
"Florian Schneider","Krautrock","Violin","Kraftwerk"
"Florian Schneider","Krautrock","Violin","Organisation (band)"
"Florian Schneider","Krautrock","Violin","Avantgarde History"
"Florian Schneider","Krautrock","Drum kit","Kraftwerk"
"Florian Schneider","Krautrock","Drum kit","Organisation (band)"
"Florian Schneider","Krautrock","Drum kit","Avantgarde History"
"Florian Schneider","Krautrock","Flute","Kraftwerk"
"Florian Schneider","Krautrock","Flute","Organisation (band)"
"Florian Schneider","Krautrock","Flute","Avantgarde History"
"Florian Schneider","Krautrock","Guitar","Kraftwerk"
"Florian Schneider","Krautrock","Guitar","Organisation (band)"
"Florian Schneider","Krautrock","Guitar","Avantgarde History"
"Florian Schneider","Krautrock","Percussion instrument","Kraftwerk"
"Florian Schneider","Krautrock","Percussion instrument","Organisation (band)"
"Florian Schneider","Krautrock","Percussion instrument","Avantgarde History"
"Florian Schneider","Krautrock","Saxophone","Kraftwerk"
"Florian Schneider","Krautrock","Saxophone","Organisation (band)"
"Florian Schneider","Krautrock","Saxophone","Avantgarde History"
"Florian Schneider","Krautrock","Synthesizer","Kraftwerk"
"Florian Schneider","Krautrock","Synthesizer","Organisation (band)"
"Florian Schneider","Krautrock","Synthesizer","Avantgarde History"
"Florian Schneider","Krautrock","Singing","Kraftwerk"
"Florian Schneider","Krautrock","Singing","Organisation (band)"
"Florian Schneider","Krautrock","Singing","Avantgarde History"
"Frank Bornemann","Progressive rock","Harmonica","Eloy"
"Frank Bornemann","Progressive rock","Vocals","Eloy"
"Frank Bornemann","Progressive rock","Guitar","Eloy"
"Frank Bornemann","Progressive rock","Percussion","Eloy"
"Fritz Randow","Progressive rock","Drum kit","Eloy"
"Fritz Randow","Progressive rock","Drum kit","Sinner (band)"
"Fritz Randow","Progressive rock","Drum kit","Jane (German band)"
"Fritz Randow","Progressive rock","Drum kit","Saxon (band)"
"Fritz Randow","Progressive rock","Drum kit","Victory (band)"
"Fritz Randow","Hard rock","Drum kit","Victory (band)"
"Fritz Randow","Hard rock","Drum kit","Saxon (band)"
"Fritz Randow","Hard rock","Drum kit","Eloy"
"Fritz Randow","Hard rock","Drum kit","Sinner (band)"
"Fritz Randow","Hard rock","Drum kit","Jane (German band)"
"Fritz Randow","Heavy metal music","Drum kit","Victory (band)"
"Fritz Randow","Heavy metal music","Drum kit","Jane (German band)"
"Fritz Randow","Heavy metal music","Drum kit","Saxon (band)"
"Fritz Randow","Heavy metal music","Drum kit","Sinner (band)"
"Fritz Randow","Heavy metal music","Drum kit","Eloy"
"Fritz Randow","Rock music","Drum kit","Eloy"
"Fritz Randow","Rock music","Drum kit","Victory (band)"
"Fritz Randow","Rock music","Drum kit","Saxon (band)"
"Fritz Randow","Rock music","Drum kit","Jane (German band)"
"Fritz Randow","Rock music","Drum kit","Sinner (band)"
"Günter Schulz","Industrial rock","Guitar","Schulz"
"Günter Schulz","Industrial rock","Guitar","Slick Idiot"
"Günter Schulz","Industrial rock","Guitar","KMFDM"
"Günter Schulz","Industrial rock","Guitar","PIG (musical project)"
"Günter Schulz","Jazz","Guitar","Slick Idiot"
"Günter Schulz","Jazz","Guitar","KMFDM"
"Günter Schulz","Jazz","Guitar","PIG (musical project)"
"Günter Schulz","Jazz","Guitar","Schulz"
"Hannes Grossmann","Death metal","Drum kit","Obscura (band)"
"Hannes Grossmann","Death metal","Drum kit","Blotted Science"
"Hannes Grossmann","Death metal","Drum kit","Necrophagist"
"Hannes Grossmann","Death metal","Guitar","Obscura (band)"
"Hannes Grossmann","Death metal","Guitar","Blotted Science"
"Hannes Grossmann","Death metal","Guitar","Necrophagist"
"Hannes Grossmann","Death metal","Percussion instrument","Obscura (band)"
"Hannes Grossmann","Death metal","Percussion instrument","Blotted Science"
"Hannes Grossmann","Death metal","Percussion instrument","Necrophagist"
"Hannes Grossmann","Technical death metal","Drum kit","Obscura (band)"
"Hannes Grossmann","Technical death metal","Drum kit","Blotted Science"
"Hannes Grossmann","Technical death metal","Drum kit","Necrophagist"
"Hannes Grossmann","Technical death metal","Guitar","Obscura (band)"
"Hannes Grossmann","Technical death metal","Guitar","Blotted Science"
"Hannes Grossmann","Technical death metal","Guitar","Necrophagist"
"Hannes Grossmann","Technical death metal","Percussion instrument","Obscura (band)"
"Hannes Grossmann","Technical death metal","Percussion instrument","Blotted Science"
"Hannes Grossmann","Technical death metal","Percussion instrument","Necrophagist"
"Hannes Grossmann","Progressive metal","Drum kit","Obscura (band)"
"Hannes Grossmann","Progressive metal","Drum kit","Blotted Science"
"Hannes Grossmann","Progressive metal","Drum kit","Necrophagist"
"Hannes Grossmann","Progressive metal","Guitar","Obscura (band)"
"Hannes Grossmann","Progressive metal","Guitar","Blotted Science"
"Hannes Grossmann","Progressive metal","Guitar","Necrophagist"
"Hannes Grossmann","Progressive metal","Percussion instrument","Obscura (band)"
"Hannes Grossmann","Progressive metal","Percussion instrument","Blotted Science"
"Hannes Grossmann","Progressive metal","Percussion instrument","Necrophagist"
"Hannes Grossmann","Death metal","Piano","Obscura (band)"
"Hannes Grossmann","Death metal","Piano","Blotted Science"
"Hannes Grossmann","Death metal","Piano","Necrophagist"
"Hannes Grossmann","Death metal","Tama drums","Obscura (band)"
"Hannes Grossmann","Death metal","Tama drums","Blotted Science"
"Hannes Grossmann","Death metal","Tama drums","Necrophagist"
"Hannes Grossmann","Technical death metal","Piano","Obscura (band)"
"Hannes Grossmann","Technical death metal","Piano","Blotted Science"
"Hannes Grossmann","Technical death metal","Piano","Necrophagist"
"Hannes Grossmann","Technical death metal","Tama drums","Obscura (band)"
"Hannes Grossmann","Technical death metal","Tama drums","Blotted Science"
"Hannes Grossmann","Technical death metal","Tama drums","Necrophagist"
"Hannes Grossmann","Progressive metal","Piano","Obscura (band)"
"Hannes Grossmann","Progressive metal","Piano","Blotted Science"
"Hannes Grossmann","Progressive metal","Piano","Necrophagist"
"Hannes Grossmann","Progressive metal","Tama drums","Obscura (band)"
"Hannes Grossmann","Progressive metal","Tama drums","Blotted Science"
"Hannes Grossmann","Progressive metal","Tama drums","Necrophagist"
"Hansi Kürsch","Speed metal","Bass guitar","Ayreon"
"Hansi Kürsch","Speed metal","Bass guitar","Blind Guardian"
"Hansi Kürsch","Speed metal","Bass guitar","Edguy"
"Hansi Kürsch","Speed metal","Bass guitar","Kai Hansen"
"Hansi Kürsch","Speed metal","Bass guitar","Demons and Wizards (band)"
"Hansi Kürsch","Speed metal","Singing","Ayreon"
"Hansi Kürsch","Speed metal","Singing","Blind Guardian"
"Hansi Kürsch","Speed metal","Singing","Edguy"
"Hansi Kürsch","Speed metal","Singing","Kai Hansen"
"Hansi Kürsch","Speed metal","Singing","Demons and Wizards (band)"
"Hansi Kürsch","Power metal","Bass guitar","Ayreon"
"Hansi Kürsch","Power metal","Bass guitar","Blind Guardian"
"Hansi Kürsch","Power metal","Bass guitar","Edguy"
"Hansi Kürsch","Power metal","Bass guitar","Kai Hansen"
"Hansi Kürsch","Power metal","Bass guitar","Demons and Wizards (band)"
"Hansi Kürsch","Power metal","Singing","Ayreon"
"Hansi Kürsch","Power metal","Singing","Blind Guardian"
"Hansi Kürsch","Power metal","Singing","Edguy"
"Hansi Kürsch","Power metal","Singing","Kai Hansen"
"Hansi Kürsch","Power metal","Singing","Demons and Wizards (band)"
"Hansi Kürsch","Heavy metal music","Bass guitar","Ayreon"
"Hansi Kürsch","Heavy metal music","Bass guitar","Blind Guardian"
"Hansi Kürsch","Heavy metal music","Bass guitar","Edguy"
"Hansi Kürsch","Heavy metal music","Bass guitar","Kai Hansen"
"Hansi Kürsch","Heavy metal music","Bass guitar","Demons and Wizards (band)"
"Hansi Kürsch","Heavy metal music","Singing","Ayreon"
"Hansi Kürsch","Heavy metal music","Singing","Blind Guardian"
"Hansi Kürsch","Heavy metal music","Singing","Edguy"
"Hansi Kürsch","Heavy metal music","Singing","Kai Hansen"
"Hansi Kürsch","Heavy metal music","Singing","Demons and Wizards (band)"
"Hansi Kürsch","Progressive metal","Bass guitar","Ayreon"
"Hansi Kürsch","Progressive metal","Bass guitar","Blind Guardian"
"Hansi Kürsch","Progressive metal","Bass guitar","Edguy"
"Hansi Kürsch","Progressive metal","Bass guitar","Kai Hansen"
"Hansi Kürsch","Progressive metal","Bass guitar","Demons and Wizards (band)"
"Hansi Kürsch","Progressive metal","Singing","Ayreon"
"Hansi Kürsch","Progressive metal","Singing","Blind Guardian"
"Hansi Kürsch","Progressive metal","Singing","Edguy"
"Hansi Kürsch","Progressive metal","Singing","Kai Hansen"
"Hansi Kürsch","Progressive metal","Singing","Demons and Wizards (band)"
"Hecker","Electronic music","Laptop","Russell Haswell"
"Hecker","Electronic music","Supercollider","Russell Haswell"
"Hecker","Electronic music","Supercollider","Yasunao Tone"
"Hecker","Electronic music","Supercollider","Peter Rehberg"
"Hecker","Electronic music","Laptop","Peter Rehberg"
"Hecker","Electronic music","Laptop","Yasunao Tone"
"Henry Busse","Jazz","Trumpet","Paul Whiteman"
"Henry Busse Sr.","Jazz","Trumpet","Paul Whiteman"
"Jan Koemmet","Hard rock","Guitar","Starlight Express"
"Jan Koemmet","Hard rock","Guitar","Accept (band)"
"Jan Koemmet","Hard rock","Guitar","Bad Steve"
"Jan Koemmet","Heavy metal music","Guitar","Bad Steve"
"Jan Koemmet","Heavy metal music","Guitar","Accept (band)"
"Jan Koemmet","Heavy metal music","Guitar","Starlight Express"
"Jeff Sipe","Blues","Drum kit","Aquarium Rescue Unit"
"Jeff Sipe","Blues","Drum kit","Debashish Bhattacharya"
"Jeff Sipe","Blues","Drum kit","Keller Williams"
"Jeff Sipe","Blues","Drum kit","Jimmy Herring"
"Jeff Sipe","Blues","Drum kit","Shawn Lane"
"Jeff Sipe","Jazz","Drum kit","Aquarium Rescue Unit"
"Jeff Sipe","Jazz","Drum kit","Debashish Bhattacharya"
"Jeff Sipe","Jazz","Drum kit","Keller Williams"
"Jeff Sipe","Jazz","Drum kit","Jimmy Herring"
"Jeff Sipe","Jazz","Drum kit","Shawn Lane"
"Jeff Sipe","Rock music","Drum kit","Aquarium Rescue Unit"
"Jeff Sipe","Rock music","Drum kit","Debashish Bhattacharya"
"Jeff Sipe","Rock music","Drum kit","Keller Williams"
"Jeff Sipe","Rock music","Drum kit","Jimmy Herring"
"Jeff Sipe","Rock music","Drum kit","Shawn Lane"
"Jeff Sipe","Bluegrass music","Drum kit","Aquarium Rescue Unit"
"Jeff Sipe","Bluegrass music","Drum kit","Debashish Bhattacharya"
"Jeff Sipe","Bluegrass music","Drum kit","Keller Williams"
"Jeff Sipe","Bluegrass music","Drum kit","Jimmy Herring"
"Jeff Sipe","Bluegrass music","Drum kit","Shawn Lane"
"Jeff Sipe","Jam session","Drum kit","Aquarium Rescue Unit"
"Jeff Sipe","Jam session","Drum kit","Debashish Bhattacharya"
"Jeff Sipe","Jam session","Drum kit","Keller Williams"
"Jeff Sipe","Jam session","Drum kit","Jimmy Herring"
"Jeff Sipe","Jam session","Drum kit","Shawn Lane"
"Jeff Sipe","Blues","Percussion","Aquarium Rescue Unit"
"Jeff Sipe","Blues","Percussion","Debashish Bhattacharya"
"Jeff Sipe","Blues","Percussion","Keller Williams"
"Jeff Sipe","Blues","Percussion","Jimmy Herring"
"Jeff Sipe","Blues","Percussion","Shawn Lane"
"Jeff Sipe","Blues","Drum Set","Aquarium Rescue Unit"
"Jeff Sipe","Blues","Drum Set","Debashish Bhattacharya"
"Jeff Sipe","Blues","Drum Set","Keller Williams"
"Jeff Sipe","Blues","Drum Set","Jimmy Herring"
"Jeff Sipe","Jazz","Percussion","Aquarium Rescue Unit"
"Jeff Sipe","Jazz","Percussion","Debashish Bhattacharya"
"Jeff Sipe","Jazz","Percussion","Keller Williams"
"Jeff Sipe","Jazz","Percussion","Jimmy Herring"
"Jeff Sipe","Jazz","Drum Set","Aquarium Rescue Unit"
"Jeff Sipe","Jazz","Drum Set","Debashish Bhattacharya"
"Jeff Sipe","Jazz","Drum Set","Keller Williams"
"Jeff Sipe","Jazz","Drum Set","Jimmy Herring"
"Jeff Sipe","Rock music","Percussion","Aquarium Rescue Unit"
"Jeff Sipe","Rock music","Percussion","Debashish Bhattacharya"
"Jeff Sipe","Rock music","Percussion","Keller Williams"
"Jeff Sipe","Rock music","Percussion","Jimmy Herring"
"Jeff Sipe","Rock music","Drum Set","Aquarium Rescue Unit"
"Jeff Sipe","Rock music","Drum Set","Debashish Bhattacharya"
"Jeff Sipe","Rock music","Drum Set","Keller Williams"
"Jeff Sipe","Rock music","Drum Set","Jimmy Herring"
"Jeff Sipe","Bluegrass music","Percussion","Aquarium Rescue Unit"
"Jeff Sipe","Bluegrass music","Percussion","Debashish Bhattacharya"
"Jeff Sipe","Bluegrass music","Percussion","Keller Williams"
"Jeff Sipe","Bluegrass music","Percussion","Jimmy Herring"
"Jeff Sipe","Bluegrass music","Drum Set","Aquarium Rescue Unit"
"Jeff Sipe","Bluegrass music","Drum Set","Debashish Bhattacharya"
"Jeff Sipe","Bluegrass music","Drum Set","Keller Williams"
"Jeff Sipe","Bluegrass music","Drum Set","Jimmy Herring"
"Jeff Sipe","Jam session","Percussion","Aquarium Rescue Unit"
"Jeff Sipe","Jam session","Percussion","Debashish Bhattacharya"
"Jeff Sipe","Jam session","Percussion","Keller Williams"
"Jeff Sipe","Jam session","Percussion","Jimmy Herring"
"Jeff Sipe","Jam session","Drum Set","Aquarium Rescue Unit"
"Jeff Sipe","Jam session","Drum Set","Debashish Bhattacharya"
"Jeff Sipe","Jam session","Drum Set","Keller Williams"
"Jeff Sipe","Jam session","Drum Set","Jimmy Herring"
"Jeff Sipe","Blues","Drum kit","Susan Tedeschi"
"Jeff Sipe","Blues","Drum kit","Jonas Hellborg"
"Jeff Sipe","Blues","Drum kit","Jonathan Scales"
"Jeff Sipe","Blues","Drum kit","Jazz Is Dead"
"Jeff Sipe","Blues","Drum kit","Bela Fleck"
"Jeff Sipe","Blues","Drum kit","Phil Lesh & Friends"
"Jeff Sipe","Blues","Percussion","Susan Tedeschi"
"Jeff Sipe","Blues","Percussion","Jonas Hellborg"
"Jeff Sipe","Blues","Percussion","Jonathan Scales"
"Jeff Sipe","Blues","Percussion","Jazz Is Dead"
"Jeff Sipe","Blues","Percussion","Bela Fleck"
"Jeff Sipe","Blues","Percussion","Phil Lesh & Friends"
"Jeff Sipe","Blues","Drum Set","Shawn Lane"
"Jeff Sipe","Blues","Drum Set","Susan Tedeschi"
"Jeff Sipe","Blues","Drum Set","Jonas Hellborg"
"Jeff Sipe","Blues","Drum Set","Jonathan Scales"
"Jeff Sipe","Blues","Drum Set","Jazz Is Dead"
"Jeff Sipe","Blues","Drum Set","Bela Fleck"
"Jeff Sipe","Blues","Drum Set","Phil Lesh & Friends"
"Jeff Sipe","Jazz","Drum kit","Susan Tedeschi"
"Jeff Sipe","Jazz","Drum kit","Jonas Hellborg"
"Jeff Sipe","Jazz","Drum kit","Jonathan Scales"
"Jeff Sipe","Jazz","Drum kit","Jazz Is Dead"
"Jeff Sipe","Jazz","Drum kit","Bela Fleck"
"Jeff Sipe","Jazz","Drum kit","Phil Lesh & Friends"
"Jeff Sipe","Jazz","Percussion","Shawn Lane"
"Jeff Sipe","Jazz","Percussion","Susan Tedeschi"
"Jeff Sipe","Jazz","Percussion","Jonas Hellborg"
"Jeff Sipe","Jazz","Percussion","Jonathan Scales"
"Jeff Sipe","Jazz","Percussion","Jazz Is Dead"
"Jeff Sipe","Jazz","Percussion","Bela Fleck"
"Jeff Sipe","Jazz","Percussion","Phil Lesh & Friends"
"Jeff Sipe","Jazz","Drum Set","Shawn Lane"
"Jeff Sipe","Jazz","Drum Set","Susan Tedeschi"
"Jeff Sipe","Jazz","Drum Set","Jonas Hellborg"
"Jeff Sipe","Jazz","Drum Set","Jonathan Scales"
"Jeff Sipe","Jazz","Drum Set","Jazz Is Dead"
"Jeff Sipe","Jazz","Drum Set","Bela Fleck"
"Jeff Sipe","Jazz","Drum Set","Phil Lesh & Friends"
"Jeff Sipe","Rock music","Drum kit","Susan Tedeschi"
"Jeff Sipe","Rock music","Drum kit","Jonas Hellborg"
"Jeff Sipe","Rock music","Drum kit","Jonathan Scales"
"Jeff Sipe","Rock music","Drum kit","Jazz Is Dead"
"Jeff Sipe","Rock music","Drum kit","Bela Fleck"
"Jeff Sipe","Rock music","Drum kit","Phil Lesh & Friends"
"Jeff Sipe","Rock music","Percussion","Shawn Lane"
"Jeff Sipe","Rock music","Percussion","Susan Tedeschi"
"Jeff Sipe","Rock music","Percussion","Jonas Hellborg"
"Jeff Sipe","Rock music","Percussion","Jonathan Scales"
"Jeff Sipe","Rock music","Percussion","Jazz Is Dead"
"Jeff Sipe","Rock music","Percussion","Bela Fleck"
"Jeff Sipe","Rock music","Percussion","Phil Lesh & Friends"
"Jeff Sipe","Rock music","Drum Set","Shawn Lane"
"Jeff Sipe","Rock music","Drum Set","Susan Tedeschi"
"Jeff Sipe","Rock music","Drum Set","Jonas Hellborg"
"Jeff Sipe","Rock music","Drum Set","Jonathan Scales"
"Jeff Sipe","Rock music","Drum Set","Jazz Is Dead"
"Jeff Sipe","Rock music","Drum Set","Bela Fleck"
"Jeff Sipe","Rock music","Drum Set","Phil Lesh & Friends"
"Jeff Sipe","Bluegrass music","Drum kit","Susan Tedeschi"
"Jeff Sipe","Bluegrass music","Drum kit","Jonas Hellborg"
"Jeff Sipe","Bluegrass music","Drum kit","Jonathan Scales"
"Jeff Sipe","Bluegrass music","Drum kit","Jazz Is Dead"
"Jeff Sipe","Bluegrass music","Drum kit","Bela Fleck"
"Jeff Sipe","Bluegrass music","Drum kit","Phil Lesh & Friends"
"Jeff Sipe","Bluegrass music","Percussion","Shawn Lane"
"Jeff Sipe","Bluegrass music","Percussion","Susan Tedeschi"
"Jeff Sipe","Bluegrass music","Percussion","Jonas Hellborg"
"Jeff Sipe","Bluegrass music","Percussion","Jonathan Scales"
"Jeff Sipe","Bluegrass music","Percussion","Jazz Is Dead"
"Jeff Sipe","Bluegrass music","Percussion","Bela Fleck"
"Jeff Sipe","Bluegrass music","Percussion","Phil Lesh & Friends"
"Jeff Sipe","Bluegrass music","Drum Set","Shawn Lane"
"Jeff Sipe","Bluegrass music","Drum Set","Susan Tedeschi"
"Jeff Sipe","Bluegrass music","Drum Set","Jonas Hellborg"
"Jeff Sipe","Bluegrass music","Drum Set","Jonathan Scales"
"Jeff Sipe","Bluegrass music","Drum Set","Jazz Is Dead"
"Jeff Sipe","Bluegrass music","Drum Set","Bela Fleck"
"Jeff Sipe","Bluegrass music","Drum Set","Phil Lesh & Friends"
"Jeff Sipe","Jam session","Drum kit","Susan Tedeschi"
"Jeff Sipe","Jam session","Drum kit","Jonas Hellborg"
"Jeff Sipe","Jam session","Drum kit","Jonathan Scales"
"Jeff Sipe","Jam session","Drum kit","Jazz Is Dead"
"Jeff Sipe","Jam session","Drum kit","Bela Fleck"
"Jeff Sipe","Jam session","Drum kit","Phil Lesh & Friends"
"Jeff Sipe","Jam session","Percussion","Shawn Lane"
"Jeff Sipe","Jam session","Percussion","Susan Tedeschi"
"Jeff Sipe","Jam session","Percussion","Jonas Hellborg"
"Jeff Sipe","Jam session","Percussion","Jonathan Scales"
"Jeff Sipe","Jam session","Percussion","Jazz Is Dead"
"Jeff Sipe","Jam session","Percussion","Bela Fleck"
"Jeff Sipe","Jam session","Percussion","Phil Lesh & Friends"
"Jeff Sipe","Jam session","Drum Set","Shawn Lane"
"Jeff Sipe","Jam session","Drum Set","Susan Tedeschi"
"Jeff Sipe","Jam session","Drum Set","Jonas Hellborg"
"Jeff Sipe","Jam session","Drum Set","Jonathan Scales"
"Jeff Sipe","Jam session","Drum Set","Jazz Is Dead"
"Jeff Sipe","Jam session","Drum Set","Bela Fleck"
"Jeff Sipe","Jam session","Drum Set","Phil Lesh & Friends"
"Jens Becker","Power metal","Bass guitar","Grave Digger (band)"
"Jens Becker","Power metal","Bass guitar","Running Wild (band)"
"Jens Becker","Power metal","Bass guitar","X-Wild"
"Jens Becker","Heavy metal music","Bass guitar","Running Wild (band)"
"Jens Becker","Heavy metal music","Bass guitar","Grave Digger (band)"
"Jens Becker","Heavy metal music","Bass guitar","X-Wild"
"John Kay","Hard rock","Guitar","The Sparrows (band)"
"John Kay","Hard rock","Guitar","Steppenwolf (band)"
"John Kay","Hard rock","Harmonica","The Sparrows (band)"
"John Kay","Hard rock","Harmonica","Steppenwolf (band)"
"John Kay","Hard rock","Rickenbacker","The Sparrows (band)"
"John Kay","Hard rock","Rickenbacker","Steppenwolf (band)"
"John Kay","Hard rock","Singing","The Sparrows (band)"
"John Kay","Hard rock","Singing","Steppenwolf (band)"
"John Kay","Blues","Guitar","The Sparrows (band)"
"John Kay","Blues","Guitar","Steppenwolf (band)"
"John Kay","Blues","Harmonica","The Sparrows (band)"
"John Kay","Blues","Harmonica","Steppenwolf (band)"
"John Kay","Blues","Rickenbacker","The Sparrows (band)"
"John Kay","Blues","Rickenbacker","Steppenwolf (band)"
"John Kay","Blues","Singing","The Sparrows (band)"
"John Kay","Blues","Singing","Steppenwolf (band)"
"John Kay","Folk music","Guitar","The Sparrows (band)"
"John Kay","Folk music","Guitar","Steppenwolf (band)"
"John Kay","Folk music","Harmonica","The Sparrows (band)"
"John Kay","Folk music","Harmonica","Steppenwolf (band)"
"John Kay","Folk music","Rickenbacker","The Sparrows (band)"
"John Kay","Folk music","Rickenbacker","Steppenwolf (band)"
"John Kay","Folk music","Singing","The Sparrows (band)"
"John Kay","Folk music","Singing","Steppenwolf (band)"
"John Kay","Heavy metal music","Guitar","The Sparrows (band)"
"John Kay","Heavy metal music","Guitar","Steppenwolf (band)"
"John Kay","Heavy metal music","Harmonica","The Sparrows (band)"
"John Kay","Heavy metal music","Harmonica","Steppenwolf (band)"
"John Kay","Heavy metal music","Rickenbacker","The Sparrows (band)"
"John Kay","Heavy metal music","Rickenbacker","Steppenwolf (band)"
"John Kay","Heavy metal music","Singing","The Sparrows (band)"
"John Kay","Heavy metal music","Singing","Steppenwolf (band)"
"John Kay","Psychedelic rock","Guitar","The Sparrows (band)"
"John Kay","Psychedelic rock","Guitar","Steppenwolf (band)"
"John Kay","Psychedelic rock","Harmonica","The Sparrows (band)"
"John Kay","Psychedelic rock","Harmonica","Steppenwolf (band)"
"John Kay","Psychedelic rock","Rickenbacker","The Sparrows (band)"
"John Kay","Psychedelic rock","Rickenbacker","Steppenwolf (band)"
"John Kay","Psychedelic rock","Singing","The Sparrows (band)"
"John Kay","Psychedelic rock","Singing","Steppenwolf (band)"
"John Kay","Rock music","Guitar","The Sparrows (band)"
"John Kay","Rock music","Guitar","Steppenwolf (band)"
"John Kay","Rock music","Harmonica","The Sparrows (band)"
"John Kay","Rock music","Harmonica","Steppenwolf (band)"
"John Kay","Rock music","Rickenbacker","The Sparrows (band)"
"John Kay","Rock music","Rickenbacker","Steppenwolf (band)"
"John Kay","Rock music","Singing","The Sparrows (band)"
"John Kay","Rock music","Singing","Steppenwolf (band)"
"Klaus Harmony","Europop","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Europop","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Europop","Clavinet","Matthew Strachan"
"Klaus Harmony","Disco","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Disco","Clavinet","Matthew Strachan"
"Klaus Harmony","Disco","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Funk","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Funk","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Funk","Clavinet","Matthew Strachan"
"Klaus Harmony","Lounge music","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Lounge music","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Lounge music","Clavinet","Matthew Strachan"
"Klaus Harmony","Pastiche","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Pastiche","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Pastiche","Clavinet","Matthew Strachan"
"Klaus Harmony","Porn groove","Moog synthesizer","Matthew Strachan"
"Klaus Harmony","Porn groove","Rhodes piano","Matthew Strachan"
"Klaus Harmony","Porn groove","Clavinet","Matthew Strachan"
"Klaus Heuser","Blues rock","Guitar","BAP (German band)"
"Klaus Heuser","Rock music","Guitar","BAP (German band)"
"Klaus Meine","Hard rock","Tambourine","Avantasia"
"Klaus Meine","Hard rock","Guitar","Scorpions (band)"
"Klaus Meine","Hard rock","Guitar","Avantasia"
"Klaus Meine","Hard rock","Human voice","Scorpions (band)"
"Klaus Meine","Hard rock","Human voice","Avantasia"
"Klaus Meine","Hard rock","Tambourine","Scorpions (band)"
"Klaus Meine","Heavy metal music","Human voice","Avantasia"
"Klaus Meine","Heavy metal music","Tambourine","Avantasia"
"Klaus Meine","Heavy metal music","Human voice","Scorpions (band)"
"Klaus Meine","Heavy metal music","Guitar","Scorpions (band)"
"Klaus Meine","Heavy metal music","Tambourine","Scorpions (band)"
"Klaus Meine","Heavy metal music","Guitar","Avantasia"
"Klaus „Major“ Heuser","Blues rock","Guitar","BAP (German band)"
"Klaus „Major“ Heuser","Rock music","Guitar","BAP (German band)"
"Koh Gabriel Kameda","Classical music","Violin","Hochschule für Musik Detmold"
"Koh Gabriel Kameda","Classical music","Antonio Stradivari","Hochschule für Musik Detmold"
"Lisa Middelhauve","Symphonic metal","Piano","Xandria"
"Lisa Middelhauve","Symphonic metal","Singing","Xandria"
"Lisa Middelhauve","Symphonic metal","Piano","Serenity (band)"
"Lisa Middelhauve","Symphonic metal","Singing","Serenity (band)"
"Manni Schmidt","Speed metal","Bass guitar","Rage (German band)"
"Manni Schmidt","Speed metal","Guitar","Grave Digger (band)"
"Manni Schmidt","Speed metal","Bass guitar","Grave Digger (band)"
"Manni Schmidt","Speed metal","Guitar","Rage (German band)"
"Manni Schmidt","Power metal","Bass guitar","Grave Digger (band)"
"Manni Schmidt","Power metal","Guitar","Rage (German band)"
"Manni Schmidt","Power metal","Bass guitar","Rage (German band)"
"Manni Schmidt","Power metal","Guitar","Grave Digger (band)"
"Manni Schmidt","Heavy metal music","Guitar","Grave Digger (band)"
"Manni Schmidt","Heavy metal music","Bass guitar","Rage (German band)"
"Manni Schmidt","Heavy metal music","Guitar","Rage (German band)"
"Manni Schmidt","Heavy metal music","Bass guitar","Grave Digger (band)"
"Manuela Kraller","Medieval music","Singing","Haggard (band)"
"Manuela Kraller","Medieval music","Singing","Xandria"
"Manuela Kraller","Medieval music","Singing","Heidi Parviainen"
"Manuela Kraller","Medieval music","Singing","Dark Sarah"
"Manuela Kraller","Classical music","Singing","Xandria"
"Manuela Kraller","Classical music","Singing","Haggard (band)"
