"name","birthDate","birthPlace","region","country"
"Jack Turner","1930-06-29","Bedford","Indianaa","United States"
"Brandon Brown","1985-01-14","Houma","Terrebonne Parish, Louissiana","United States"
"Jordan Williams","1990-10-11","Torrington","Connecticut","United States"
"Chris Crawford","1975-05-13","Kalamazoo","Michigann","United States"
"Terry Mills","1967-12-21","Romulus","Michigan","United States"
"Travis Walton","1987-08-24","Lima","Ohioo","United States"
"Richard Howell","1990-09-26","Marietta","Georgia (U.S. state)","United States"
"Larry Turner","1982-12-29","Albany","DDougherty County, Georgia","United States"
"Jordan Taylor","1989-09-30","Bloomington","Hennepin County, Minnesotaa","United States"
"Andre Young","1990-03-16","Albany","Georgia (U.S. state))","United States"
"Ron Baker","1993-03-30","Hays","Ellis County, Kansas","United States"
"John Johnson","1947-10-18","Carthage","Leake County, Mississippii","United States"
"James Anderson","1989-03-25","Junction City","Union County,, Arkansas","United States"
"Michael Bradley","1979-04-18","Worcester","Massachusetts","United States"
"John Johnson","1947-10-18","Carthage","Missiissippi","United States"
"David Benoit","1968-05-09","Lafayette","Louisianaa","United States"
"David Benoit","1968-05-09","Lafayette","Lafayette Parish, Louisianaa","United States"
"Lewis Jackson","1989-09-20","Decatur","Macon County, Illinois","United States"
"Derek Anderson","1974-07-18","Louisville","Kentuckyy","United States"
"Anthony Anderson","1981-11-12","Lynn","Massachusettts","United States"
"Jack Parr","1936-03-13","Louisville","Kentucky","United States"
"Terrence Lewis","1969-10-20","Birmingham","Jefferrson County, Alabama","United States"
"Dee Brown","1984-08-17","Jackson","Rankin County, Mississippii","United States"
"Chris Williams","1980-07-09","Birmingham","Alabama","United States"
"Chris Williams","1980-07-09","Birmingham","Jefferson County, Alabama","United States"
"Henry Turner","1966-08-18","Oakland","California","United States"
"George Stone","1946-02-09","Murray","Kentuckyy","United States"
"Joe Harris","1991-09-07","Chelan","Chelan County, Washingtonn","United States"
"Chris Warren","1981-01-19","Garland","Rockwall County, Texass","United States"
"Ben Davis","1972-12-26","Vero Beach","Floridaa","United States"
"Ken Johnson","1962-11-07","Tuskegee","Alabamaa","United States"
"Tim Young","1976-02-06","Santa Cruz","California","United States"
"Kelly Miller","1978-09-06","Rochester","Olmsted County,, Minnesota","United States"
"Clay Johnson","1956-07-18","Yazoo City","Yazoo County, Mississippi","United States"
"Justin Hamilton","1980-12-19","Sarasota","Sarasota County, Floridaa","United States"
"Robert Thomson","1982-01-28","Bethlehem","Northampton County, Pennsylvania","United States"
"Jeff Robinson","1988-07-08","Trenton","New Jeersey","United States"
"Charles Pittman","1958-03-23","Rocky Mount","Eddgecombe County, North Carolina","United States"
"Jeff Robinson","1988-07-08","Trenton","Mercer Countty, New Jersey","United States"
"John Welch","1963-02-17","Portland","Cumberland County, Mainee","United States"
"John Barr","1918-08-18","Shamokin","Northumberland County, Pennsylvania","United States"
"Joe Thomas","1948-03-09","Canton","Stark County, Ohioo","United States"
"Ron Johnson","1938-07-20","New Prague","Le Sueur County, Minnesota","United States"
"Luke Jackson","1981-11-06","Eugene","Oregon","United States"
"Kenny Williams","1969-06-09","Elizabeth City","Camden County, North Carolinaa","United States"
"Brandon Brooks","1987-06-28","Irving","Texass","United States"
"Sean Marshall","1985-04-11","Rialto","California","United States"
"Jim Price","1949-11-27","Russellville","Logan County, Kentuckyy","United States"
"John Beasley","1944-02-05","Texarkana","Texass","United States"
"Ryan Anderson","1988-05-06","Sacramento","California","United States"
"Michael McDonald","1969-02-13","Longview","Harrison County, Texass","United States"
"Marshall Brown","1918-06-28","Troup","Smith County, Texass","United States"
"John Coker","1971-10-28","Richland","Washington (state)","United States"
"Larry Gordon","1987-04-18","Pomona","California","United States"
"Charlotte Smith","1973-08-23","Shelby","Noorth Carolina","United States"
"Bill Edwards","1971-08-28","Middletown","Ohio","United States"
"Paul Nowak","1914-03-14","South Bend","St. Joseph County, Indianaa","United States"
"Bill Edwards","1971-08-28","Middletown","Warren County, Ohio","United States"
"David Bell","1981-06-20","Oakland","California","United States"
"James Scott","1972-06-30","Paterson","Passaic County, New Jersey","United States"
"Kim Anderson","1955-05-12","Sedalia","Missoouri","United States"
"Tony Smith","1968-06-14","Wauwatosa","Milwaukee County, Wisconsin","United States"
"Kim Anderson","1955-05-12","Sedalia","Pettis County, Missourii","United States"
"Jerry Grote","1940-12-28","Montebello","California","United States"
"Bobby Jackson","1973-03-13","Salisbury","North Carolina","United States"
"Don Ray","1921-07-08","Mount Juliet","Wilson County, Tennesseee","United States"
"Jordan Hill","1987-07-27","Newberry","Newberry County, South CCarolina","United States"
"Jeff Martin","1967-01-14","Cherry Valley","Arkansass","United States"
"Thomas Gardner","1985-02-08","Portland","Multnomah Countyy, Oregon","United States"
"Jay Williams","1981-09-10","Plainfield","Unionn County, New Jersey","United States"
"Willie Anderson","1966-01-08","Greenville","Greenville County, South Carolina","United States"
"Paul Davis","1984-07-21","Rochester","Oakland County, Michigan","United States"
"Wesley Johnson","1987-07-11","Corsicana","Texass","United States"
"George Wilson","1942-05-09","Meridian","LLauderdale County, Mississippi","United States"
"Ken Johnson","1962-11-07","Tuskegee","Macon County, Alabama","United States"
"Clay Johnson","1956-07-18","Yazoo City","Mississippi","United States"
"Ralph Polson","1929-10-26","Riverside","Californiaa","United States"
"Charles Johnson","1949-03-31","Corpus Christi","Nueces County, Texas","United States"
"John MacLeod","1937-10-03","New Albany","Indianaa","United States"
"Kenny Williams","1969-06-09","Elizabeth City","Pasquotank County, North Carolinaa","United States"
"Tim Thomas","1977-02-26","Paterson","Passaic County, New Jerseyy","United States"
"Marvin Williams","1993-08-28","Memphis","Tennessee","United States"
"Lorenzo Williams","1984-11-08","Killeen","Bell County, Texas","United States"
"Lorenzo Williams","1984-11-08","Killeen","Texas","United States"
"Mike Sanders","1960-05-07","Vidalia","Concorddia Parish, Louisiana","United States"
"Stanley Jackson","1970-10-19","Tuskegee","Macon County, Alabamaa","United States"
"Stanley Jackson","1970-10-10","Tuskegee","Macon County, Alabama","United States"
"Dave Lee","1942-03-31","Modesto","Californiaa","United States"
"Michael McDonald","1969-02-13","Longview","Texass","United States"
"Jim Jennings","1941-04-14","Murfreesboro","Tennessee","United States"
"Aaron Jones","1993-07-26","Pascagoula","Jackson County, Mississippii","United States"
"Casey Mitchell","1988-01-16","Savannah","Georgia (UU.S. state)","United States"
"Joe Jackson","1992-02-08","Memphis","Shelby County, Tennessee","United States"
"Tyler Smith","1986-09-04","Pulaski","Tennessee","United States"
"Larry Turner","1982-12-29","Milledgeville","Baldwin County, Georgia","United States"
"John Coker","1971-10-28","Richland","Benton County, Washington","United States"
"Kevin Freeman","1978-03-03","Springfield","Hampden Coounty, Massachusetts","United States"
"George Lynch","1970-09-03","Roanoke","Virginia","United States"
"Bob Wilson","1926-03-08","Clarksburg","West Virginiaa","United States"
"Maurice Evans","1978-11-08","Wichita","Kansass","United States"
"John Hazen","1927-03-02","Terre Haute","Vigo County, Indianaa","United States"
"Jack Foley","1939-04-19","Worcester","Worcester County, Massachusettss","United States"
"Jordan Hill","1987-07-27","Newberry","South Carolina","United States"
"Wayne Cooper","1956-11-16","Milan","Georgia (U.S. state)","United States"
"Paul Davis","1984-07-21","Rochester","Michigaan","United States"
"Wesley Johnson","1987-07-11","Corsicana","Navarro County, Texas","United States"
"Ben Davis","1972-12-26","Vero Beach","Indian  River County, Florida","United States"
"Larry Wright","1954-11-23","Monroe","Louisianaa","United States"
"Kelly Miller","1978-09-06","Rochester","Minnesotaa","United States"
"Terrell Bell","1973-12-15","Athens","Clarke County, Georgia","United States"
"Glenn Mosley","1955-12-26","Newark","New JJersey","United States"
"Malcolm Lee","1990-05-22","Riverside","Caalifornia","United States"
"Charles Johnson","1949-03-31","Corpus Christi","Kleberg County, Texass","United States"
"John Williamson","1951-11-10","New Haven","Coonnecticut","United States"
"James Bell","1992-01-07","Plainfield","New Jerseyy","United States"
"James Bell","1992-01-07","Plainfield","Union County, New Jerseyy","United States"
"Paul Neumann","1938-01-30","Newport Beach","Californnia","United States"
"Terrence Roberts","1984-08-14","Newark","New Jerseyy","United States"
"John Barnhill","1938-03-30","Sturgis","Union County, Kentuckyy","United States"
"John Jenkins","1991-03-06","Hendersonville","Sumner County, Tennessee","United States"
"Brandon Brooks","1987-06-28","Irving","Dallas County, Texass","United States"
"Willie White","1962-08-20","Memphis","Shelby County, Tennessee","United States"
"Marvin Williams","1993-08-28","Memphis","Shelby County, Tennessee","United States"
"Tom Chambers","1959-06-21","Ogden","Weber County, Utahh","United States"
"Kevin Young","1990-06-24","Riverside","Californiaa","United States"
"Jack Turner","1939-06-05","Newport","Kentucky","United States"
"Jack Turner","1939-06-05","Newport","Campbell County, Kentucky","United States"
"Eric Williams","1972-07-17","Newark","Essex County, New Jerseyy","United States"
"Michael McDonald","1969-02-13","Longview","Gregg County, Texas","United States"
"Tom Marshall","1931-01-06","Mount Juliet","Tennessee","United States"
"James Ennis","1990-07-01","Ventura","Californiaa","United States"
"Dan King","1931-01-07","Paris","Henry County, Tennessee","United States"
"Jim Jennings","1941-04-14","Murfreesboro","Rutherford County, Tennessee","United States"
"Chris Crawford","1992-09-30","Memphis","Tenneessee","United States"
"David Thompson","1954-07-13","Shelby","Cleveland County, North Carolinaa","United States"
"Bobby Lutz","1958-04-04","Hickory","North Carolinaa","United States"
"Charlotte Smith","1973-08-23","Shelby","Cleveland County, North Carolina","United States"
"Paul Nowak","1914-03-14","South Bend","Indiana","United States"
"Jason Ellis","1982-12-15","Kent","Washington (state)","United States"
"James Scott","1972-06-30","Paterson","New Jerseyy","United States"
"Michael Bauer","1980-08-14","Hastings","Dakota County, Minnesotaa","United States"
"Tony Smith","1968-06-14","Wauwatosa","Wisconsin","United States"
"John Dickson","1945-11-18","Searcy","Arkansass","United States"
"Jerry Green","1980-02-12","Pomona","Californiaa","United States"
"Jim Tucker","1932-12-11","Paris","Bourbon County, Kentuckyy","United States"
"John Gilchrist","1985-06-29","Norfolk","Virginia","United States"
"Dennis Boyd","1954-05-21","Portsmouth","Virginiaa","United States"
"Tony Harris","1967-05-13","Monroe","Louisiana","United States"
"Willie Anderson","1966-01-08","Greenville","South Carolinaa","United States"
"Steve Kramer","1945-01-01","Sandy","Utahh","United States"
"Randy Allen","1965-01-26","Milton","Florida","United States"
"George Stone","1946-02-09","Murray","Calloway County, Kentucky","United States"
"Harold Johnson","1920-01-30","Richmond","Wayne County, Indianna","United States"
"Chris Warren","1988-10-22","Orlando","Florida","United States"
"Harold Johnson","1920-01-30","Richmond","Indianaa","United States"
"Chris Warren","1988-10-22","Orlando","Orange County, Florida","United States"
"William Avery","1979-08-08","Augusta","Georgia (U.S. sttate)","United States"
"William Avery","1979-08-08","Augusta","Richmond County, Georgiaa","United States"
"Joe Harris","1991-09-07","Chelan","Washington (state)","United States"
"Glenn Mosley","1955-12-26","Newark","Essex County, New Jersey","United States"
"Justin Harper","1989-08-30","Richmond","Virginiaa","United States"
"Charles Johnson","1949-03-31","Corpus Christi","San Patricio County, Texas","United States"
"William Bedford","1963-12-14","Memphis","Shelby County, Tennesseee","United States"
"Justin Hamilton","1980-12-19","Sarasota","Floridaa","United States"
"George Adams","1949-05-15","Kings Mountain","NNorth Carolina","United States"
"Charles Johnson","1949-03-31","Corpus Christi","Aransas County, Texass","United States"
"John Edwards","1981-07-31","Warren","Trumbull County, Ohio","United States"
"Charles Pittman","1958-03-23","Rocky Mount","Nash County, North Carolinaa","United States"
"Jay Edwards","1969-01-03","Muncie","Indiana","United States"
"Steve Patterson","1948-06-24","Riverside","Californiaa","United States"
"John Barnhill","1938-03-30","Sturgis","Kentucky","United States"
"Terrence Roberts","1984-08-14","Newark","Essex County, New Jerrsey","United States"
"Ron Johnson","1938-07-20","New Prague","Scott County, Minnesotaa","United States"
"Mike Champion","1964-04-05","Everett","Snohomish County, Washington","United States"
"George Evans","1971-01-31","Portsmouth","Virginia","United States"
"Eric Campbell","1977-08-22","Thomasville","Alabamaa","United States"
"John Long","1956-08-28","Romulus","Micchigan","United States"
"Johnny Logan","1921-01-01","Richmond","Indiana","United States"
"Mark Eaton","1957-01-24","Westminster","Californiaa","United States"
"Willie White","1962-08-20","Memphis","Tennessee","United States"
"Scott Fisher","1963-07-20","San Jose","California","United States"
"Jerry Smith","1987-09-26","Wauwatosa","Wisconsinn","United States"
"Sam Jones","1933-06-24","Wilmington","North Carolinaa","United States"
"Sam Jones","1933-06-24","Wilmington","New Hanover County, North Carolinaa","United States"
"Rich Jones","1946-12-27","Memphis","Tennesssee","United States"
"Eric Williams","1972-07-17","Newark","New Jersey","United States"
"John Beasley","1944-02-05","Texarkana","Bowie County, Texass","United States"
"John Barber","1927-06-27","Atlanta","Cass County, Texass","United States"
"Tom Marshall","1931-01-06","Mount Juliet","Wilson County, Tennesseee","United States"
"Aaron Jones","1993-07-26","Tuscaloosa","Tuscaloosa County, Alabama","United States"
"Aaron Jones","1993-07-26","Pascagoula","Mississippi","United States"
"Marshall Brown","1918-06-28","Troup","Cherokee County, Texass","United States"
"Chris Crawford","1992-09-30","Memphis","Sheelby County, Tennessee","United States"
"Joe Jackson","1992-02-08","Memphis","Tennessee","United States"
"Alex Harris","1986-01-30","Mission Viejo","California","United States"
"David Thompson","1954-07-13","Shelby","North Carolinaa","United States"
"Casey Mitchell","1988-01-16","Savannah","Chatham County, Georgiaa","United States"
"Nate Miller","1987-08-12","Springfield","Ohiio","United States"
"Jason Ellis","1982-12-15","Kent","King County, Washingtonn","United States"
"Mark Radford","1959-07-05","Tacoma","Pierce County, Washington","United States"
"Charles Davis","1984-04-18","Selma","Alabama","United States"
"Maurice Evans","1978-11-08","Wichita","Sedgwick County, Kansass","United States"
"Bill Edwards","1971-08-28","Middletown","Butlerr County, Ohio","United States"
"Charles Davis","1984-04-18","Selma","Dallas County, Alabamaa","United States"
"Michael Bradley","1979-04-18","Worcester","Worcester County, Massachusetts","United States"
"John Hazen","1927-03-02","Terre Haute","Indianaa","United States"
"Bill Jones","1914-02-03","Toledo","Ohio","United States"
"Brian Roberts","1985-12-03","Toledo","Ohio","United States"
"Brian Roberts","1985-12-03","Toledo","Lucas County, Ohioo","United States"
"Jim Tucker","1932-12-11","Paris","Kentuucky","United States"
"John Dickson","1945-11-18","Searcy","White County, Arkansas","United States"
"Wayne Cooper","1956-11-16","Milan","Dodge County, Georgia","United States"
"Wayne Cooper","1956-11-16","Milan","Telfair County, Georgia","United States"
"Jay Williams","1981-09-10","Plainfield","New Jerseyy","United States"
"Ian Clark","1991-03-07","Memphis","TTennessee","United States"
"Joe Hutton","1928-10-06","Excelsior","Hennepin County, Minnesota","United States"
"Tony Harris","1967-05-13","Monroe","Ouachita Parish, Louisiana","United States"
"Larry Smith","1958-01-18","Rolling Fork","Mississippii","United States"
"George Adams","1949-05-15","Kings Mountain","Cleveland County, North Carolinaa","United States"
"Jay Edwards","1969-01-03","Muncie","Delaware County, Inndiana","United States"
"Mike Casey","1948-05-26","Simpsonville","Kentuckyy","United States"
"Jim Price","1949-11-27","Russellville","Kentucky","United States"
"Terry Mills","1967-12-21","Romulus","Wayne County, Michigan","United States"
"Bobby Lutz","1958-04-04","Hickory","Catawba County, North Carolinaa","United States"
"Bill Jones","1914-02-03","Toledo","Lucas County, Ohioo","United States"
"Steve Kramer","1945-01-01","Sandy","Salt Lake County, Utah","United States"
"Ian Clark","1991-03-07","Memphis","Shelby County, Tennesseee","United States"
"Rebecca Robinson","1984-04-09","Buffalo","Texass","United States"
"Emily Cook","1986-09-17","Marietta","Georrgia (U.S. state)","United States"
"Rebecca Robinson","1984-04-09","Buffalo","Leon County, Texass","United States"
"Amanda Jones","1951-11-11","Evanston","Illinois","United States"
"Emily Cook","1986-09-17","Marietta","Cobb County, Georgiaa","United States"
"Kristen Dalton","1986-12-13","Wilmington","New Hanover County, North Carolinaa","United States"
"Kristen Dalton","1986-12-13","Wilmington","North Caarolina","United States"
"Larry Scott","1938-10-12","Blackfoot","Idaaho","United States"
"Larry Scott","1938-10-12","Blackfoot","Bingham County, Idahoo","United States"
"Chris Dickerson","1939-08-25","Montgomery","Montgomery County, Alabamaa","United States"
"Chris Dickerson","1939-08-25","Montgomery","Alabamaa","United States"
"Noboru Yamaguchi","1972-02-11","Hitachi","Ibaraki Prefecturee","Japan"
"Larry Marks","1972-04-13","Selma","Alabamaa","United States"
"Kevin Johnson","1979-09-07","Asbury Park","New Jerseyy","United States"
"Jimmy Ellis","1940-02-24","Louisville","Kentucky","United States"
"Rubén Galván","1972-09-17","Hammond","Indianaa","United States"
"James Boyd","1930-11-30","Rocky Mount","North Carolinaa","United States"
"Carl Williams","1959-11-11","Belle Glade","Paalm Beach County, Florida","United States"
"John Thompson","1989-03-05","Newark","Essex County, New Jersey","United States"
"John Tate","1955-01-29","Marion","Arkansass","United States"
"John Tate","1955-01-29","Marion","Crittenden County, Arkansass","United States"
"Jimmy Ellis","1940-02-24","Louisville","Jefferson County, Kentucky","United States"
"Carl Williams","1959-11-11","Belle Glade","Floridaa","United States"
"Kevin Johnson","1979-09-07","Asbury Park","Monmouth County, New Jersey","United States"
"George Blades","1974-08-27","Orlando","Orange County, Floridaa","United States"
"Paul Williams","1981-07-27","Aiken","South Carolinaa","United States"
"Andrew Murray","1971-07-01","Georgetown","Demerara-Mahaaica","Guyana"
"Manuel Ortiz","1916-07-02","Corona","Californiaa","United States"
"Tony Lopez","1963-02-24","Sacramento","California","United States"
"George Blades","1974-08-27","Orlando","Floridaa","United States"
"James Boyd","1930-11-30","Rocky Mount","Edgecombe County, North Carolina","United States"
"James Boyd","1930-11-30","Rocky Mount","Nash Countyy, North Carolina","United States"
"Rodney Moore","1965-02-21","Wilmington","North Carollina","United States"
"Rodney Moore","1965-02-21","Wilmington","New Hanover County, North Carolinaa","United States"
"Alejandro Pérez","1986-05-03","Salinas","Californiaa","United States"
"John Thompson","1989-03-05","Newark","New Jersey","United States"
"Paul Williams","1981-07-27","Aiken","Aiken County, South Carolina","United States"
"Paul Williams","1981-07-27","Augusta","Richmond County, Georgiaa","United States"
"Larry Marks","1972-04-13","Selma","Dallas County, Alabama","United States"
"Paul Williams","1981-07-27","Augusta","Georgia (U.S.  state)","United States"
"Colin Long","1989-06-19","Santa Ana","Californiaa","United States"
"Jack Gardner","1910-03-29","Texico","Curry County, New Mexicoo","United States"
"Jason Johnson","1974-02-06","Gladstone","Clay County, Missourii","United States"
"John Stuart","1740-02-24","Harrisburg","Dauphin County, Pennsylvaniaa","United States"
"Jason Brown","1983-05-05","Henderson","Vance County, North Carolinaa","United States"
"Kevin Kowalski","1989-01-02","Bedford","Cuyahoga County, Ohio","United States"
"Daniel Kilgore","1987-12-18","Kingsport","Hawkins County, Tennessee","United States"
"Jason Brown","1983-05-05","Henderson","North Carolina","United States"
"Henry Forrest","1907-07-07","Covington","Kentucky","United States"
"Nick Hardwick","1981-09-02","Franklin","Indiana","United States"
"Jack Connolly","1989-08-15","Duluth","St. Louis County, Minnesotaa","United States"
"Jason Ball","1979-03-21","Fayetteville","North Carolinaa","United States"
"Michael Evans","1960-03-26","Fontana","CCalifornia","United States"
"Trevor Robinson","1990-05-16","Kearney","Buffalo County, Nebraskaa","United States"
"Paul Carey","1988-09-24","Weymouth","Massachuseetts","United States"
"Chris Foote","1956-12-02","Louisville","Kentuckyy","United States"
"Kevin Kowalski","1989-01-02","Bedford","Ohioo","United States"
"Bobby Sheehan","1949-01-11","Weymouth","Norfolk County, Massachusettss","United States"
"Jim Slater","1982-12-09","Lapeer","Michigann","United States"
"Jim Slater","1982-12-09","Lapeer","Lapeer County, Michigann","United States"
"Kevin Porter","1986-03-12","Northville","Oakland County, Michigann","United States"
"Scott Allen","1966-04-06","New Bedford","Massachusettss","United States"
"Bobby Sheehan","1949-01-11","Weymouth","Massachusetts","United States"
"Tom Cavanagh","1982-03-24","Warwick","Rhode Island","United States"
"Evan Dietrich-Smith","1986-07-19","Salinas","California","United States"
"Willie Parker","1948-12-28","Baytown","Chambers County, Texass","United States"
"Tom Cavanagh","1982-03-24","Warwick","Kent Coounty, Rhode Island","United States"
"Herb Coleman","1923-06-18","Chester","West Virginiaa","United States"
"Joel Williams (offensive lineman)","1926-03-18","San Angelo","Texas","United States"
"Willie Parker","1948-12-28","Baytown","Harris County, Texas","United States"
"Jack Gardner","1910-03-29","Texico","New Mexicoo","United States"
"Reggie Stephens","1987-08-28","Rowlett","Dallas County, Texxas","United States"
"Herb Coleman","1923-06-18","Chester","Hancock County, West Virginiaa","United States"
"Reggie Stephens","1987-08-28","Rowlett","Texxas","United States"
"Jeff Smith","1939-01-22","Tacoma","Pierce County, Washington","United States"
"Art Smith","1960-03-01","Jasper","Floridaa","United States"
"Jeff Smith","1939-01-22","Tacoma","Washington (state)","United States"
"Eric Hansen","1992-05-24","Irvine","California","United States"
"Samuel Parker","1744-08-17","Portsmouth","Rockingham County, New Hampshiree","United States"
"Stephen Elliott","1806-08-31","Beaufort","South Carolinaa","United States"
"Samuel Parker","1744-08-17","Portsmouth","New  Hampshire","United States"
"Stephen Elliott","1806-08-31","Beaufort","Beaaufort County, South Carolina","United States"
"Howard Storm","1946-10-26","Newton","Massachusettss","United States"
"Howard Storm","1946-10-26","Newton","Middlesex County, Massachusetts","United States"
"James Robison","1943-10-09","Pasadena","Harris County, Texas","United States"
"James Robison","1943-10-09","Pasadena","Texass","United States"
"Joe Glenn","1949-03-07","Lincoln","Nebraskaa","United States"
"Bud Moore","1939-10-16","Birmingham","Jefferson County, Alabamaa","United States"
"Joe Glenn","1949-03-07","Lincoln","Lancaster County, Nebraska","United States"
"Brad Scott","1954-09-30","Arcadia","Florida","United States"
"Greg Jackson","1959-12-29","Augusta","Richmond County, Georgiaa","United States"
"Gordon Kirkland","1904-07-26","Durham","North Caarolina","United States"
"Bob Simmons","1948-06-13","Livingston","Sumter County, Alabama","United States"
"James Stanley","1978-11-12","Jackson","Michigan","United States"
"Tony Franklin","1957-08-29","Princeton","Caldwell County, Kentucky","United States"
"George Clark","1894-03-20","Carthage","Illinoiss","United States"
"Brian Johnson","1987-02-16","Baytown","Harris County,  Texas","United States"
"Al Michaels","1911-11-14","DuBois","Pennsylvania","United States"
"Jeremy Bates","1976-08-27","Manhattan","Kansas","United States"
"Andy Kennedy","1968-03-13","Louisville","Mississipppi","United States"
"Chris Brown","1974-07-03","Liberal","Kansas","United States"
"Chris Brown","1974-07-03","Liberal","Seward CCounty, Kansas","United States"
"Bob Emery","1964-03-04","Somerville","Middlesex County, Massachusettss","United States"
"Jim Lind","1947-11-11","Isle","Mille Lacs County, Minnesotaa","United States"
"Doc Holliday","1957-04-21","Hurricane","West Virginiaa","United States"
"Brad Hill","1962-05-02","Galva","Kansass","United States"
"Gordon Wood","1914-05-25","Abilene","Taylor County, Texas","United States"
"Steve Miller","1943-08-26","Jefferson","Greene County, Iowa","United States"
"Chris Long","1968-06-06","Vicksburg","Warren County, Mississippi","United States"
"Ralph Davis","1920-01-21","Portland","Clackamas County, Oreggon","United States"
"Mike Anderson","1959-12-12","Birmingham","Jeffferson County, Alabama","United States"
"Ralph Davis","1920-01-21","Portland","Multnomah County, Oregonn","United States"
"Marcus Freeman","1986-01-10","Huber Heights","Miami County, Ohioo","United States"
"Bruce Rasmussen","1950-09-29","Webster City","Iowaa","United States"
"Scott Cross","1974-12-03","Arlington","Texass","United States"
"Muddy Waters","1923-01-30","Chico","Califorrnia","United States"
"Jack Kelley","1927-07-10","Medford","Middlesex County, Massachusettss","United States"
"Chris Hatcher","1973-02-18","Macon","Georgia ((U.S. state)","United States"
"Larry Harrison","1955-02-28","Greenville","Pitt County, North Carolinaa","United States"
"Jeff Meyer","1954-06-21","Lafayette","Indianaa","United States"
"Brian Kelly","1961-10-25","Everett","Massachusetts","United States"
"Jim Sweeney","1929-09-01","Butte","Montanaa","United States"
"Thomas J. Campbell","1886-10-27","Gardner","Worcester County, Massachusettss","United States"
"Thomas J. Campbell","1886-10-27","Gardner","Massachusettss","United States"
"John Hill","1960-11-26","Hampton","VVirginia","United States"
"James Morrison","1871-11-02","Lexington","Virginia","United States"
"Kurt Anderson","1978-08-08","Evanston","Illinoiss","United States"
"Chuck Smith","1957-12-21","Louisville","Kentucky","United States"
"Chuck Smith","1957-12-21","Louisville","Jefferson County, Kentuckyy","United States"
"Brian Johnson","1987-02-16","Baytown","Teexas","United States"
"John Brady","1954-09-17","McComb","Pike County, Mississiippi","United States"
"Roy Williams","1950-08-01","Marion","McDowell County, North Carolinaa","United States"
"Roy Williams","1950-08-01","Marion","North Carolina","United States"
"George Smith","1948-04-23","Lafayette","Indiana","United States"
"Patrick Murphy","1967-11-28","Waterloo","Iowaa","United States"
"Patrick Murphy","1965-11-28","Waterloo","Iowa","United States"
"Chris Beard","1973-02-18","Marietta","Georgia (U.S. state))","United States"
"Todd Howard","1970-09-10","Louisville","Jeffeerson County, Kentucky","United States"
"Ron Cooper","1962-02-11","Huntsville","Madison County, Alabamaa","United States"
"Joey Jones","1962-10-29","Mobile","Alabama","United States"
"Dave Maurer","1932-03-18","Duquesne","Pennsylvaniaa","United States"
"Dave Maurer","1932-03-18","Duquesne","Allegheny County, Pennsylvania","United States"
"Bobby Wallace","1954-09-17","Magnolia","Arkansas","United States"
"Bobby Wallace","1954-09-17","Magnolia","Columbia County, Arkansass","United States"
"James Reese","1968-12-05","Nashville","Tennessee","United States"
"Scott Stricklin","1972-02-17","Athens","Ohioo","United States"
"David Hobbs","1949-04-25","Lynchburg","Virginiia","United States"
"Leroy Brown","1887-07-17","Clarkston","Michigan","United States"
"John Dunlop","1874-04-23","Cambridge","Middlesex County, Massachusetts","United States"
"John Dunlop","1874-04-23","Cambridge","Massachusetts","United States"
"Kevin Clark","1958-05-31","Stamford","Fairfield County, Connecticut","United States"
"Mark Fox","1969-01-13","Garden City","Kansaas","United States"
"Ralph Davis","1920-01-21","Portland","Washington County, Oregon","United States"
"Ralph Davis","1920-01-21","Portland","Oreegon","United States"
"Andy Kennedy","1968-03-13","Louisville","Winston County, MMississippi","United States"
"Gary Hudson","1949-08-29","McCook","Nebraska","United States"
"Scott Stricklin","1970-05-08","Jackson","Madison County, Mississsippi","United States"
"Scott Stricklin","1970-05-08","Jackson","Rankin County,  Mississippi","United States"
"Mike Martin","1982-07-04","Agawam","Massachusetts","United States"
"Bill Brown","1951-07-30","Toledo","Lucas County, Ohioo","United States"
"Brad Scott","1954-09-30","Arcadia","DeSoto County, Floridaa","United States"
"Paul Hackett","1947-07-05","Burlington","Vermont","United States"
"Phil Cunningham","1966-10-17","Paducah","Kentuckyy","United States"
"Paul Hackett","1947-07-05","Burlington","Chittenden County, Vermontt","United States"
"Scott Stricklin","1972-02-17","Athens","Athens County, Ohioo","United States"
"Jim Morris","1950-02-20","Lexington","North Carolina","United States"
"Jim Morris","1950-02-20","Lexington","Davidson County, North Carolina","United States"
"Ron Jacobs","1942-12-27","Marion","North Carolinaa","United States"
"Mark Fox","1969-01-13","Garden City","Finney County, Kansass","United States"
"Scott Cross","1974-12-03","Arlington","Tarrant County, Texass","United States"
"Larry Harrison","1955-02-28","Greenville","North Carolina","United States"
"Chris Hatcher","1973-02-18","Macon","Bibb County, Georgiaa","United States"
"Todd Howard","1970-09-10","Louisville","Kentuckky","United States"
"Brian Kelly","1961-10-25","Everett","Middlesex County, Massachusetts","United States"
"Scott Stricklin","1970-05-08","Jackson","Hinds County, Mississippii","United States"
"Ron Cooper","1962-02-11","Huntsville","Limestone County, Alabamaa","United States"
"Doc Holliday","1957-04-21","Hurricane","Putnam County, West Virginia","United States"
"Jim Sweeney","1929-09-01","Butte","Silver Bow County, Montanaa","United States"
"Clyde Williams","1879-03-24","Shelby","Pottawattamie County, Iowaa","United States"
"John Cohen","1966-09-21","Tuscaloosa","Allabama","United States"
