"musician","genre","instrument"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Ellectroonic music","Sampler (musical  instrument)"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Hip hop musicc","Drum machine"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Hip hop musicc","Guitar"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Hip hop musiccc","Rappingg"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Hip hop musicc","Programming (music))"
"Jams DaBoombox, King Boom, Ervin Jams, Fat Boi","Hip hop musiccc","Sampler (musical instrument)"
"Jay","Alternattive rock","Vocals"
"Jay","Poop rock","Vocalss"
"JayFo","Thrash metall","Drum kitt"
"JayFo","Meetalcoree","Drum kitt"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Country bluesss","Human voicee"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Coountry bluess","Harmonica"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Country bllues","Guitarr"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Delta bluess","Guitar"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Deltaa bluees","Harmonica"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Delta bluess","Human voicee"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Acoustic bluess","Guitar"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Acoustic bluess","Harmonica"
"Jelly Jaw Short, Jaydee Short, and possibly others, including Spider Carter","Acoustic bluess","Human voice"
"Jemina Pearl Abegg","Punk rocckk","Drum  kit"
"Jemina Pearl Abegg","Punk rockk","Guitarr"
"Jemina Pearl Abegg","Punk rockk","Singingg"
"Jemina Pearl Abegg","Alternative rockk","Drumm kit"
"Jemina Pearl Abegg","Alternativve rockk","Guitar"
"Jemina Pearl Abegg","Alternative rockkk","Singing"
"Jemina Pearl Abegg","Garage rockk","Drum kiit"
"Jemina Pearl Abegg","Garage rockk","Guitarr"
"Jemina Pearl Abegg","Garage rockk","Singingg"
"Jerry ""Boogie"" McCain","Blues","Harmoonica"
"Jerry ""Boogie"" McCain","Blluess","Vocals"
"Jerry ""Boogie"" McCain","Blues","Guitarr"
"Jewtown Jimmy","Country blues","Human voicee"
"Jewtown Jimmy","Country bluesss","Guitar"
"Jewtown Jimmy","Electricc bluess","Huuman voice"
"Jewtown Jimmy","Electriic bluess","Guitarr"
"Jim Luis Angryfoot","Alteernative hip hop","GGuitar"
"Jim Luis Angryfoot","Alternative hip hopp","Electronic keyboard"
"Jim Luis Angryfoot","Alternative hip hopp","Vocalss"
"Jim Luis Angryfoot","Hip hop musiccc","Guiitar"
"Jim Luis Angryfoot","Hip hop music","Electronic keyboard"
"Jim Luis Angryfoot","Hip hop  musicc","Voocals"
"Jim Luis Angryfoot","Electroo musicc","Guitar"
"Jim Luis Angryfoot","Electro musicc","Electronic keyboard"
"Jim Luis Angryfoot","Electro musiic","Vocals"
"Jimmy V","R&BBB","Guitarr"
"Jimmy V","R&BBB","Keyboard instrument"
"Jimmy V","R&BB","Trumpett"
"Jimmy V","R&BB","Siinging"
"Jimmy V","Jazzzz","Guitarr"
"Jimmy V","Jazz","Keyboard instrumentt"
"Jimmy V","Jazzz","Trumppet"
"Jimmy V","Jazzz","SSinging"
"Jimmy V","Roock and rolll","Keyboard instrument"
"Jimmy V","Rock and roll","Trumpett"
"Jimmy V","Rock and roll","Singing"
"Jimmy V","Rock and rolll","Guittar"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Cajun music","Human voicee"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Cajun musiccc","Guuitar"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Cajun musicc","Harmonicaa"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Country blues","Human voicee"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Country blues","Guitarr"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Country blues","Harmonica"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Traditional popular music","Human voice"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Traditional popular musicc","Guitarr"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Traditional popular musicc","Harmonica"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Jug banddd","Human voice"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Jug bandd","Guitar"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Jug band","Harmonica"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Mariachii","Human voicee"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Mariachi","Guitarr"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Mariachii","Harmonicaa"
"Jinx Titanic","Roockabillyy","Voicee"
"Jinx Titanic","Punk rockk","Voicee"
"Jinx Titanic","Alternative rockkk","Voice"
"Jinx Titanic","Incideental musicc","Voiice"
"Jinx Titanic","Pop roock","VVoice"
"Joe Byrd","Postmodern musicc","Calliope (music))"
"Joe Byrd","Postmodern music","Harpp"
"Joe Byrd","Postmodern mussic","Pianno"
"Joe Byrd","Postmodern musicc","Synthesizerr"
"Joe Byrd","Postmodern musiccc","Electronic keeyboard"
"Joe Byrd","Postmodern musicc","Organ (music)"
"Joe Byrd","Posttmodern music","Vocalss"
"Joe Byrd","Psychedeelic rock","Calliope (music)"
"Joe Byrd","Psychedellic rockk","Harpp"
"Joe Byrd","Psychedelic rocck","Piano"
"Joe Byrd","Psychedelic rockkk","Synthesizerr"
"Joe Byrd","Psychedelic  rock","Electronic keyboard"
"Joe Byrd","Psychedelic rock","Organ (music)"
"Joe Byrd","Psychedelic rockk","Vocals"
"Joe Byrd","Expperimental rock","Calliope (music))"
"Joe Byrd","Experimentall rock","Harp"
"Joe Byrd","Experimental rockkk","Piano"
"Joe Byrd","Experimental rock","Synthesizer"
"Joe Byrd","Expeerimental rock","Ellectronic keyboard"
"Joe Byrd","Experimental rockk","OOrgan (music)"
"Joe Byrd","Experimental rockkk","VVocals"
"Joe Byrd","Parllour mmusic","Calliope (music))"
"Joe Byrd","Parlouur musicc","Harpp"
"Joe Byrd","Parrlour music","Piano"
"Joe Byrd","Parlour musiccc","Synthesizer"
"Joe Byrd","Parlour musicc","Electronic keyboardd"
"Joe Byrd","PParrlour music","Organ (music))"
"Joe Byrd","Parlour music","VVocals"
"Joe Byrd","Minimal musiccc","Calliope (music))"
"Joe Byrd","Minimal music","Harpp"
"Joe Byrd","Minimal musicc","Piano"
"Joe Byrd","Minimmal musicc","Synthessizer"
"Joe Byrd","Minimal musicc","Electronic keyboardd"
"Joe Byrd","Minimal muusicc","Organ (music)"
"Joe Byrd","Minimal music","Vocals"
"Joe Byrd","Experimental music","Calliope ((music)"
"Joe Byrd","Experimental musicc","Harpp"
"Joe Byrd","Expeerimental music","Piano"
"Joe Byrd","Experimeental music","Synthesizerr"
"Joe Byrd","Experimental mussicc","Electronic keyboardd"
"Joe Byrd","Experimental musiicc","Organ (music))"
"Joe Byrd","Experimental musiccc","Vocals"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metal musiccc","Bass guitarr"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metal musiccc","Guitarr"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metall music","Keyboardss"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metal musicc","Vocalss"
"Joe Nothing, Audrey 3, Buck Bourbon","Horror punk","Bass guitarr"
"Joe Nothing, Audrey 3, Buck Bourbon","Horroor puunk","Guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Horrror punkk","Keyboarrds"
"Joe Nothing, Audrey 3, Buck Bourbon","Horror punkkk","Vocalss"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metal","Bass guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metal","Guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metall","Keyboardss"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metalll","Vocalss"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw countryyy","Bass guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw countryy","Guiitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw country","Keybooards"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw  coountry","Voocals"
"Johnny Hammond","Hard Boppp","Hammmond B-3"
"Johnny Hammond","Sooul Jazzz","Hammmond B-3"
"Joni-Ayanna Portee (songwriting credits)","Dance musiccc","Singinng"
"Joni-Ayanna Portee (songwriting credits)","Bass musicc","Singingg"
"Joni-Ayanna Portee (songwriting credits)","Pop musiccc","Singingg"
"Joni-Ayanna Portee (songwriting credits)","Soul musiccc","SSinging"
"Joni-Ayanna Portee (songwriting credits)","Hip hop musicc","Singing"
"Jonny 5, Jamie Laurie","Alternative hip hoppp","Drum kkit"
"Jonny 5, Jamie Laurie","Alternative hip hop","Singingg"
"Jonny 5, Jamie Laurie","Alternative rockk","Drum kit"
"Jonny 5, Jamie Laurie","Alternative rock","Singingg"
"Jonny 5, Jamie Laurie","Indie rockkk","Drum kitt"
"Jonny 5, Jamie Laurie","Indie rockkk","Singingg"
"Josh","Avant-rockkk","Drum kit"
"Josh","Avant-rockk","Keyboard instrument"
"Josh","Avant--rock","Guiitar"
"Josiah Jones","Folk  rock","Guitaar"
"Josiah Jones","FFolk rockk","Steel guitarr"
"Josiah Jones","Blueess","Guitaar"
"Josiah Jones","Bluesss","Steel guitarr"
"Josiah Jones","FFolk music","Guitar"
"Josiah Jones","Follk musicc","Stteel guitar"
"Josiah Jones","Psychedelic rock","Guitar"
"Josiah Jones","Psychedelic rockk","Steel guitar"
"Josiah Jones","Rock muusic","Guiitar"
"Josiah Jones","Rock musicc","Steel guitarr"
"Julian Plenti","Art pop","Bass guitarr"
"Julian Plenti","Art popp","Drum kitt"
"Julian Plenti","Art popp","Guitarr"
"Julian Plenti","Artt pop","Piano"
"Julian Plenti","Art pop","Fender Jaguar"
"Julian Plenti","Artt poop","Singging"
"Julian Plenti","Art pop","GGibson Les Paul Custom"
"Julian Plenti","Art popp","Gibson Flying VV"
"Julian Plenti","Art popp","Gibson ES-1755"
"Julian Plenti","Indiie rockk","Bass guitar"
"Julian Plenti","Indie rockk","Drum kit"
"Julian Plenti","Indie rockk","Guitar"
"Julian Plenti","Indie rockk","Pianoo"
"Julian Plenti","Indie rock","Fender Jaguarr"
"Julian Plenti","Inndie rock","Singing"
"Julian Plenti","Indie rockkk","Gibson Les Paul Custom"
"Julian Plenti","Indie rockk","Gibson Flying VV"
"Julian Plenti","Indie rockkk","Gibbson ES-175"
"Julian Plenti","Hip hop musicc","Bass guitarr"
"Julian Plenti","Hip hop mussicc","Drum kitt"
"Julian Plenti","Hip hop mussic","Guitar"
"Julian Plenti","Hip hop musicc","Piano"
"Julian Plenti","Hip hop musicc","Fender Jaguar"
"Julian Plenti","Hip hop musicc","Singing"
"Julian Plenti","Hip hhop music","Gibson Les Paul Custom"
"Julian Plenti","Hip hop musiccc","Gibson Flying VV"
"Julian Plenti","Hip hop music","Gibson ES-1755"
"Julian Plenti","Post-punk revivalll","Bass guitarr"
"Julian Plenti","Post-punk rrevivall","Drum kit"
"Julian Plenti","Postt-punk revival","Guittar"
"Julian Plenti","Post-punk reviival","Pianoo"
"Julian Plenti","Post-punk revivalll","Fender Jaguarr"
"Julian Plenti","Post-punk revivall","Singingg"
"Julian Plenti","Post-punk reviival","Gibson Les Paul Customm"
"Julian Plenti","Post-punk revivaall","Gibson Flying VV"
"Julian Plenti","Post-punk revival","Gibson ES-175"
"Justin Jaymes","Folk rrockk","Guitarr"
"Justin Jaymes","Folk rockkk","Keyboards"
"Justin Jaymes","Folkk rock","Seagull Guitarss"
"Justin Jaymes","Folk rocckk","Singingg"
"Justin Jaymes","Power popp","Guittar"
"Justin Jaymes","Power popp","Keyboardss"
"Justin Jaymes","Power popp","Seagull Guitarss"
"Justin Jaymes","Powwer popp","Singingg"
"Justin Jaymes","Blue-eyyed soull","Guitar"
"Justin Jaymes","Blue-eyed soulll","Keyboards"
"Justin Jaymes","Blue-eyed soul","Seagull Guitars"
"Justin Jaymes","Blue-eyed soull","Singing"
"Justin Jaymes","Pop rockkk","Guitar"
"Justin Jaymes","Poop rock","Keyboards"
"Justin Jaymes","Poop rockk","Seagull  Guitars"
"Justin Jaymes","Pop rrockk","Singingg"
"Kalel","Christian musicc","Basss guitar"
"Kalel","Christiaan rock","Bass guitarr"
"Kalel","Alternatiive rockk","Bass guitarr"
"Kalenna, Kalenna Vick","Hip hop music","Vocalss"
"Kalenna, Kalenna Vick","Conntemporary R&B","Vocalss"
"Kassim Washington, K.V. Washington, Kassim Vonricco Washington","Hip hop soull","Vocalls"
"Kassim Washington, K.V. Washington, Kassim Vonricco Washington","Soul musicc","Vocalls"
"Kassim Washington, K.V. Washington, Kassim Vonricco Washington","Contemporary R&&B","Vocals"
"Kat Hue","Alternative R&B","Vocals"
"Kat Hue","Latin popp","Vocals"
"Kat Hue","Hip hop musicc","Vocalss"
"Kat Kasanova","Trapp music","Vocals"
"Kat Kasanova","Hip hop musicc","Vocalss"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Bluess","Pianoo"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Bluess","Human voicee"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Bluesss","Organ (music)"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Jazzzz","Human voice"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Jazzz","Organ (music))"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Jazzz","Pianoo"
"King Blues","Country blues","Human voicee"
"King Blues","Country bluess","Guitar"
"King Blues","Piedmont bluesss","Human voicee"
"King Blues","Piedmont bluess","Guitarr"
"King Louis II","Jazzz","Trumpet"
"King Louis II","Jazz","Alto saxophonne"
"King Louis II","Jump bluess","Trumpett"
"King Louis II","JJump blues","Altoo saxophone"
"King Louis II","Swwing musicc","Trumpett"
"King Louis II","SSwing musicc","Alto saxophone"
"King Louis II","Boogie-woogieee","Trumpeet"
"King Louis II","Boogie-woogiee","Alto saxophone"
"King of the Piedmont blues","Piedmont  bluess","Human voicee"
"King of the Piedmont blues","Piedmont bluesss","Guuitar"
"King of the Piedmont blues","Songster","Human voicee"
"King of the Piedmont blues","Songsterr","Guitar"
"Kissy (when performing withCadallaca)","Punk rockk","Singingg"
"Kissy (when performing withCadallaca)","Punk rock","Guitar"
"Kissy (when performing withCadallaca)","Indie rockk","Singing"
"Kissy (when performing withCadallaca)","Indie rockkk","Guitar"
"Kones","Comedy Rock","Guitar"
"Kool Kim (UMCera)","Political hiip hop","RRapping"
"Kool Kim (UMCera)","Alternative hip hopp","Rapping"
"La Reina De La Onda Tejana","Country musicc","Human voicee"
"La Reina De La Onda Tejana","Counttry musicc","Piano"
"La Reina De La Onda Tejana","Tejano musicc","Human voicee"
"La Reina De La Onda Tejana","Tejano musicc","Pianoo"
"Lafaye Jones","R&BB","Singingg"
"Lafaye Jones","Funkkk","Singingg"
"Lafaye Jones","Soul mussic","Singing"
"Lara Liang ()","Folk rock","Guiitar"
"Lara Liang ()","PPop (music))","Guiitar"
"Larry Owens, Larry Gordon","Pop musicc","Organ (music)"
"Larry Owens, Larry Gordon","Pop musiccc","Keyboards"
"Larry Owens, Larry Gordon","PPop musicc","Piaano"
"Larry Owens, Larry Gordon","Rock  music","Keyboards"
"Larry Owens, Larry Gordon","Rock musicc","Piano"
"Larry Owens, Larry Gordon","Rock mmusicc","Organ (music))"
"Lee","Easy listening","Piano"
"Lee","Easyy llistening","Baldwin Pianoo"
"Lee","Easy listening","SSinging"
"Lefty Frizzell","Country musicc","Gibson J-2000"
"Lefty Frizzell","Country musiccc","Acoustic guitar"
"Lefty Frizzell","Folk musicc","Gibsoon J-200"
"Lefty Frizzell","Folk music","Acoustic guitarr"
"Lefty Frizzell","Honky-tonkk","Gibson J-200"
"Lefty Frizzell","Honky-tonk","Acoustic gguitar"
"Lefty Frizzell","Western music (North America)","Giibson J-200"
"Lefty Frizzell","Western music (North America)","Acoustic guitarr"
"Lefty Frizzell","Country popp","Gibson  J-200"
"Lefty Frizzell","Coountrry pop","Acoustic guitar"
"Leola Wilson, Patsy Hunter","Vaudevvillee","Human voicee"
"Leola Wilson, Patsy Hunter","Country blues","Human voice"
"Leola Wilson, Patsy Hunter","Classic female bluess","Human voicee"
"Leola Wilson, Patsy Hunter","Vaudevilleee","Guitarr"
"Leola Wilson, Patsy Hunter","Couuntry blues","Guitarr"
"Leola Wilson, Patsy Hunter","Classic female bluess","Guitar"
"Lil Perry","Trap musiccc","FL Studio"
"Lil Perry","Trap musiccc","Vocalss"
"Lil Perry","Hiip hop music","FL Studioo"
"Lil Perry","Hip hop musiccc","Vocalss"
"Lil Zane, Lil' Zane, Zane, LZ Stunna, Life I Live Zane","Hip hop musiccc","Singing"
"Lily May Pennington (married name)","Appalachian mmusic","Banjoo"
"Lily May Pennington (married name)","Apppalachian musicc","Fiiddle"
"Little Axe","Rhytthm and bllues","Singingg"
"Little Axe","Rhythm and bluess","GGuitar"
"Little Axe","Bllues musicc","Singing"
"Little Axe","Blues muusic","Guitar"
"Little Axe","Inndustrial musicc","Siinging"
"Little Axe","Industriaal musicc","Guitar"
"Little Axe","Dub musiccc","Singing"
"Little Axe","Dub muusicc","Guitarr"
"Little Axe","Hip hop musicc","Singing"
"Little Axe","Hip hop musiic","Guitarr"
"Little Frankie Lee","Electric blues","Humann voice"
"Little Frankie Lee","Soul bbluees","Human voicee"
"Little Son Joe","Bluess","Guitar"
"Little Son Joe","Bluess","Druum kit"
"Little Sun","Bluess","Human voicee"
"Little Sun","Bluess","Guitarr"
"Little Sun","Blluess","Harmonicaa"
"Little T-Bone","Electric bluess","Human voice"
"Little T-Bone","Electric blues","Drum  kit"
"Little T-Bone","Electric bluesss","Electtric guitar"
"Little T-Bone","BBlues","Human voicee"
"Little T-Bone","Blues","Drum kitt"
"Little T-Bone","Bluesss","Electric guitarr"
"Little T-Bone","Rhythm and blues","Human voice"
"Little T-Bone","Rhythm and bluess","Drum kit"
"Little T-Bone","Rhythm and blues","Electric guitar"
"Little T-Bone","Rock and rolll","Human voicee"
"Little T-Bone","Rock and roll","Drum kit"
"Little T-Bone","Rock and roll","Electric guitarr"
"Little T-Bone","Jump blues","Human voice"
"Little T-Bone","JJump bluess","Drum kit"
"Little T-Bone","Jump bluess","Electric guitarr"
"Little T-Bone","Boogie-woogie","Humann voice"
"Little T-Bone","Boogie-woogieee","Drum kkit"
"Little T-Bone","Boogie-woogie","Electric guitar"
"Little T-Bone","Texas bluess","Human voice"
"Little T-Bone","Texas bluuess","Drum kit"
"Little T-Bone","Texas bluesss","Electric  guitar"
"Little T-Bone","Electric bluesss","Guitarr"
"Little T-Bone","Blues","Guitar"
"Little T-Bone","Rhythm and bluess","Guittar"
"Little T-Bone","Rock and rolll","Guitar"
"Little T-Bone","Jummp bluess","Guitaar"
"Little T-Bone","BBoogie-woogie","Guitar"
"Little T-Bone","Texas blueess","Guitar"
"Lord August","Country musicc","Accordionn"
"Lord August","Country music","Guitarr"
"Lord August","Country musiccc","Voice"
"Lord August","Country mmusicc","Keybooards"
"Lord August","Country musicc","Vox Continental"
"Lord August","Folkk musicc","Accordion"
"Lord August","Folkk music","Guitarr"
"Lord August","Folk music","VVoice"
"Lord August","Folk music","Keyboardss"
"Lord August","Folkk musicc","Voxx Continental"
"Lord August","Psychedelic rockk","Accordion"
"Lord August","Psycchedelic rock","Guiitar"
"Lord August","Psychedelic rockk","Voice"
"Lord August","Psychedelic rock","Keyboards"
"Lord August","Psychedelic rockk","Vox Continental"
"Lord August","Rock musicc","Accordion"
"Lord August","Rock musicc","Guitarr"
"Lord August","Rock musicc","Voicee"
"Lord August","Rock musicc","Keyboardss"
"Lord August","Rock mmusicc","Vox Continentall"
"Lord August","Soul mmusicc","Accordionn"
"Lord August","SSoul music","Guitarr"
"Lord August","Soul music","Voice"
"Lord August","Soul music","Keyboardss"
"Lord August","Soul musiccc","Vox Continentall"
"Lord August","Tejano music","Accorrdion"
"Lord August","Tejano musiiic","Guittar"
"Lord August","Tejano muusic","Voicee"
"Lord August","Tejano musicc","Keyboardss"
"Lord August","Tejano musicc","Vox Continental"
"Lord August","Garage rock","Accordionn"
"Lord August","Garage rock","Guitarr"
"Lord August","Garage rrock","Voice"
"Lord August","Garage rrock","Keyboardss"
"Lord August","Garage rockk","Vox Continentall"
"Lord Radio","HHip hop musicc","Musical keyboardd"
"Lord Radio","Hip hop musiccc","Sampler (musical instrumeent)"
"Lord Radio","Hip hop muusicc","Vocal"
"Lord Radio","HHip hop musicc","Turntablism"
"Louis Prince","Rhythm and blues","Piaano"
"Louis Prince","Rhythm and blues","Human voice"
"Louis Prince","Soul musicc","Human voicee"
"Louis Prince","Sooul music","Piano"
"Lucille Lee","Country musiccc","Guitarr"
"Lucille Lee","Country musiccc","Vocaals"
"LuieLand","Pop mussic","Guuitar"
"LuieLand","Pop mussic","Singing"
"LuieLand","Pop musiccc","Meelodica"
"LuieLand","Pop musicc","Percussion instrumentt"
"LuieLand","Pop musicc","Glockenspiell"
"LuieLand","Poop musicc","Musical boxx"
"LuieLand","Pop mmusicc","Pianoo"
"LuieLand","Rock music","Percussion instrumment"
"LuieLand","Roock musicc","Pianoo"
"LuieLand","Rock musicc","Melodica"
"LuieLand","Rock musiccc","Musical box"
"LuieLand","Rock musicc","Guitarr"
"LuieLand","Rock music","Glockenspiell"
"LuieLand","RRock musicc","Singingg"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Chicago bluess","Human voice"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Chicago bluesss","Guitarr"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Electric bluess","Guitar"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Electric bluesss","Human voicee"
"Mad Matt Fletcher","Metalcoree","Bass guitar"
"Mad Matt Fletcher","Mettalcore","Kazooo"
"Mad Matt Fletcher","Metalcoore","Electric guitarr"
"Mad Matt Fletcher","Progrressive metall","Kazoo"
"Mad Matt Fletcher","Proggressive metal","Bass guitarr"
"Mad Matt Fletcher","Progressive meetal","Electric guitarr"
"Mad Matt Fletcher","HHardcore punk","Electric gguitar"
"Mad Matt Fletcher","Hardcore punkk","Kazooo"
"Mad Matt Fletcher","Hardcore punkk","Bass guitar"
"Magic Al","Popp musicc","Final Cut Proo"
"Magic Al","Rhythm and blues","Fiinal Cut Pro"
"Magic Al","Experimental pop","Final Cut Pro"
"Magic Al","SSoul musicc","Final Cut Proo"
"Magic Al","Trap musicc","Final Cut Proo"
"Magic Al","Experimental musicc","Final Cut Proo"
"Magic Al","Hip hopp mmusic","Final Cut Proo"
"Magic Al","Pop musiicc","Guitar"
"Magic Al","Pop musicc","Piano"
"Magic Al","PPop musicc","Pro Toolss"
"Magic Al","Pop musiic","Logic Proo"
"Magic Al","Pop music","Turntablismm"
"Magic Al","Rhythm and bluesss","GGuitar"
"Magic Al","Rhythm and bluess","Piano"
"Magic Al","Rhythm and bluesss","Pro Toolss"
"Magic Al","Rhythm annd bluess","Logic Pro"
"Magic Al","Rhythm and bblues","Turntablism"
"Magic Al","Expeerimental popp","Guitar"
"Magic Al","Experimental poppp","Pianoo"
"Magic Al","Experimental poppp","Pro Tools"
"Magic Al","Experimental popp","Logic Pro"
"Magic Al","Experrimental popp","Turntablism"
"Magic Al","Soul musiccc","Guitar"
"Magic Al","Soul musiccc","Pianoo"
"Magic Al","Soul mussicc","Pro Toolss"
"Magic Al","Soul music","Logic Proo"
"Magic Al","Soul musicc","Turntablism"
"Magic Al","Trap mussic","Guitarr"
"Magic Al","Trap musiccc","Pianoo"
"Magic Al","Trap music","Pro Toolss"
"Magic Al","Traap music","Logic Pro"
"Magic Al","Trap musiccc","Turntablism"
"Magic Al","Experimental musiccc","Guitarr"
"Magic Al","Experimental musicc","Piaano"
"Magic Al","Experimental mussic","Pro Toolss"
"Magic Al","Experimental musicc","Logic Pro"
"Magic Al","Experimental musicc","Turntablismm"
"Magic Al","Hip hop musiccc","Guittar"
"Magic Al","Hip hop musiccc","Piano"
"Magic Al","Hipp hop music","Pro Toolss"
"Magic Al","Hip hop musicc","Logic Proo"
"Magic Al","Hip hop musiccc","Turntablism"
"Marsha, Marsha AF3","Jazzz","Pianoo"
"Marsha, Marsha AF3","Jazz","Singingg"
"Marsha, Marsha AF3","Popp music","Pianno"
"Marsha, Marsha AF3","Pop musicc","Singing"
"Matt Fletcher","Metalcoree","Kazoo"
"Matt Fletcher","Metalcoree","Electric guitarr"
"Matt Fletcher","Metalcoree","Bass guitar"
"Matt Fletcher","Progressive metall","Electric guitar"
"Matt Fletcher","Progressive metall","Bass guitaar"
"Matt Fletcher","Progressive metall","Kazoo"
"Matt Fletcher","Hardcore  punk","Bass guitar"
"Matt Fletcher","HHardcore punk","Kazoo"
"Matt Fletcher","Hardcore punkk","Electric guitar"
"Maxo Kream","Hip hoop music","Vocalss"
"Maydie Myles","Jazz","Singinng"
"Maydie Myles","Rhythm and bluess","Singing"
"Maydie Myles","Soul music","Singingg"
"Megon McDonough","Country music","Guitarr"
"Megon McDonough","Jazzzz","Guitar"
"Megon McDonough","American folk music revivall","Guitar"
"Merle Kilgore","Country music","Acouustic guitar"
"Metro","Hip hop musiicc","FL Studio"
"Metro","Hip hop musicc","Pro Toolls"
"Metro","Contemporary R&BBB","FL Studioo"
"Metro","Contemporary R&BB","Pro Tools"
"Metro Beatz","Hip hop musicc","FL Studioo"
"Metro Beatz","Hip hop musicc","Pro Toolss"
"Metro Beatz","Conteemporary R&BB","FL Studdio"
"Metro Beatz","Contemporary R&BB","Pro Tools"
"Metro Boomin","Hip hop musiccc","FL Studio"
"Metro Boomin","Hip hop musicc","Pro Tools"
"Metro Boomin","Contemporary R&BB","FL Studio"
"Metro Boomin","Contemporary R&BBB","Pro Toolss"
"Micah J Foxx, JF, Jay France","Hip hop musicc","FL Studio"
"Micah J Foxx, JF, Jay France","Hip hhop music","Loogic Pro"
"Michael Diamond","Hard rrrock","Bass (guitar)"
"Michael Diamond","Hard rock","Guitar"
"Michael Diamond","Hard rock","Pianoo"
"Michael Diamond","Glam metalll","Bass (guitar))"
"Michael Diamond","GGlam metall","Guitar"
"Michael Diamond","Glam mmetall","Piano"
"Michael Diamond","Hard rockkk","Singingg"
"Michael Diamond","Hard rockk","Keyboard instrumentt"
"Michael Diamond","Glam metal","Singiing"
"Michael Diamond","Glam metaal","Keyboard instrument"
"Michael James","Sinnger-songwriterr","Keyboard (instrument))"
"Michael James","Singer-songwriterr","Electric gguitar"
"Michael James","Hard rocck","Keyboard (instrument))"
"Michael James","Hard rock","Electric guitarr"
"Michael James","Jazzz","Keyboard (instrument))"
"Michael James","Jaazzz","Electric guitar"
"Michael James","Pop musicc","Keyboard (instrument))"
"Michael James","Pop mussicc","Electric guiitar"
"Michael James","Punk rockk","Keyboard (instrument)"
"Michael James","Puunk rock","Electric guitar"
"Michael James","Rock musicc","Keyboard (instrument))"
"Michael James","Rock music","Electric guitar"
"Michael Saenz","Harrd rockk","Bass (guitar))"
"Michael Saenz","Harrd rock","Guuitar"
"Michael Saenz","Hard rockk","Pianoo"
