"musician","genre","instrument"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Traditional popular music","Human voice"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Traditional popular music","Guitar"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Traditional popular music","Harmonica"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Jug band","Human voice"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Jug band","Guitar"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Jug band","Harmonica"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Mariachi","Human voice"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Mariachi","Guitar"
"Jimmy Watson, Sunny Jim, Rev. Alfred Pitts","Mariachi","Harmonica"
"Jinx Titanic","Rockabilly","Voice"
"Jinx Titanic","Punk rock","Voice"
"Jinx Titanic","Alternative rock","Voice"
"Jinx Titanic","Incidental music","Voice"
"Jinx Titanic","Pop rock","Voice"
"Joe Byrd","Postmodern music","Calliope (music)"
"Joe Byrd","Postmodern music","Harp"
"Joe Byrd","Postmodern music","Piano"
"Joe Byrd","Postmodern music","Synthesizer"
"Joe Byrd","Postmodern music","Electronic keyboard"
"Joe Byrd","Postmodern music","Organ (music)"
"Joe Byrd","Postmodern music","Vocals"
"Joe Byrd","Psychedelic rock","Calliope (music)"
"Joe Byrd","Psychedelic rock","Harp"
"Joe Byrd","Psychedelic rock","Piano"
"Joe Byrd","Psychedelic rock","Synthesizer"
"Joe Byrd","Psychedelic rock","Electronic keyboard"
"Joe Byrd","Psychedelic rock","Organ (music)"
"Joe Byrd","Psychedelic rock","Vocals"
"Joe Byrd","Experimental rock","Calliope (music)"
"Joe Byrd","Experimental rock","Harp"
"Joe Byrd","Experimental rock","Piano"
"Joe Byrd","Experimental rock","Synthesizer"
"Joe Byrd","Experimental rock","Electronic keyboard"
"Joe Byrd","Experimental rock","Organ (music)"
"Joe Byrd","Experimental rock","Vocals"
"Joe Byrd","Parlour music","Calliope (music)"
"Joe Byrd","Parlour music","Harp"
"Joe Byrd","Parlour music","Piano"
"Joe Byrd","Parlour music","Synthesizer"
"Joe Byrd","Parlour music","Electronic keyboard"
"Joe Byrd","Parlour music","Organ (music)"
"Joe Byrd","Parlour music","Vocals"
"Joe Byrd","Minimal music","Calliope (music)"
"Joe Byrd","Minimal music","Harp"
"Joe Byrd","Minimal music","Piano"
"Joe Byrd","Minimal music","Synthesizer"
"Joe Byrd","Minimal music","Electronic keyboard"
"Joe Byrd","Minimal music","Organ (music)"
"Joe Byrd","Minimal music","Vocals"
"Joe Byrd","Experimental music","Calliope (music)"
"Joe Byrd","Experimental music","Harp"
"Joe Byrd","Experimental music","Piano"
"Joe Byrd","Experimental music","Synthesizer"
"Joe Byrd","Experimental music","Electronic keyboard"
"Joe Byrd","Experimental music","Organ (music)"
"Joe Byrd","Experimental music","Vocals"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metal music","Bass guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metal music","Guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metal music","Keyboards"
"Joe Nothing, Audrey 3, Buck Bourbon","Heavy metal music","Vocals"
"Joe Nothing, Audrey 3, Buck Bourbon","Horror punk","Bass guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Horror punk","Guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Horror punk","Keyboards"
"Joe Nothing, Audrey 3, Buck Bourbon","Horror punk","Vocals"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metal","Bass guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metal","Guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metal","Keyboards"
"Joe Nothing, Audrey 3, Buck Bourbon","Glam metal","Vocals"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw country","Bass guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw country","Guitar"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw country","Keyboards"
"Joe Nothing, Audrey 3, Buck Bourbon","Outlaw country","Vocals"
"Johnny Hammond","Hard Bop","Hammond B-3"
"Johnny Hammond","Soul Jazz","Hammond B-3"
"Joni-Ayanna Portee (songwriting credits)","Dance music","Singing"
"Joni-Ayanna Portee (songwriting credits)","Bass music","Singing"
"Joni-Ayanna Portee (songwriting credits)","Pop music","Singing"
"Joni-Ayanna Portee (songwriting credits)","Soul music","Singing"
"Joni-Ayanna Portee (songwriting credits)","Hip hop music","Singing"
"Jonny 5, Jamie Laurie","Alternative hip hop","Drum kit"
"Jonny 5, Jamie Laurie","Alternative hip hop","Singing"
"Jonny 5, Jamie Laurie","Alternative rock","Drum kit"
"Jonny 5, Jamie Laurie","Alternative rock","Singing"
"Jonny 5, Jamie Laurie","Indie rock","Drum kit"
"Jonny 5, Jamie Laurie","Indie rock","Singing"
"Josh","Avant-rock","Drum kit"
"Josh","Avant-rock","Keyboard instrument"
"Josh","Avant-rock","Guitar"
"Josiah Jones","Folk rock","Guitar"
"Josiah Jones","Folk rock","Steel guitar"
"Josiah Jones","Blues","Guitar"
"Josiah Jones","Blues","Steel guitar"
"Josiah Jones","Folk music","Guitar"
"Josiah Jones","Folk music","Steel guitar"
"Josiah Jones","Psychedelic rock","Guitar"
"Josiah Jones","Psychedelic rock","Steel guitar"
"Josiah Jones","Rock music","Guitar"
"Josiah Jones","Rock music","Steel guitar"
"Julian Plenti","Art pop","Bass guitar"
"Julian Plenti","Art pop","Drum kit"
"Julian Plenti","Art pop","Guitar"
"Julian Plenti","Art pop","Piano"
"Julian Plenti","Art pop","Fender Jaguar"
"Julian Plenti","Art pop","Singing"
"Julian Plenti","Art pop","Gibson Les Paul Custom"
"Julian Plenti","Art pop","Gibson Flying V"
"Julian Plenti","Art pop","Gibson ES-175"
"Julian Plenti","Indie rock","Bass guitar"
"Julian Plenti","Indie rock","Drum kit"
"Julian Plenti","Indie rock","Guitar"
"Julian Plenti","Indie rock","Piano"
"Julian Plenti","Indie rock","Fender Jaguar"
"Julian Plenti","Indie rock","Singing"
"Julian Plenti","Indie rock","Gibson Les Paul Custom"
"Julian Plenti","Indie rock","Gibson Flying V"
"Julian Plenti","Indie rock","Gibson ES-175"
"Julian Plenti","Hip hop music","Bass guitar"
"Julian Plenti","Hip hop music","Drum kit"
"Julian Plenti","Hip hop music","Guitar"
"Julian Plenti","Hip hop music","Piano"
"Julian Plenti","Hip hop music","Fender Jaguar"
"Julian Plenti","Hip hop music","Singing"
"Julian Plenti","Hip hop music","Gibson Les Paul Custom"
"Julian Plenti","Hip hop music","Gibson Flying V"
"Julian Plenti","Hip hop music","Gibson ES-175"
"Julian Plenti","Post-punk revival","Bass guitar"
"Julian Plenti","Post-punk revival","Drum kit"
"Julian Plenti","Post-punk revival","Guitar"
"Julian Plenti","Post-punk revival","Piano"
"Julian Plenti","Post-punk revival","Fender Jaguar"
"Julian Plenti","Post-punk revival","Singing"
"Julian Plenti","Post-punk revival","Gibson Les Paul Custom"
"Julian Plenti","Post-punk revival","Gibson Flying V"
"Julian Plenti","Post-punk revival","Gibson ES-175"
"Justin Jaymes","Folk rock","Guitar"
"Justin Jaymes","Folk rock","Keyboards"
"Justin Jaymes","Folk rock","Seagull Guitars"
"Justin Jaymes","Folk rock","Singing"
"Justin Jaymes","Power pop","Guitar"
"Justin Jaymes","Power pop","Keyboards"
"Justin Jaymes","Power pop","Seagull Guitars"
"Justin Jaymes","Power pop","Singing"
"Justin Jaymes","Blue-eyed soul","Guitar"
"Justin Jaymes","Blue-eyed soul","Keyboards"
"Justin Jaymes","Blue-eyed soul","Seagull Guitars"
"Justin Jaymes","Blue-eyed soul","Singing"
"Justin Jaymes","Pop rock","Guitar"
"Justin Jaymes","Pop rock","Keyboards"
"Justin Jaymes","Pop rock","Seagull Guitars"
"Justin Jaymes","Pop rock","Singing"
"Kalel","Christian music","Bass guitar"
"Kalel","Christian rock","Bass guitar"
"Kalel","Alternative rock","Bass guitar"
"Kalenna, Kalenna Vick","Hip hop music","Vocals"
"Kalenna, Kalenna Vick","Contemporary R&B","Vocals"
"Kassim Washington, K.V. Washington, Kassim Vonricco Washington","Hip hop soul","Vocals"
"Kassim Washington, K.V. Washington, Kassim Vonricco Washington","Soul music","Vocals"
"Kassim Washington, K.V. Washington, Kassim Vonricco Washington","Contemporary R&B","Vocals"
"Kat Hue","Alternative R&B","Vocals"
"Kat Hue","Latin pop","Vocals"
"Kat Hue","Hip hop music","Vocals"
"Kat Kasanova","Trap music","Vocals"
"Kat Kasanova","Hip hop music","Vocals"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Blues","Piano"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Blues","Human voice"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Blues","Organ (music)"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Jazz","Human voice"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Jazz","Organ (music)"
"Kid Wilson, Jenkins, Socks, Sox (or Socks) Wilson","Jazz","Piano"
"King Blues","Country blues","Human voice"
"King Blues","Country blues","Guitar"
"King Blues","Piedmont blues","Human voice"
"King Blues","Piedmont blues","Guitar"
"King Louis II","Jazz","Trumpet"
"King Louis II","Jazz","Alto saxophone"
"King Louis II","Jump blues","Trumpet"
"King Louis II","Jump blues","Alto saxophone"
"King Louis II","Swing music","Trumpet"
"King Louis II","Swing music","Alto saxophone"
"King Louis II","Boogie-woogie","Trumpet"
"King Louis II","Boogie-woogie","Alto saxophone"
"King of the Piedmont blues","Piedmont blues","Human voice"
"King of the Piedmont blues","Piedmont blues","Guitar"
"King of the Piedmont blues","Songster","Human voice"
"King of the Piedmont blues","Songster","Guitar"
"Kissy (when performing withCadallaca)","Punk rock","Singing"
"Kissy (when performing withCadallaca)","Punk rock","Guitar"
"Kissy (when performing withCadallaca)","Indie rock","Singing"
"Kissy (when performing withCadallaca)","Indie rock","Guitar"
"Kones","Comedy Rock","Guitar"
"Kool Kim (UMCera)","Political hip hop","Rapping"
"Kool Kim (UMCera)","Alternative hip hop","Rapping"
"La Reina De La Onda Tejana","Country music","Human voice"
"La Reina De La Onda Tejana","Country music","Piano"
"La Reina De La Onda Tejana","Tejano music","Human voice"
"La Reina De La Onda Tejana","Tejano music","Piano"
"Lafaye Jones","R&B","Singing"
"Lafaye Jones","Funk","Singing"
"Lafaye Jones","Soul music","Singing"
"Lara Liang ()","Folk rock","Guitar"
"Lara Liang ()","Pop (music)","Guitar"
"Larry Owens, Larry Gordon","Pop music","Organ (music)"
"Larry Owens, Larry Gordon","Pop music","Keyboards"
"Larry Owens, Larry Gordon","Pop music","Piano"
"Larry Owens, Larry Gordon","Rock music","Keyboards"
"Larry Owens, Larry Gordon","Rock music","Piano"
"Larry Owens, Larry Gordon","Rock music","Organ (music)"
"Lee","Easy listening","Piano"
"Lee","Easy listening","Baldwin Piano"
"Lee","Easy listening","Singing"
"Lefty Frizzell","Country music","Gibson J-200"
"Lefty Frizzell","Country music","Acoustic guitar"
"Lefty Frizzell","Folk music","Gibson J-200"
"Lefty Frizzell","Folk music","Acoustic guitar"
"Lefty Frizzell","Honky-tonk","Gibson J-200"
"Lefty Frizzell","Honky-tonk","Acoustic guitar"
"Lefty Frizzell","Western music (North America)","Gibson J-200"
"Lefty Frizzell","Western music (North America)","Acoustic guitar"
"Lefty Frizzell","Country pop","Gibson J-200"
"Lefty Frizzell","Country pop","Acoustic guitar"
"Leola Wilson, Patsy Hunter","Vaudeville","Human voice"
"Leola Wilson, Patsy Hunter","Country blues","Human voice"
"Leola Wilson, Patsy Hunter","Classic female blues","Human voice"
"Leola Wilson, Patsy Hunter","Vaudeville","Guitar"
"Leola Wilson, Patsy Hunter","Country blues","Guitar"
"Leola Wilson, Patsy Hunter","Classic female blues","Guitar"
"Lil Perry","Trap music","FL Studio"
"Lil Perry","Trap music","Vocals"
"Lil Perry","Hip hop music","FL Studio"
"Lil Perry","Hip hop music","Vocals"
"Lil Zane, Lil' Zane, Zane, LZ Stunna, Life I Live Zane","Hip hop music","Singing"
"Lily May Pennington (married name)","Appalachian music","Banjo"
"Lily May Pennington (married name)","Appalachian music","Fiddle"
"Little Axe","Rhythm and blues","Singing"
"Little Axe","Rhythm and blues","Guitar"
"Little Axe","Blues music","Singing"
"Little Axe","Blues music","Guitar"
"Little Axe","Industrial music","Singing"
"Little Axe","Industrial music","Guitar"
"Little Axe","Dub music","Singing"
"Little Axe","Dub music","Guitar"
"Little Axe","Hip hop music","Singing"
"Little Axe","Hip hop music","Guitar"
"Little Frankie Lee","Electric blues","Human voice"
"Little Frankie Lee","Soul blues","Human voice"
"Little Son Joe","Blues","Guitar"
"Little Son Joe","Blues","Drum kit"
"Little Sun","Blues","Human voice"
"Little Sun","Blues","Guitar"
"Little Sun","Blues","Harmonica"
"Little T-Bone","Electric blues","Human voice"
"Little T-Bone","Electric blues","Drum kit"
"Little T-Bone","Electric blues","Electric guitar"
"Little T-Bone","Blues","Human voice"
"Little T-Bone","Blues","Drum kit"
"Little T-Bone","Blues","Electric guitar"
"Little T-Bone","Rhythm and blues","Human voice"
"Little T-Bone","Rhythm and blues","Drum kit"
"Little T-Bone","Rhythm and blues","Electric guitar"
"Little T-Bone","Rock and roll","Human voice"
"Little T-Bone","Rock and roll","Drum kit"
"Little T-Bone","Rock and roll","Electric guitar"
"Little T-Bone","Jump blues","Human voice"
"Little T-Bone","Jump blues","Drum kit"
"Little T-Bone","Jump blues","Electric guitar"
"Little T-Bone","Boogie-woogie","Human voice"
"Little T-Bone","Boogie-woogie","Drum kit"
"Little T-Bone","Boogie-woogie","Electric guitar"
"Little T-Bone","Texas blues","Human voice"
"Little T-Bone","Texas blues","Drum kit"
"Little T-Bone","Texas blues","Electric guitar"
"Little T-Bone","Electric blues","Guitar"
"Little T-Bone","Blues","Guitar"
"Little T-Bone","Rhythm and blues","Guitar"
"Little T-Bone","Rock and roll","Guitar"
"Little T-Bone","Jump blues","Guitar"
"Little T-Bone","Boogie-woogie","Guitar"
"Little T-Bone","Texas blues","Guitar"
"Lord August","Country music","Accordion"
"Lord August","Country music","Guitar"
"Lord August","Country music","Voice"
"Lord August","Country music","Keyboards"
"Lord August","Country music","Vox Continental"
"Lord August","Folk music","Accordion"
"Lord August","Folk music","Guitar"
"Lord August","Folk music","Voice"
"Lord August","Folk music","Keyboards"
"Lord August","Folk music","Vox Continental"
"Lord August","Psychedelic rock","Accordion"
"Lord August","Psychedelic rock","Guitar"
"Lord August","Psychedelic rock","Voice"
"Lord August","Psychedelic rock","Keyboards"
"Lord August","Psychedelic rock","Vox Continental"
"Lord August","Rock music","Accordion"
"Lord August","Rock music","Guitar"
"Lord August","Rock music","Voice"
"Lord August","Rock music","Keyboards"
"Lord August","Rock music","Vox Continental"
"Lord August","Soul music","Accordion"
"Lord August","Soul music","Guitar"
"Lord August","Soul music","Voice"
"Lord August","Soul music","Keyboards"
"Lord August","Soul music","Vox Continental"
"Lord August","Tejano music","Accordion"
"Lord August","Tejano music","Guitar"
"Lord August","Tejano music","Voice"
"Lord August","Tejano music","Keyboards"
"Lord August","Tejano music","Vox Continental"
"Lord August","Garage rock","Accordion"
"Lord August","Garage rock","Guitar"
"Lord August","Garage rock","Voice"
"Lord August","Garage rock","Keyboards"
"Lord August","Garage rock","Vox Continental"
"Lord Radio","Hip hop music","Musical keyboard"
"Lord Radio","Hip hop music","Sampler (musical instrument)"
"Lord Radio","Hip hop music","Vocal"
"Lord Radio","Hip hop music","Turntablism"
"Louis Prince","Rhythm and blues","Piano"
"Louis Prince","Rhythm and blues","Human voice"
"Louis Prince","Soul music","Human voice"
"Louis Prince","Soul music","Piano"
"Lucille Lee","Country music","Guitar"
"Lucille Lee","Country music","Vocals"
"LuieLand","Pop music","Guitar"
"LuieLand","Pop music","Singing"
"LuieLand","Pop music","Melodica"
"LuieLand","Pop music","Percussion instrument"
"LuieLand","Pop music","Glockenspiel"
"LuieLand","Pop music","Musical box"
"LuieLand","Pop music","Piano"
"LuieLand","Rock music","Percussion instrument"
"LuieLand","Rock music","Piano"
"LuieLand","Rock music","Melodica"
"LuieLand","Rock music","Musical box"
"LuieLand","Rock music","Guitar"
"LuieLand","Rock music","Glockenspiel"
"LuieLand","Rock music","Singing"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Chicago blues","Human voice"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Chicago blues","Guitar"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Electric blues","Guitar"
"Luther ""Snake"" Johnson, Luther ""Georgia Boy"" Johnson, Little Luther, Luther King","Electric blues","Human voice"
"Mad Matt Fletcher","Metalcore","Bass guitar"
"Mad Matt Fletcher","Metalcore","Kazoo"
"Mad Matt Fletcher","Metalcore","Electric guitar"
"Mad Matt Fletcher","Progressive metal","Kazoo"
"Mad Matt Fletcher","Progressive metal","Bass guitar"
"Mad Matt Fletcher","Progressive metal","Electric guitar"
"Mad Matt Fletcher","Hardcore punk","Electric guitar"
"Mad Matt Fletcher","Hardcore punk","Kazoo"
"Mad Matt Fletcher","Hardcore punk","Bass guitar"
"Magic Al","Pop music","Final Cut Pro"
"Magic Al","Rhythm and blues","Final Cut Pro"
"Magic Al","Experimental pop","Final Cut Pro"
"Magic Al","Soul music","Final Cut Pro"
"Magic Al","Trap music","Final Cut Pro"
"Magic Al","Experimental music","Final Cut Pro"
"Magic Al","Hip hop music","Final Cut Pro"
"Magic Al","Pop music","Guitar"
"Magic Al","Pop music","Piano"
"Magic Al","Pop music","Pro Tools"
"Magic Al","Pop music","Logic Pro"
"Magic Al","Pop music","Turntablism"
"Magic Al","Rhythm and blues","Guitar"
"Magic Al","Rhythm and blues","Piano"
"Magic Al","Rhythm and blues","Pro Tools"
"Magic Al","Rhythm and blues","Logic Pro"
"Magic Al","Rhythm and blues","Turntablism"
"Magic Al","Experimental pop","Guitar"
"Magic Al","Experimental pop","Piano"
"Magic Al","Experimental pop","Pro Tools"
"Magic Al","Experimental pop","Logic Pro"
"Magic Al","Experimental pop","Turntablism"
"Magic Al","Soul music","Guitar"
"Magic Al","Soul music","Piano"
"Magic Al","Soul music","Pro Tools"
"Magic Al","Soul music","Logic Pro"
"Magic Al","Soul music","Turntablism"
"Magic Al","Trap music","Guitar"
"Magic Al","Trap music","Piano"
"Magic Al","Trap music","Pro Tools"
"Magic Al","Trap music","Logic Pro"
"Magic Al","Trap music","Turntablism"
"Magic Al","Experimental music","Guitar"
"Magic Al","Experimental music","Piano"
"Magic Al","Experimental music","Pro Tools"
"Magic Al","Experimental music","Logic Pro"
"Magic Al","Experimental music","Turntablism"
"Magic Al","Hip hop music","Guitar"
"Magic Al","Hip hop music","Piano"
"Magic Al","Hip hop music","Pro Tools"
"Magic Al","Hip hop music","Logic Pro"
"Magic Al","Hip hop music","Turntablism"
"Marsha, Marsha AF3","Jazz","Piano"
"Marsha, Marsha AF3","Jazz","Singing"
"Marsha, Marsha AF3","Pop music","Piano"
"Marsha, Marsha AF3","Pop music","Singing"
"Matt Fletcher","Metalcore","Kazoo"
"Matt Fletcher","Metalcore","Electric guitar"
"Matt Fletcher","Metalcore","Bass guitar"
"Matt Fletcher","Progressive metal","Electric guitar"
"Matt Fletcher","Progressive metal","Bass guitar"
"Matt Fletcher","Progressive metal","Kazoo"
"Matt Fletcher","Hardcore punk","Bass guitar"
"Matt Fletcher","Hardcore punk","Kazoo"
"Matt Fletcher","Hardcore punk","Electric guitar"
"Maxo Kream","Hip hop music","Vocals"
"Maydie Myles","Jazz","Singing"
"Maydie Myles","Rhythm and blues","Singing"
"Maydie Myles","Soul music","Singing"
"Megon McDonough","Country music","Guitar"
"Megon McDonough","Jazz","Guitar"
"Megon McDonough","American folk music revival","Guitar"
"Merle Kilgore","Country music","Acoustic guitar"
"Metro","Hip hop music","FL Studio"
"Metro","Hip hop music","Pro Tools"
"Metro","Contemporary R&B","FL Studio"
"Metro","Contemporary R&B","Pro Tools"
"Metro Beatz","Hip hop music","FL Studio"
"Metro Beatz","Hip hop music","Pro Tools"
"Metro Beatz","Contemporary R&B","FL Studio"
"Metro Beatz","Contemporary R&B","Pro Tools"
"Metro Boomin","Hip hop music","FL Studio"
"Metro Boomin","Hip hop music","Pro Tools"
"Metro Boomin","Contemporary R&B","FL Studio"
"Metro Boomin","Contemporary R&B","Pro Tools"
"Micah J Foxx, JF, Jay France","Hip hop music","FL Studio"
"Micah J Foxx, JF, Jay France","Hip hop music","Logic Pro"
"Michael Diamond","Hard rock","Bass (guitar)"
"Michael Diamond","Hard rock","Guitar"
"Michael Diamond","Hard rock","Piano"
"Michael Diamond","Glam metal","Bass (guitar)"
"Michael Diamond","Glam metal","Guitar"
"Michael Diamond","Glam metal","Piano"
"Michael Diamond","Hard rock","Singing"
"Michael Diamond","Hard rock","Keyboard instrument"
"Michael Diamond","Glam metal","Singing"
"Michael Diamond","Glam metal","Keyboard instrument"
"Michael James","Singer-songwriter","Keyboard (instrument)"
"Michael James","Singer-songwriter","Electric guitar"
"Michael James","Hard rock","Keyboard (instrument)"
"Michael James","Hard rock","Electric guitar"
"Michael James","Jazz","Keyboard (instrument)"
"Michael James","Jazz","Electric guitar"
"Michael James","Pop music","Keyboard (instrument)"
"Michael James","Pop music","Electric guitar"
"Michael James","Punk rock","Keyboard (instrument)"
"Michael James","Punk rock","Electric guitar"
"Michael James","Rock music","Keyboard (instrument)"
"Michael James","Rock music","Electric guitar"
"Michael Saenz","Hard rock","Bass (guitar)"
"Michael Saenz","Hard rock","Guitar"
"Michael Saenz","Hard rock","Piano"
"Michael Saenz","Glam metal","Bass (guitar)"
"Michael Saenz","Glam metal","Guitar"
"Michael Saenz","Glam metal","Piano"
"Michael Saenz","Hard rock","Singing"
"Michael Saenz","Hard rock","Keyboard instrument"
"Michael Saenz","Glam metal","Singing"
"Michael Saenz","Glam metal","Keyboard instrument"
"Michael Starr","Hard rock","Bass (guitar)"
"Michael Starr","Hard rock","Guitar"
"Michael Starr","Hard rock","Piano"
"Michael Starr","Glam metal","Bass (guitar)"
"Michael Starr","Glam metal","Guitar"
"Michael Starr","Glam metal","Piano"
"Michael Starr","Hard rock","Singing"
"Michael Starr","Hard rock","Keyboard instrument"
"Michael Starr","Glam metal","Singing"
"Michael Starr","Glam metal","Keyboard instrument"
"Mick Boogie","Hip hop music","Drum kit"
"Mick Boogie","Hip hop music","Turntablism"
"Mick Boogie","Hip hop music","Piano"
"Mickey ""Guitar"" Baker","Jazz","Guitar"
"Mickey ""Guitar"" Baker","Rhythm and blues","Guitar"
"Mickey ""Guitar"" Baker","Rock and roll","Guitar"
"Mike Batio, MAB","Speed metal","Bass guitar"
"Mike Batio, MAB","Speed metal","Drum kit"
"Mike Batio, MAB","Speed metal","Guitar"
"Mike Batio, MAB","Speed metal","Singing"
"Mike Batio, MAB","Speed metal","Dean Guitars"
"Mike Batio, MAB","Speed metal","Keyboard instrument"
"Mike Batio, MAB","Traditional heavy metal","Bass guitar"
"Mike Batio, MAB","Traditional heavy metal","Drum kit"
"Mike Batio, MAB","Traditional heavy metal","Guitar"
"Mike Batio, MAB","Traditional heavy metal","Singing"
"Mike Batio, MAB","Traditional heavy metal","Dean Guitars"
"Mike Batio, MAB","Traditional heavy metal","Keyboard instrument"
"Mike Batio, MAB","Neoclassical metal","Bass guitar"
"Mike Batio, MAB","Neoclassical metal","Drum kit"
"Mike Batio, MAB","Neoclassical metal","Guitar"
"Mike Batio, MAB","Neoclassical metal","Singing"
"Mike Batio, MAB","Neoclassical metal","Dean Guitars"
"Mike Batio, MAB","Neoclassical metal","Keyboard instrument"
"Mike Batio, MAB","Progressive metal","Bass guitar"
"Mike Batio, MAB","Progressive metal","Drum kit"
"Mike Batio, MAB","Progressive metal","Guitar"
"Mike Batio, MAB","Progressive metal","Singing"
"Mike Batio, MAB","Progressive metal","Dean Guitars"
"Mike Batio, MAB","Progressive metal","Keyboard instrument"
"Mike Batio, MAB","Glam metal","Bass guitar"
"Mike Batio, MAB","Glam metal","Drum kit"
"Mike Batio, MAB","Glam metal","Guitar"
"Mike Batio, MAB","Glam metal","Singing"
"Mike Batio, MAB","Glam metal","Dean Guitars"
"Mike Batio, MAB","Glam metal","Keyboard instrument"
"Mikey Hachey","Disco","Bass guitar"
"Mikey Hachey","Disco","Singing"
"Mikey Hachey","Funk","Bass guitar"
"Mikey Hachey","Funk","Singing"
"Mikey Hachey","Third wave ska","Bass guitar"
"Mikey Hachey","Third wave ska","Singing"
"Milt Herth","Jazz","Hammond organ"
"Milt Herth","Jazz","Organ (music)"
"Miss La-Vell, Miss Lavelle White","Electric blues","Human voice"
"Miss La-Vell, Miss Lavelle White","Soul blues","Human voice"
"Miss La-Vell, Miss Lavelle White","Texas blues","Human voice"
"Moody, KDJ, J.A.N.","Detroit techno","E-mu SP-1200"
"Moody, KDJ, J.A.N.","Detroit techno","Music Production Center"
"Moody, KDJ, J.A.N.","Detroit techno","Sampler (musical instrument)"
"Moody, KDJ, J.A.N.","House music","E-mu SP-1200"
"Moody, KDJ, J.A.N.","House music","Music Production Center"
"Moody, KDJ, J.A.N.","House music","Sampler (musical instrument)"
"Mr. G","Louisiana blues","Human voice"
"Mr. G","Rhythm and blues","Human voice"
"Mr. Google Eyes","Louisiana blues","Human voice"
"Mr. Google Eyes","Rhythm and blues","Human voice"
"Mr. Showmanship","Easy listening","Singing"
"Mr. Showmanship","Easy listening","Baldwin Piano"
"Mr. Showmanship","Easy listening","Piano"
"Mtume","Jazz music","Bass guitar"
"Mtume","Jazz music","Drum kit"
"Mtume","Jazz music","Guitar"
"Mtume","Jazz music","Piano"
"Mtume","Jazz music","Synthesizer"
"Mtume","Jazz music","Percussion"
"Mtume","Post-disco","Bass guitar"
"Mtume","Post-disco","Drum kit"
"Mtume","Post-disco","Guitar"
"Mtume","Post-disco","Piano"
"Mtume","Post-disco","Synthesizer"
"Mtume","Post-disco","Percussion"
"Mtume","R&B","Bass guitar"
"Mtume","R&B","Drum kit"
"Mtume","R&B","Guitar"
"Mtume","R&B","Piano"
"Mtume","R&B","Synthesizer"
"Mtume","R&B","Percussion"
"Mtume","Electro (music)","Bass guitar"
"Mtume","Electro (music)","Drum kit"
"Mtume","Electro (music)","Guitar"
"Mtume","Electro (music)","Piano"
"Mtume","Electro (music)","Synthesizer"
"Mtume","Electro (music)","Percussion"
"Mtume","Funk music","Bass guitar"
"Mtume","Funk music","Drum kit"
"Mtume","Funk music","Guitar"
"Mtume","Funk music","Piano"
"Mtume","Funk music","Synthesizer"
"Mtume","Funk music","Percussion"
"Mtume","Soul music","Bass guitar"
"Mtume","Soul music","Drum kit"
"Mtume","Soul music","Guitar"
"Mtume","Soul music","Piano"
"Mtume","Soul music","Synthesizer"
"Mtume","Soul music","Percussion"
"Mtume","Smooth soul","Bass guitar"
"Mtume","Smooth soul","Drum kit"
"Mtume","Smooth soul","Guitar"
"Mtume","Smooth soul","Piano"
"Mtume","Smooth soul","Synthesizer"
"Mtume","Smooth soul","Percussion"
"Mtume","Hip hop music","Bass guitar"
"Mtume","Hip hop music","Drum kit"
"Mtume","Hip hop music","Guitar"
"Mtume","Hip hop music","Piano"
"Mtume","Hip hop music","Synthesizer"
"Mtume","Hip hop music","Percussion"
"Mtume","Quiet storm","Bass guitar"
"Mtume","Quiet storm","Drum kit"
"Mtume","Quiet storm","Guitar"
"Mtume","Quiet storm","Piano"
"Mtume","Quiet storm","Synthesizer"
"Mtume","Quiet storm","Percussion"
