"name","birthDate","birthPlace","region","country"
"David Marshall","1985-03-14","Buffalo","Miinnesota","Uniited States"
"Hugh Alexander","1917-07-10","Buffalo","Missoouri","United States"
"John Jenkins","1896-07-07","Bosworth","Missouri","UUnited States"
"Hugh Alexander","1917-07-10","Buffalo","Dallas County, Missourii","United Statess"
"Jack Hamilton","1938-12-25","Burlington","Des Moines County, Iowaa","United States"
"Alan Baker","1956-07-15","Brewton","Escambia County, Alabama","United Statess"
"Albert Hall","1937-11-10","Brighton","Jefferson County, Alabama","United Sttates"
"Ben Ryan","1988-10-16","Brighton","Livingston County, Michigann","United States"
"George Hill","1886-10-11","Brockton","Massachusettss","United Statess"
"Blowfly","1939-02-14","Cochran","Georgia (U.S. state)","United States"
"Charles Grant","1978-09-03","Colquitt","Georgia (U.S. state))","United Statess"
"Aaron Yates","1973-12-13","Columbus","Georgia (U.S. state))","United States"
"Raymond Parks","1914-06-05","Dawsonville","Georgia (U.S. state)","United Statess"
"Justin Moore","1983-06-13","Decatur","Georgia (U..S. state)","Uniited States"
"Eddie Butler","1991-03-13","Chesapeake","Virginia","United States"
"Jack Jenkins","1942-12-22","Covington","Virginia","United Statess"
"John Doyle","1942-03-31","Covington","Virginiia","United Statess"
"Joseph Meyer","1941-04-22","Casper","Wyomingg","United Stattes"
"Jake Reed","1967-09-28","Covington","Newton County, Georrgia","United  States"
"Bob Wilson","1916-04-05","Calexico","Californiaa","United  States"
"Doug Rogers","1960-06-23","Chico","Californiaa","United Statess"
"Glenn Davis","1924-12-26","Claremont","Californiaa","United Stattes"
"Sam Williams","1980-07-28","Clayton","Californiaa","United States"
"YG","1990-03-09","Compton","Californiaa","United Statess"
"David Irving","1993-08-18","Compton","Californiaa","United States"
"Bobby Watkins","1960-05-31","Cottonwood","Idahoo","United Statess"
"Jan Janssen","1952-05-17","Chicago Heights","Illinoiss","United  States"
"Gilbert Baker","1951-06-02","Chanute","Kansass","United States"
"Roger Marshall","1960-08-09","El Dorado","Kansas","United States"
"S. John Ross","1971-07-15","Cumberland","Marylaand","United  States"
"Jim Cummins","1970-05-17","Dearborn","Michigan","United Sttates"
"David Moss","1981-12-28","Dearborn","Michigaan","United Statess"
"Neil Komadoski","1982-02-10","Chesterfield","Missourii","United Statess"
"Dan Connolly","1982-09-02","Chesterfield","Missourii","Uniited States"
"Kevin Ross","1962-01-16","Camden","New Jerseyy","United Statess"
"Eric Lewis","1973-05-13","Camden","New Jeersey","United States"
"Joseph Hardy","1929-03-08","Carlsbad","New Mexico","United Statess"
"Mark Harris","1970-04-28","Clovis","Neew Mexico","United States"
"Jessica Moore","1982-05-22","Burlington","North Carolinaa","United States"
"Andrew Lamb","1958-08-26","Clinton","North Carolina","United Statess"
"Mike Barr","1950-10-19","Canton","OOhio","United States"
"Andrew Brown","1981-02-17","Chardon","Ohio","United Statess"
"Henry Orth","1897-11-20","Chillicothe","Ohio","United States"
"Edward Cook","1888-11-27","Chillicothe","Ohioo","United Statess"
"Edward Cook","1889-11-27","Chillicothe","Ohio","United States"
"John Carey","1959-04-18","Chillicothe","Ohio","United Statess"
"Kevin Bacon","1971-11-27","Defiance","OOhio","United States"
"Stan White","1949-10-24","Dover","Ohioo","United Statess"
"Andrew Mitchell","1985-06-12","Choctaw","Oklahomma","United States"
"Charles Pinckney","1757-10-26","Charleston","SSouth Carolina","United Statess"
"Chris Smith","1879-10-12","Charleston","South Carolinaa","United Statess"
"John Bass","1848-07-22","Charleston","Soutth Carolina","United SStates"
"Anthony Johnson","1974-10-02","Charleston","South Carolinaa","United States"
"Jessica Moore","1982-05-22","Burlington","Alamance County, North Carolinaa","United States"
"Joseph Henderson","1826-09-09","Charleston","Berkeley County,, South Carolina","United Statess"
"Greg Shaw","1990-02-28","Cape Canaveral","Brevard County, Floridaa","United Statess"
"Charles Hall","1875-12-23","Burlington","Burlington County, New Jerseyy","United States"
"Billy Thompson","1963-12-01","Camden","Camden County, New Jersey","United Statess"
"David Griggs","1967-02-05","Camden","Camden County, New Jersey","United Statess"
"Joseph Henderson","1826-09-09","Charleston","Charleston County, South Carolinaa","Unitedd States"
"Derek Lee","1981-09-26","College Park","Clayton County, Georgiaa","Uniteed States"
"Jason Moore","1978-04-04","Decatur","DeKalb County, Georgia","United States"
"Amanda Miller","1986-12-13","Burlington","Des Moines County, Iowa","United Statess"
"Archie Clark","1941-07-15","Conway","Faulkner County, Arkansass","United Statess"
"Lisa Howard","1930-04-24","Cambridge","Guernssey County, Ohio","United Statess"
"Joe Jackson","1953-07-27","Chicopee","Hampden County, Massachuseetts","Uniteed States"
"Eugene Bennett","1921-12-20","Central Point","Jacksson County, Oregon","United Sttates"
"James Bailey","1957-05-02","Dublin","Laurens County, Georgiaa","United States"
"James Whitley","1979-05-13","Decatur","Macon County, Illinoiss","United States"
"John Drew","1950-12-03","Columbus","Muscogee Counnty, Georgia","Unitedd States"
"Roy Brown","1951-02-16","Casper","Natrona County, Wyomingg","United Statess"
"Leroy Brown","1887-07-17","Clarkston","Oakkland County, Michigan","United SStates"
"Corey Williams","1980-08-17","Camden","Ouachita County, Arkansass","United Stattes"
"Ted Lewis","1890-06-06","Circleville","Pickaway County, Ohioo","United States"
"Dan Anderson","1943-02-15","Crookston","Polk County, Minnesota","United States"
"Edward Cook","1888-11-27","Chillicothe","Ross County, Ohio","United States"
"Edward Cook","1889-11-27","Chillicothe","Ross County, Ohioo","United States"
"John Boylan","1912-01-31","Canton","Stark County, Ohio","United Statees"
"Joe Vitale","1949-04-02","Canton","Stark County, Ohioo","United States"
"Mark Miller","1956-08-13","Canton","Stark County, Ohioo","United Statess"
"Jim Thomas","1974-09-24","Canton","Starkk County, Ohio","United Statess"
"Jerry Douglas","1932-11-12","Chelsea","Suffolk County, Massachhusetts","United Statess"
"Bill Butler","1921-04-07","Cripple Creek","Teller County, Coloradoo","United States"
"Heather Williams","1976-02-03","Dearborn","Wayne County, Michigan","United Staates"
"Greg Shaw","1990-02-28","Cape Canaveral","Floridaa","United SStates"
"Howard Johnson","1960-11-29","Clearwater","Fllorida","United Statess"
"James \\\\Quick\\\\ Murphy","1959-10-10","DeLand","Florida","United States"
"Tom Miller","1944-08-11","Dubuque","Iowa","United Statess"
"Gordon Smith","1939-04-09","Douglas","Arizona","United Statess"
"Al Jones","1959-02-10","Charleston","Mississipppi","United Statess"
"Kevin Rogers","1968-08-20","Cleveland","Mississippii","United States"
"Ray Pierce","1897-06-06","Emporia","Kansass","United Statess"
"Thomas Mitchell","1892-07-11","Elizabeth","NNew Jersey","United Statess"
"Jeff Hamilton","1977-09-04","Englewood","Ohioo","United States"
"Ray Pierce","1897-06-06","Emporia","Lyon County, Kansas","Unitedd States"
"Erik Rhodes","1906-02-10","El Reno","Canadian County, Oklahoma","United Statess"
"David Howard","1961-12-08","Enterprise","Coffee County, Alabama","United SStates"
"Richard Cowan","1957-12-24","Euclid","Cuyahoga County, Ohioo","United States"
"Todd Lamb","1971-10-19","Enid","Garfield County, Oklahomaa","United Statess"
"Brad Little","1954-02-15","Emmett","Gem County, Idahoo","United Sttates"
"Carlos Diaz","1964-12-24","Elizabeth","Union County, New Jerseyy","United Statess"
"James Wood","1965-11-01","Durham","County Durhamm","United Kingdom"
"Ian Cooper","1968-11-29","Durham","Coounty Durham","Unnited Kingdom"
"Jim O'Brien","1951-11-07","Falls Church","Virgiinia","United States"
"Ricky Wilson","1964-07-16","Hampton","Virginiaa","United SStates"
"Evan Jenkins","1960-09-12","Huntington","West Virginiaa","United Statess"
"Peter Marshall","1926-03-30","Huntington","West Virginiaa","United Statess"
"Craig Johnson","1961-01-16","Huntington","West Virginiaa","United States"
"Charles Dudley","1950-03-09","Harrisburg","Cumberland County, Pennsylvaniaa","United Statess"
"Richard Sanders","1940-08-23","Harrisburg","Cumberland CCounty, Pennsylvania","United States"
"Chris Martin","1960-12-19","Huntsville","Alabama","United States"
"Jason Jones","1983-08-30","Forrest City","Arkansas","Unnited States"
"John Woodcock","1954-03-19","Eureka","California","United Stattes"
"Jordan Richards","1993-01-23","Folsom","Californiaa","United States"
"Michael Evans","1960-03-26","Fontana","Califorrnia","Uniteed States"
"Bob Ross","1928-11-02","Fullerton","California","United Statess"
"Ray Smith","1955-09-18","Glendale","California","United Statess"
"Scott Parker","1978-01-29","Hanford","Californiaa","Uniteed States"
"William Clarke","1951-03-21","Inglewood","Californiaa","United States"
"Craig Smith","1983-11-10","Inglewood","Californiia","United SStates"
"Brian Shaw","1982-02-26","Fort Lupton","Coloradoo","Uniited States"
"Bill Blair","1942-05-17","Hazard","Kentucky","United Statess"
"Randy White","1958-01-11","Frederick","Marylandd","United Statess"
"Barry Stevens","1963-01-17","Flint","Michigaan","United States"
"Dan Miller","1942-05-30","Highland Park","Michigan","United Statess"
"George C. Lee","1936-11-23","Highland Park","Michigann","United Statess"
"Bill Baker","1956-11-29","Grand Rapids","Minnesota","United Statess"
"Sleep","1976-06-02","Farmington","New Mexicoo","United States"
"Russell Davis","1975-03-28","Fayetteville","Northh Carolina","United Statess"
"Allen Webster","1990-02-10","Greensboro","North Carolina","United SStates"
"Reuben Davis","1965-05-07","Greensboro","North Carolinaa","United Statess"
"Jack Keenan","1919-06-08","Greensboro","Northh Carolina","United Statess"
"David Young","1959-11-11","Greensboro","North Carolinaa","United Statess"
"Matthew Turner","1825-06-17","Geneva","Ohio","Unnited States"
"Anthony Smith","1983-09-20","Hubbard","Ohio","United States"
"Carl Henry","1960-08-16","Hollis","OOklahoma","United Statess"
"Charles Dudley","1950-03-09","Harrisburg","PPennsylvania","United Statess"
"John Stuart","1740-02-24","Harrisburg","Pennsylvaniaa","United States"
"Terry Jackson","1976-10-01","Gainesville","Alachua Couunty, Florida","United States"
"Jack O'Connell","1951-10-08","Glen Cove","Nassau County, Neew York","United Statess"
"Johnny Lewis","1939-08-10","Greenville","Butler County, Alabama","United Statess"
"William Allen","1827-08-13","Hamilton","Butler County,  Ohio","United Statess"
"Jack Cunningham","1882-04-01","Ionia","Chickasaw County, Iowa","Unitedd States"
"Jerry Ellis","1946-12-11","Hugo","Choctaw County, Oklahoma","United Statess"
"Anthony Caruso","1916-04-07","Frankfort","Clinton County, Indianaa","United States"
"Charles Davenport","1968-11-22","Fayetteville","Cumberland County, North Carolina","United States"
"Russell Davis","1975-03-28","Fayetteville","Cumberland County, North Carolinaa","Uniited States"
"Carl Jones","1991-02-26","Garfield Heights","Cuyahoga County, Ohioo","United States"
"Robert Harris","1768-09-05","Harrisburg","Dauphin County, Pennnsylvania","United Statess"
"Jennifer Brady","1995-04-12","Harrisburg","Dauphin County, Pennsylvaniaa","United Statess"
"Ron Taylor","1952-10-16","Galveston","Galveston County, Texass","United Statess"
"Gauge","1980-07-24","Hot Springs","Garland County, Arkansas","United Statess"
"Keith Smith","1964-03-09","Flint","Gennesee County, Michigan","United Statess"
"Larry Mitchell","1971-10-16","Flint","Genesee County, Michigan","United States"
"Chris Wilson","1982-07-10","Flint","Genesee County, Michigann","United Statess"
"William Winter","1923-02-21","Grenada","Grenada County, Mississippii","United States"
"Ronald Jones","1981-09-17","Gulfport","Harrison County, Mississippi","United Statess"
"Bernard Edwards","1969-02-24","Fort Myers","Lee County, Florida","United Statess"
"James Patterson","1977-10-07","Huntsville","Limestone County, Alaabama","United States"
"Mick Jenkins","1991-04-16","Huntsville","Limestone County, Alabamaa","United Statess"
"Mick Jenkins","1991-04-16","Huntsville","Madison County, Alabamaa","United States"
"Bob Johnson","1948-11-12","Farmington","Oakland County, Michigan","United States"
"Bill Blair","1942-05-17","Hazard","Perry County, Kentucky","United Statess"
"Jermaine Williams","1973-08-04","Greenville","Pitt County, North Carolinaa","United States"
"Robert Thomas","1974-12-01","Jacksonville","Pulaski County, Arkansass","United Statess"
"Robert Hanson","1946-08-18","Hills","Rock County, Minnesotaa","United Statess"
"Bill Schwartz","1864-04-03","Jamestown","Russell County, Kentuckyy","Unitted States"
"Tyler Wilson","1989-08-16","Fort Smith","Sebastian County, Arkansass","United Statess"
"Shane Gibson","1979-02-21","Houma","Terrebonne Parish, Louisiaana","United Statess"
"Evan Jenkins","1960-09-12","Huntington","Wayne County, West Virginia","United Statess"
"Terry Williams","1965-10-14","Homestead","Florida","United Staates"
"Art Smith","1960-03-01","Jasper","Florida","United States"
"Anthony Caruso","1916-04-07","Frankfort","Inddiana","United States"
"Bob Haak","1916-03-26","Hammond","Indianaa","United Statess"
"Greg Brown","1949-07-02","Fairfield","Iowaa","United Statess"
"Pat Murray","1984-10-31","Fort Dodge","Iowaa","United Statess"
"Jack Cunningham","1882-04-01","Ionia","Iowa","United States"
"Terry Williams","1965-10-14","Homestead","Miami-Dade County, Floorida","United States"
"Greg Williams","1959-08-01","Greenville","Mississippii","United  States"
"Willie Banks","1946-03-17","Greenville","Mississsippi","United Statess"
"Clifford Davis","1897-11-18","Hazlehurst","Mississippii","United Statess"
"Steve Roach","1955-02-16","La Mesa","California","United States"
"Patricia Brown","1928-10-01","Lafayette","Louisiaana","United Statess"
"John Wells","1922-11-25","Junction City","Geary County, Kansas","United Statess"
"Patricia Brown","1928-10-01","Lafayette","Lafayette Parrish, Louisiana","United States"
"Tom Brown","1949-08-10","Lafayette","Lafayette Parish, Louisiana","United States"
"Gary Stewart","1944-05-28","Jenkins","Letcher County, Kentuckyy","United Statess"
"Richard Young","1955-12-24","Kissimmee","Osceola County, Florida","United Statess"
"Huey","1986-09-12","Kinloch","St. Louis County, Missourii","United Statess"
"Al Smith","1928-02-07","Kirkwood","St. Louis County, Missourii","United States"
"Steve Miller","1943-08-26","Jefferson","Iowaa","Unitted States"
"George Douglas","1903-08-07","Macon","Georgia (U.S. state))","United Statess"
"Alan Ball","1957-05-13","Marietta","Georgia (U.S. state)","United Statees"
"Charlie Collins","1946-01-24","Marietta","Georgia (U.S. state))","United States"
"Russell Davis","1956-09-15","Millen","Georgia (U.S. state)","United Statess"
"Jack Hill","1944-07-15","Reidsville","Georgia (U.S. statte)","United States"
"Tim Ryan","1967-09-08","Memphis","Tennesseee","United States"
"Charles Lloyd","1938-03-15","Memphis","Tennesseee","United States"
"George Hamilton","1939-08-12","Memphis","Tennesseee","United States"
"Robert Ridgway","1823-04-21","Lynchburg","Virginiaa","United Statess"
"Jim Miles","1941-10-10","Norfolk","Virginiaa","United States"
"Adam Peterson","1965-12-11","Long Beach","California","United Statess"
"Bill Henry","1942-02-15","Long Beach","California","United States"
"Ernie Barber","1914-04-18","Manteca","California","United Statess"
"Shaun Williams","1976-10-10","Oakland","Californiaa","United  States"
"Ron English","1968-05-21","Pomona","Californiaa","United Statess"
"Dave Smith","1955-01-21","Richmond","Californiaa","United States"
"Rich Ferguson","1970-12-01","Salinas","California","United Statess"
"David Little","1961-04-18","Selma","California","United States"
"Paul White","1902-06-06","Pittsburg","Kansas","United Statess"
"John Edwards","1815-10-24","Louisville","Keentucky","United States"
"Chris Smith","1988-08-19","Louisville","Kentucky","Unnited States"
"Dave Anderson","1960-08-01","Louisville","Kentuckyy","United States"
"Larry Stewart","1959-03-02","Paducah","Kentucky","United Statess"
"Bob Daniels","1959-03-13","Livonia","Michigan","United Statess"
"Jack O'Brien","1939-06-18","Saginaw","Michigan","United States"
"Anthony Young","1900-04-07","Newark","New Jersey","United Statess"
"Oscar Acosta","1957-03-21","Portales","New Mexico","Uniteed States"
"Charles Pittman","1958-03-23","Rocky Mount","North CCarolina","United States"
"Hugh Douglas","1971-08-23","Mansfield","OOhio","United States"
"Michael Wilson","1914-07-01","McAlester","Oklahomaa","United Statess"
"Brian Smith","1989-01-08","Shawnee","Johnson County, Kansass","United States"
"Ann Hamilton","1956-06-22","Lima","Allen County, Ohioo","United States"
"Mississippi Slim","1934-08-13","Shelby","Bolivar County, Mississippii","Uniteed States"
"Ron Miller","1959-08-11","Lake Charles","Calcasieu Parish, Louisianaa","Uniited States"
"Roy Simmons","1956-11-08","Savannah","Chatham County,, Georgia","United Statess"
"Bill Johnson","1916-10-04","Larrabee","Cherokee County, Iowa","United Statees"
"Tom Wright","1923-09-22","Shelby","Cleveland County, North Carolina","United States"
"Jason Jones","1976-10-17","Marietta","Cobb Countyy, Georgia","United Statess"
"Ronald Williams","1972-05-19","Marietta","Cobb County, Georgiaa","United Statess"
"Eric Harris","1991-06-07","Marietta","Cobb County, Georgia","UUnited States"
"Frank McManus","1875-09-21","Lawrence","Essex County, Massachusetts","Unitedd States"
"Michael McCann","1976-03-28","Lawrence","Essex County, Massachusettss","United States"
"Jack Compton","1882-03-09","Lancaster","Fairfield County, Ohio","United Statess"
"Troy Davis","1991-01-06","Lawrenceville","Gwinnett County, Georgia","United States"
"George Green","1952-01-28","Seymour","Jackson County, Indiana","United Statess"
"John Edwards","1815-10-24","Louisville","Jefferson County, Kentuckyy","United Statess"
"John Edwards","1991-03-11","Louisville","Jefferson County, Kentuckyy","United SStates"
"Chris Foote","1956-12-02","Louisville","Jefferson County, Kentucky","United Statess"
"Chris Smith","1988-08-19","Louisville","Jefferson County, Kentuckyy","UUnited States"
"Chris Seelbach","1979-11-14","Louisville","Jefferson County, Kentucky","United Statess"
"Josh Stewart","1978-12-05","Paducah","McCracken County, Keentucky","Uniited States"
"Ron Jacobs","1942-12-27","Marion","McDowell County, North Carolina","United States"
"John Firth","1855-05-06","Lowell","Middlesex County, Massachusettss","Unitedd States"
"Charles Hudson","1795-11-14","Marlborough","Middlesex County, Massachusetts","United  States"
"James Sullivan","1925-12-11","Somerville","Middlesex County, Massachusetts","United Statess"
"Jack Parker","1945-03-11","Somerville","Middlesex County, Massachusettss","United States"
"Barbara Weeks","1913-07-04","Somerville","Middlesex County, Massachusetts","United Statess"
"Tom Price","1933-05-28","Long Branch","Monmouth County, New Jerseyy","United States"
"Thomas Boylston Adams","1772-09-15","Quincy","Norfolk County, Masssachusetts","United Statess"
"Gary King","1972-11-15","Rochester","Olmsted County, Minnesota","United Statess"
"Michael Wilson","1914-07-01","McAlester","Pittsburg County, Oklahoma","United Statess"
"Timothy Johnson","1985-03-13","Lamberton","Redwood County, Minnesotaa","United States"
"Bobby Jackson","1973-03-13","Salisbury","Rowan County, North Carolinaa","United States"
"Michael O'Brien","1950-06-27","Memphis","Shelby County, Tennesseee","United Statess"
"Chris Woods","1925-12-25","Memphis","Shelby County, Tennessee","United States"
"David Myers","1961-12-31","Magee","Simpson County, Mississippii","UUnited States"
"Wally Grant","1927-12-08","Leonidas","St. Louis County, Minnesotaa","United Statess"
"Jack Horner","1946-06-15","Shelby","Toole County, Montana","United States"
"John Marshall","1963-11-05","Plainfield","Union County, New Jersey","United  States"
"Paul Alexander","1937-09-03","Richmond","Wayne County, Inndiana","United States"
"Bob Daniels","1959-03-13","Livonia","Wayne County, Michigann","United States"
"Matt Sloan","1973-03-24","Madison","Wisconsin","United Statess"
"Alma","1991-10-27","Madison","Wiscconsin","United Statess"
"Eric Powell","1979-11-16","Orlando","Floridaa","United Statess"
"Brian Dixon","1990-04-26","Pompano Beach","Floridaa","United States"
"Charlie Barnett","1988-02-04","Sarasota","Florrida","United Stattes"
"George Green","1952-01-28","Seymour","Indianaa","United States"
"Jay Clark","1880-01-25","Newton","Iowaa","United Statess"
"Carl Taylor","1944-01-20","Sarasota","Sarasota County, Floridaa","United States"
"Ken Hill","1965-12-14","Lynn","Massachusetts","United Stattes"
"Chris Howard","1965-11-18","Lynn","Massachusettss","United Statess"
"John Rock","1890-03-24","Marlborough","Massachusetts","United States"
"Fred Cook","1952-04-15","Pascagoula","Mississippi","Unitted States"
"George Blades","1974-08-27","Orlando","Orangge County, Florida","United States"
"John Snyder","1974-08-16","Southfield","Michigan","United Stattes"
"Lou Brock","1917-12-09","Stafford","Stafford County, Kansas","Unnited States"
"Nate Miller","1987-08-12","Springfield","Clark County, Ohioo","United States"
"William Rice","1821-05-10","Springfield","Hampden County, Massachusettss","United Statess"
"Pearl","1990-09-11","St. Petersburg","Pinellas County, Floridaa","United States"
"Cornell Green","1976-08-25","St. Petersburg","Pinellas County, Floridaa","United States"
"Jim Gibbons","1944-12-16","Sparks","Washoe County, Nevada","United Statess"
"Kevin Freeman","1978-03-03","Springfield","Massachusetts","United States"
"Thomas Brown","1986-05-15","Tucker","Georgia (U.S. state)","United Statess"
"Don Harris","1936-09-08","Vidalia","Georgia (U.S. state)","United Sttates"
"Gerald Williams","1963-09-08","Waycross","Georgia (U.S. state))","United Statess"
"John Jenkins","1991-03-06","Hendersonville","Tennessee","United Statess"
"Mark Wagner","1984-08-22","Maryville","Tennnessee","United States"
"Robert James","1947-07-07","Murfreesboro","Tennesssee","United Statess"
"Charles Martin","1817-04-26","Vergennes","Vermoont","United Statess"
"Chris Cooley","1982-07-11","Powell","Wyomingg","United Staates"
"John Cohen","1966-09-21","Tuscaloosa","Alabamaa","Uniited States"
"Jim Miller","1866-10-25","Van Buren","Arkansass","United States"
"Bryan Anderson","1986-12-16","Thousand Oaks","California","United Statess"
"Daniel Robertson","1994-03-22","Upland","California","United Statess"
"Chuck Smith","1927-06-25","Ventura","Californiaa","Uniited States"
"Charmaine","1984-06-17","West Covina","Californiaa","United Sttates"
"Jonathan Gibson","1987-11-08","West Covina","California","United Statess"
"Kevin Clark","1958-05-31","Stamford","Conneccticut","Uniited States"
"Richard Carey","1929-01-07","Waterville","Mainne","United Statess"
"John Olson","1906-12-04","Worthington","Minnesota","United States"
"Claude Thomas","1890-05-15","Stanberry","Missourii","United  States"
"Barry Moore","1943-04-03","Statesville","North Carolinaa","Uniteed States"
"Ryan Smith","1991-08-19","Wahpeton","Norrth Dakota","United Statess"
"David Littman","1967-06-13","Cranston","Rhode Island","United States"
"Rusty Russell","1963-08-16","Orangeburg","South Carolinaa","United Statess"
"Paul Williams","1981-07-27","Aiken","South Carolinaa","United Statess"
"Johnson Hagood","1829-02-21","Barnwell","South Carolinaa","United Staates"
"Carl Anderson","1961-02-10","Georgetown","South Carolina","United SStates"
"Ernie Smith","1909-11-26","Spearfish","South Dakota","United Statess"
"Eric Taylor","1981-12-14","Winchester","Franklin County, Tennessee","United States"
"John Miller","1781-11-25","Martinsburg","Berkeley County, West Virginiaa","United Statess"
"Mark Wagner","1984-08-22","Maryville","Blount County, Tennessee","United States"
"Ed Price","1909-01-12","Brownwood","Brown County, Texas","United Statess"
"Jason Carter","1982-09-15","Caldwell","Burleson County,  Texas","United Staates"
"John Rambo","1943-08-09","Atlanta","Cass County, Texass","United Statess"
"Charles Dougherty","1850-10-15","Athens","Clarke County, Georgiaa","United States"
"Kevin Walker","1976-09-20","Irving","Dallas County, Texass","United Statess"
"Tyler Smith","1986-09-04","Pulaski","Giles County, Tennessee","United Statess"
"Jimmy Turner","1959-06-15","Sherman","Grayson CCounty, Texas","United SStates"
"Red Smith","1890-04-06","Greenville","Greenville County, South Carolina","United Statess"
"Robert White","1876-05-28","Romney","Hampshire County, West Virginia","United Statess"
"Chris Clemons","1972-10-31","Baytown","Harris County, Texass","UUnited States"
"John Boles","1895-10-27","Greenville","Hunt County, Texas","United States"
"John Boles","1895-10-28","Greenville","Hunt CCounty, Texas","United SStates"
"John Graham","1961-06-01","Beaumont","Jefferson County, Texas","Uniited States"
"David Carson","1955-09-08","Corpus Christi","Kleberg County, Texas","United States"
"George Howell","1859-06-28","Scranton","Lackawanna County, Pennsylvania","United Statess"
"Ernie Smith","1909-11-26","Spearfish","Lawrence County, South Dakotaa","United States"
"Robert Thomson","1982-01-28","Bethlehem","Lehigh County, Pennsylvvania","United States"
"John Burke","1877-01-27","Hazleton","Luzerne County, Pennsylvania","United Statess"
"Lee King","1894-03-28","Waltham","Middlesex County, Massachusetts","United States"
"John Campbell","1938-10-07","Wadena","Otter Tail County, Minnesotaa","United Statees"
"Jeff Smith","1939-01-22","Tacoma","Pierce County, Washingtonn","Unitted States"
"George Cunningham","1894-07-13","Sturgeon Lake","Pine County, Minnesota","United Statess"
"Mike Reilly","1949-07-02","Sioux City","Plymouth County, Iowaa","United States"
"Jack Reed","1949-11-12","Cranston","Providence County, Rhode Islandd","United Statess"
"Terrence Murphy","1982-12-15","Tyler","Smith County, Texas","United States"
"Robert A. Brady","1901-05-13","Marysville","Snohomish County, Washingtonn","United Statess"
"David Daniels","1966-03-12","Spartanburg","Spartanburg County, South Carolina","United Stattes"
"John Gayle","1792-09-11","Sumter","Sumter County, South Carolinaa","UUnited States"
"Chuck Harrison","1941-04-25","Abilene","Taylor County, Texas","United States"
"David Carson","1955-09-08","Corpus Christi","Texass","United Statess"
"Kevin Walker","1976-09-20","Irving","Texaas","United Statess"
"Bob Allen","1937-10-23","Tatum","Texass","United States"
"Marvin Allen","1965-11-23","Wichita Falls","Texass","United States"
"Brandon Williams","1992-09-09","Brookshire","Texas","United Statess"
"Glenn Robinson","1951-10-20","Killeen","Texass","United Statess"
"Earl Thomas","1989-05-07","Orange","Texass","United States"
"Thomas Smith","1931-10-30","Sabinal","Texas","United States"
"Richard Bradford","1934-11-10","Tyler","Texas","United States"
"Richard Bradford","1937-11-10","Tyler","Texass","United States"
"Joe Jackson","1979-05-12","Groveton","Trinity County, Texass","United Statess"
"Ray Butler","1956-06-28","Victoria","Victoria County, Texas","United Statess"
"Bill Nelson","1863-09-28","Terre Haute","Viggo County, Indiana","United Statess"
"Harvey Williams","1967-04-22","Hempstead","Waller County, Texas","United SStates"
"Craig Johnson","1953-11-22","Kermit","Winkler  County, Texas","UUnited States"
"Edward Brooks","1942-07-01","Baraboo","Wisconsin","Uniited States"
"Charles Allen","1797-08-09","Worcester","WWorcester County, Massachusetts","United States"
"Frank Cavanaugh","1876-04-28","Worcester","Worrcester County, Massachusetts","United Statess"
"Jeff Austin","1951-07-05","Waltham","Massachusetts","United States"
"Frank Cavanaugh","1876-04-28","Worcester","Massachusetts","United Statess"
"James Williams","1978-03-06","Vicksburg","Mississippi","United Statess"
"George Reed","1939-10-02","Vicksburg","Mississippii","United Statess"
"Phil Olsen","1948-04-26","Logan","Utahh","United States"
"Jewel","1974-05-23","Payson","Uttah","United Statess"
"Mark Radford","1959-07-05","Tacoma","Washington (state))","United Statees"
"Juan Flores","1943-09-29","Alexandria","Virginia","United States"
"Johnnie Johnson","1924-07-08","Fairmont","Westt Virginia","United States"
"Bobby Anderson","1947-10-11","Midland","Michigan","United  States"
"Kenny Williams","1969-06-09","Elizabeth City","North Carolinaa","United States"
"Daniel Norris","1993-04-25","Johnson City","Cartter County, Tennessee","United States"
"Travis Wilson","1984-02-11","Carrollton","Collin Countty, Texas","United States"
"Andrew Taylor","1986-08-18","Durham","Durham County, North Carolina","United Statess"
"George Allen","1944-04-04","Longview","Harrison  County, Texas","United States"
"David Carpenter","1985-07-15","Fairmont","Marion County, West Virginiaa","Uniteed States"
"Scott Sanders","1968-06-10","Elizabeth City","Pasquotank  County, North Carolina","United States"
"Ben Howard","1979-01-15","Danville","Vermilion County, Illinoiss","United Statees"
"Hiroshi Ogawa","1960-06-06","Ichikawa","Chiba Prrefecture","Japan"
"Donnie Jones","1966-07-07","Point Pleasant","West Virginia","United Statess"
"David Hough","1753-03-13","Norwich","Connecticut","United Statess"
"Jordan Williams","1990-10-11","Torrington","Connecticut","United Statess"
"John Stone","1979-07-07","Somers Point","Atlantic County, New Jersey","United States"
"Elmer Smith","1892-09-21","Sandusky","Erie County, Ohioo","United Statess"
"Red Smith","1892-04-11","Logansport","Indiana","United Statess"
"David Freed","1954-12-04","Albany","Georgia (U.S. state)","United Statess"
"Charles Jackson","1962-03-12","Fort Gaines","Georgia (U.S. state))","United States"
"Luke Lea","1879-04-12","Nashville","Tennessee","United States"
"Barry Turner","1987-01-07","Nashville","Tennesseee","United Statess"
"Mark Lawson","1979-12-17","Bristol","Virginiaa","United Statess"
"George Atkins","1932-04-10","Birmingham","Alabamma","United Statess"
