"name","birthDate","birthPlace","region","country"
"Gary Plummerrr","1962-02-21","Highland Parkk","Michigann","United States"
"Georrge C. Leee","1936-11-23","Highland Parkk","Michigan","United States"
"Frederick Weberrr","1905-12-01","Kalamazooo","Michigan","United States"
"Jim Slaterr","1982-12-09","Lapeerr","Michigan","United States"
"Jack  Powell","1891-08-17","Holcombb","Missourii","United States"
"George Rice","1944-06-20","Libertyy","Missourii","United States"
"Trevor Robinsonn","1990-05-16","Kearney","Nebraska","United States"
"Earl Wilsson","1958-09-13","Long Branchh","New Jersey","United States"
"Ben Adamss","1890-03-31","Newarkk","New Jerseyy","United States"
"Levii BBrown","1984-03-16","Jacksonvillee","North Carolinaa","United States"
"Carl JJoones","1991-02-26","Garfield Heights","Ohiio","United States"
"Adamm Hughess","1982-08-02","Lancasterr","Ohiio","United States"
"Bruce  Brubakerr","1910-12-29","Harrisburg","Pennsylvania","United States"
"Bruce Brubaker","1941-12-29","Haarrisburg","Pennsylvania","United States"
"Steve Sidwelll","1944-08-30","Winfieldd","Cowley County, Kansass","United States"
"George LLee","1873-11-02","Leavenworthh","Leavenworth County, Kansass","United States"
"Brad Hillll","1962-05-02","Galva","McPherson County, Kansass","United States"
"Johnn Duncaan","1953-06-17","Wichitaa","Sedgwick County, Kansass","United States"
"Couurtney Johnsonn","1939-12-20","Glasgow","Barren County, Kentuckyy","United States"
"Mike Kelley","1975-03-26","Laamar","Barton County, Missouri","United States"
"Dale Stephenss","1959-11-23","Huntington","Cabell County, West Virginiaa","United States"
"Harry Holttt","1957-12-29","Harlingenn","CCameron County, Texas","United States"
"James Moody","1925-03-26","Savannahh","Chatham County,, Georgia","United States"
"George Cochrann","1889-02-12","Rusk","Cherokee County, Texass","United States"
"Jim Pricee","1941-10-13","Harrisburg","Dauphin County, Pennsylvaniaa","United States"
"Ted Broown","1957-02-15","High Pointt","Davidson County, North Carolinaa","United States"
"Wayne Coopeer","1956-11-16","Milan","Dodge County, Georgiaa","United States"
"Earl Jones","1961-01-13","Oak Hill","Fayette County, West Virginiaa","United States"
"Chris  Wardd","1978-12-11","Galveston","Galvestonn County, Texas","United States"
"Ted Brownnn","1957-02-15","High Pointt","Guilford County, North Carolinaa","United States"
"Jack Gloverrr","1996-05-17","Golden Valley","Hennepin County, Minnesota","United States"
"Spike Joness","1947-07-09","Louisvillee","JJefferson County, Georgia","United States"
"Bruce Johnsonnn","1950-06-05","Louisvillee","Jefferson County, Kentuckyy","United States"
"Derek Anderson","1974-07-18","Louisvillee","Jefferson County,, Kentucky","United States"
"Dixie Howelll","1920-04-24","Louisviille","Jefferson County, Kentucky","United States"
"D. J. Johhnsonn","1966-07-14","Louisvillee","Jefferson Counnty, Kentucky","United States"
"Jacck Parr","1936-03-13","Louisvillee","Jefferson County, Kentucky","United States"
"Tom Terrellll","1867-06-29","Louisville","Jefferson County, Kentucky","United States"
"Charles Andersonn","1814-06-01","Louisvillee","Jefferson County, Kentucky","United States"
"Wayne Moore","1945-08-17","Beaumontt","Jefferson County, Texas","United States"
"Russsell Davis","1956-09-15","Millenn","Jenkins County, Georgia","United States"
"Nick Hardwickk","1981-09-02","Franklinn","Johnson County, Indiana","United States"
"Frederick Weberr","1905-12-01","Kalamazooo","Kalamazoo CCounty, Michigan","United States"
"Jammie Brownn","1977-03-31","Meridian","Lauderdale County, Mississippi","United States"
"Paul  Carterr","1894-05-01","Laake Park","Lowndes County, Georgiaa","United States"
"Jeff Jacksonnn","1955-06-22","Roseville","Macomb County, Michigan","United States"
"Mark KKrikoriann","1960-03-28","Maldenn","Middlesex County, Massachusettss","United States"
"John Cannon","1960-07-30","Long Branchh","Monmouth County, New Jersey","United States"
"Dennis Hughess","1948-02-22","Seneca","Oconee County, South Carolinaa","United States"
"Jake Taylorr","1983-08-01","Rocchester","Olmsted County, Minnesotaa","United States"
"Pete Johnsonn","1954-03-02","Fort Valleyy","Peach County, Georgiaa","United States"
"Aleexx White","1988-08-29","Grreenville","Pitt County, North Carolinaa","United States"
"Billl Green","1960-04-28","Laurel","Prince George's County, Marylandd","United States"
"Mary Taaylorr","1966-03-07","Greeen","Summit County, Ohio","United States"
"George Jacksonn","1945-03-12","Indianoola","Sunflower County, Mississippi","United States"
"Scott Chandler","1985-07-23","Bedfordd","Texas","United States"
"Scott WWilson","1942-03-29","Thomasvillee","Thomas County, Georgiaa","United States"
"Kid Butler","1887-08-09","Franklin","Venango County, Pennsylvaniaa","United States"
"Charles Clarkkk","1811-05-24","LLebanon","Warren County, Ohio","United States"
"Mickey Sutton (cornerback))","1960-08-28","Greenvillee","Washington County, Mississippii","United States"
"Doug Reynnoldss","1976-02-08","Huntingtonn","Wayne County, West Virginiaa","United States"
"John  Crawfordd","1920-09-13","Colfaxx","Whitman County, Washington","United States"
"Red Anderson","1912-06-19","Lawton","Iowa","United States"
"Don Lee","1934-02-26","Gloobe","Arizona","United States"
"George Bemiss","1816-10-13","Watertown","Massachuseetts","United States"
"Andy LLarkin","1974-06-27","Chelann","Washington (state))","United States"
"Thomas J. CCampbell","1886-10-27","Gardnerr","Massachusettss","United States"
"George Bemis","1816-10-18","Watertown","Massachusettss","United States"
"John Boyddd","1796-08-07","Nashvillee","Tennnessee","United States"
"Michael Colemaan","1975-08-16","Nashhville","Tennessee","United States"
"Charles Davis","1958-10-05","Nashvillee","Tennesseee","United States"
"Robert Drummondd","1967-06-21","Syracusee","New Yorkk","United States"
"Andrrew Wilsonn","1950-12-26","Syraccuse","New Yorkk","United States"
"David King","1963-05-19","Mobilee","Alabamaa","United States"
"Anthony Marshalll","1970-09-16","Mobile","Alabamaa","United States"
"SScott Hunterr","1947-11-19","Mobilee","Alabamma","United States"
"John Bakerrr","1981-01-20","AAlameda","California","United States"
"Gordon Connell","1923-03-19","Berkeleyy","California","United States"
"Jim Leewiss","1964-07-20","Jacksoon","Jackson County, Michigan","United States"
"Jonathan AAustinn","1984-10-06","Hagerstown","Maryland","United States"
"Dennis Scott","1968-09-05","Hagerstownn","Maaryland","United States"
"David Anthonnyy","1955-06-16","Marquettee","Michhigan","United States"
"Malcolm Thomas","1988-11-08","Colummbia","Missourri","United States"
"Gary Andersonn","1961-04-18","Columbiaa","Missouri","United States"
"Godfreyy","1969-07-21","Lincoln","Nebraska","United States"
"Pauline Bushhh","1886-05-22","LLincoln","Nebraskaa","United States"
"John Hoffmann","1943-10-31","Aberdeeen","Soutth Dakota","United States"
"Thomas Duunnn","1925-12-21","Aberdeenn","South Dakotaa","United States"
"Thomas Colemann","1808-06-16","Baarnstable","Barnstable County, Massachusetts","United States"
"Rosss Barbourr","1928-12-31","Columbus","Bartholommew County, Indiana","United States"
"Brad WWalker","1981-06-21","Aberdeenn","Brown County, South Dakota","United States"
"Davvid Lewiss","1961-06-08","Portland","Clackkamas County, Oregon","United States"
"Mark Smith","1967-04-10","Portlandd","Clackamas Countty, Oregon","United States"
"Chris Baileey","1962-03-26","Portlandd","Clackamas County, Oregonn","United States"
"Daniel Parker","1959-11-18","Portland","Clackamas CCounty, Oregon","United States"
"Thomas Mann","1991-09-27","Portland","Clackamas County, Oregon","United States"
"Hillary Scottt","1986-04-01","Nashvillle","Davidson County, Tennessee","United States"
"Jamees Reese","1968-12-05","Nashvillee","Davidson County, Tennesseee","United States"
"John Noelll","1888-02-06","Nashvillee","Davidson County, Tennessee","United States"
"Michaeel Coleman","1975-08-16","Nashvillee","Davidson County, Tennessee","United States"
"James Craiig","1912-02-04","Nashvillee","Davidson County, Tennesseee","United States"
"David Harrisonn","1982-08-15","Nashvillee","Davidson County, Tennesseee","United States"
"Bob Reynolds (American foootball, born 1939)","1939-01-22","Nashville","Davidson County, Tennesseee","United States"
"James Wilkess","1958-04-01","Nashville","Davidson County, Tennesseee","United States"
"Paul Lacostee","1974-09-03","Jaackson","Hinds County, Mississippi","United States"
"James  Robinson","1970-08-31","Jackson","Hinds County, Mississippi","United States"
"John Maxwell","1944-07-12","Jacksonn","Hiinds County, Mississippi","United States"
"Glen Collinsss","1959-07-10","Jacksonn","Hinds County, Mississippi","United States"
"Joe Glennn","1949-03-07","Lincoln","Lancaster County, Nebraskaa","United States"
"JJim Hannaa","1967-10-02","Lincolnn","Lancaster County, Nebraska","United States"
"John Jacksonnn","1885-02-14","Liincoln","Lancaster County, Nebraskaa","United States"
"Paul Simon","1928-11-29","Eugene","Lane County,, Oregon","United States"
"Chris Brownn","1961-08-15","Jacksonn","Madison County,  Mississippi","United States"
"John Thompsonn","1957-01-18","Jacksonn","Madison County, Mississippi","United States"
"Charles Thomass","1986-01-21","Jacksonn","Madison County, Mississippii","United States"
"Robert Grayyy","1969-04-14","JJackson","Madison County, Mississippii","United States"
"DDavidd Anthony","1955-06-16","Marquette","Marquette County, Michigann","United States"
"Joe Keenann","1958-07-14","Cambridgee","Middlesex County, Massachusettss","United States"
"Mark Harriss","1962-08-01","Mobille","Mobile County, Alabama","United States"
"John Forbess","1964-03-09","Mobiile","Mobile County, AAlabama","United States"
"Sherman WWilliamss","1973-08-13","Mobile","Mobile County,  Alabama","United States"
"Bob Johnson","1920-05-04","Portlaand","Multnomah County, Oregon","United States"
"Hal Ericksonn","1919-07-17","Portlandd","Multnomah County, Oregonn","United States"
"Chris Baileyy","1962-03-26","Portland","Multnomah Countty, Oregon","United States"
"John Reedd","1887-10-22","Portland","Multnomah County, Oregon","United States"
"Mike Schultz","1920-12-17","SSyracuse","Onondaga County, New York","United States"
"Paul Lacosteee","1974-09-03","Jacksonn","Rankinn County, Mississippi","United States"
"John Maaxwelll","1944-07-12","Jackson","Rankin County, Mississippi","United States"
"Mike Bolanddd","1942-08-20","Davenportt","Scottt County, Iowa","United States"
"Leo Burkeee","1934-05-06","Hagerstownn","Washington County, Maryland","United States"
"William Smithhh","1928-09-17","Porrtland","Washington County, Oregon","United States"
"Mark Hudsonn","1951-08-23","PPortland","Washington Countty, Oregon","United States"
"Derek Andersonnn","1983-06-15","Portlannd","Washhington County, Oregon","United States"
"Malcoolm Thhomas","1988-11-08","Columbiaa","Boonne County, Missouri","United States"
"Gary Andersonnn","1961-04-18","Columbiaa","Boone County, Missourii","United States"
"Harrry Hansenn","1884-12-26","Daavenport","Iowaa","United States"
"William Carpenterr","1940-10-31","Cambridgee","Massachusettss","United States"
"Charles Eliott","1859-11-01","Cambridge","Massacchusetts","United States"
"John Marshalll","1932-11-12","Cambridgee","Massachusettss","United States"
"SSusan Daviss","1944-04-13","Cambridge","Massachusettts","United States"
"Richard  Grenierr","1933-12-30","Cambridgge","Massachusettss","United States"
"Bill Barrettt","1900-05-28","Cambrridge","Massachusetts","United States"
"Paul Lacosteee","1974-09-03","Jacksonn","Mississiippi","United States"
"Aaroon Harperr","1981-03-12","Jacksonn","Mississippi","United States"
"John Formann","1925-04-27","Jackkson","Mississsippi","United States"
"Chris Browwn","1961-08-15","Jackson","Mississippii","United States"
"John Williammss","1945-10-27","Jackson","Mississippii","United States"
"Randaall Edwardss","1961-08-13","Eugene","Oregonn","United States"
"Donald Cook","1901-09-26","Poortland","Oregonn","United States"
"James Allen","1979-11-11","Portland","Oregoon","United States"
"Chad  Hayes","1961-04-21","Porttland","Oreggon","United States"
"Thomas Mannnn","1991-09-27","Portlandd","Oregon","United States"
"GGeorge Rosee","1942-01-01","Brunswick","Georgia (U.S. state))","United States"
"Paul Lambertt","1970-03-09","Birminghham","Alabamaa","United States"
"Tim Harriss","1964-09-10","Birmmingham","Alabamaa","United States"
"Alan  Hunter","1957-02-14","Birminghamm","Alabama","United States"
"Alann Johnsonn","1983-08-24","Birmingham","Alabama","United States"
"Mark Altmannn","1965-02-07","Brea","California","United States"
"Jeremy HHowardd","1981-06-12","Burbank","California","United States"
"Brett  Youngg","1967-04-03","Carsonn","Californiaa","United States"
"Sungg Minn","1982-10-15","Cerritos","Caliifornia","United States"
"Tinkk","1995-03-18","Calumet City","Illinoiss","United States"
"George Clarkk","1894-03-20","CCarthage","Illiinois","United States"
"Barbara Morgann","1900-07-08","Buffalo","Kansas","United States"
"Eddie HHunter","1905-02-06","Bellevue","Kenttucky","United States"
"Steve Daviss","1952-11-19","Bossier City","Louisianaa","United States"
"Don Brennann","1903-12-02","Auugusta","Maine","United States"
"Bob Rush","1925-12-21","Battle Creek","Miichigan","United States"
"Joohn Rainey","1864-07-26","Birmingham","Michigan","United States"
"Tim O'Brienn","1946-10-01","Austiin","Minnnesota","United States"
"Bob Hawkss","1941-04-24","Billingss","Moontana","United States"
"Charles Halll","1875-12-23","Burlington","New Jersey","United States"
"Eric Lewisss","1973-05-13","Camden","New Jersey","United States"
"George Willson","1925-08-30","Cherryville","North Carolinaa","United States"
"Michael Hawkinss","1972-10-28","Cantton","Ohioo","United States"
"Joee Thomass","1948-03-09","Cantonn","Ohioo","United States"
"Jim Thhomas","1974-09-24","Cantonn","Ohio","United States"
"Peteer Beck","1952-12-11","Butler","Pennsylvaniaa","United States"
"CCharles Pinckneyy","1757-10-26","Charleston","South Carolinaa","United States"
"Johhn Basss","1848-07-22","Chaarleston","South Carolinaa","United States"
"Charles PPinckney","1757-10-26","Charlestonn","Beerkeley County, South Carolina","United States"
"Chris   Smith","1879-10-12","Charleston","Berkeley County, South Carolina","United States"
"Eric Davisss","1968-01-26","Annistonn","Calhoun County, Alabama","United States"
"Larry Bowiee","1973-03-21","Anniston","Calhoun County, Alabamaa","United States"
"Jim Ryannn","1957-05-18","Camdenn","Camden County, New Jerseey","United States"
"Jack Marshalll","1893-05-11","Carrolltonn","Carroll County, Missourii","United States"
"Ed Collemann","1901-12-01","Canby","Clackamas County, Oregonn","United States"
"Chrris Normann","1962-05-25","Albany","Dougherty County, Georgiaa","United States"
"Gary Leee","1965-02-12","Albaany","Doughertty County, Georgia","United States"
"Joseph Harddyy","1929-03-08","Carlsbadd","Eddy County,, New Mexico","United States"
"William Phillipss","1878-05-30","Beverly","Essex County, Massachusetts","United States"
"Barry Lyonss","1960-06-03","Biloxi","Harrison County, Mississippi","United States"
"Jorrdan Taaylor","1989-09-30","Bloomingtonn","Hennepin County, Minnesota","United States"
"Pierrre P. Garvenn","1872-06-09","Bayonnee","Hudson County, New Jerseyy","United States"
"Ronald Robertss","1991-08-05","Bayonnee","Hudson County, New Jerseyy","United States"
"Ben Daviss","1945-10-30","Birmmingham","Jefferson County, Alabama","United States"
"Paul Lambert","1970-03-09","Birmingham","Jefferson County, Alabama","United States"
"Albert Bellll","1964-04-23","Birmingham","Jefferson County, Alabamaa","United States"
"Bob Vanceee","1961-04-10","Birminghamm","Jefferson County, Alabama","United States"
"Dick Taylor","1931-04-05","Algonaa","KKossuth County, Iowa","United States"
"Wayne Millss","1969-08-17","Arabb","Marshall County, Alabama","United States"
"Kevin Johnsonn","1979-09-07","Asbury Park","Monmouth County, New Jersey","United States"
"Michael Bennettt","1993-02-24","Centervillee","Montgomery Countyy, Ohio","United States"
"Joseph Meyer","1941-04-22","Casperr","Natrona County, Wyomingg","United States"
"James Preestonn","1988-06-30","Casperr","Natrona County, Wyomingg","United States"
"Roy Brownn","1951-02-16","Casperr","Natrona County, Wyoming","United States"
"John Raineyy","1864-07-26","Birminghamm","Oakland County, Michigann","United States"
"John Westt","1964-10-29","Syracusee","Onondaga County, New York","United States"
"Thomas Andrewss","1953-03-22","Brockton","Plymouth County, Massachusetts","United States"
"Frank Whitneeyy","1856-02-18","Brocktonn","Plymouth County, Massachusettts","United States"
"Georrge Hilll","1886-10-11","Brocktonn","Plymouth County, Massachusettss","United States"
"Richard Doylee","1945-04-26","Brockton","Plymouth County, Massachusetts","United States"
"Evelyn Scottt","1915-04-20","Brockton","Plymouth County, Massachusettss","United States"
"Harold Bishopp","1970-04-08","Booneville","Prentiss County, Mississiippi","United States"
"Branndon Kingg","1993-06-08","Alabasterr","Shelby County, Alabama","United States"
"Ben Davisss","1945-10-30","Birminghamm","Shelby County, Alabamma","United States"
"Nick Williamss","1990-02-21","Birminghamm","Shelby County, Alabamaa","United States"
"John Rogersss","1940-12-16","Birmingham","Shelby County, Alabamma","United States"
"Greg Halll","1946-10-19","Birminghamm","Shelby County, Alabaama","United States"
"John McGovernn","1887-09-15","Arlingtonn","Sibley County, Minnesota","United States"
"George Rexx","1817-07-25","Caanton","Stark County, Ohioo","United States"
"James Kennedyyy","1945-08-17","Chelseaa","Suffolk County, Maassachusetts","United States"
"Greg Lewis","1978-09-06","Akronn","Summit County, Ohioo","United States"
"George Hardyyy","1954-10-16","Aleexander City","Tallapoosa County, Alabama","United States"
"Scott Crossss","1974-12-03","Arlingtonn","Tarrant  County, Texas","United States"
"Gene Williamss","1968-10-14","Blair","Washington County, Nebraskaa","United States"
"Chris Carpenterrr","1985-12-26","BBryan","Williams County, Ohioo","United States"
"Bob Hawkss","1941-04-24","Billingss","Yellowstone County, Montanaa","United States"
"John Fordd","1966-07-31","Belle Gladee","Florrida","United States"
"Bernard Coynee","1897-07-27","Anthon","Iowa","United States"
"DDon Barclay","1892-12-26","Ashland","Oregonn","United States"
"Travis Williamms","1892-01-05","Boonviille","Inndiana","United States"
"Flavio Tosiii","1912-04-30","Beverly","Massachusettss","United States"
"Jamees Lee","1985-08-17","Belle Glade","FFlorida","United States"
"TTony Baker","1945-02-16","Burlinngton","Iowaa","United States"
"Frank Whhitneyy","1856-02-18","Brockton","Massachusettss","United States"
"Dick Taylor","1931-04-05","Algonna","Iowa","United States"
"James Butler","1982-09-07","Climaxx","Georgia (U.S. state)","United States"
"Brandon Millerr","1986-01-21","Colquittt","Georgia (U.S. statte)","United States"
"Chris Headdd","1963-01-13","Commercee","Georgia (U.S. state))","United States"
"Geeorge Adamss","1940-04-29","Covvington","Georgia (U.S. state)","United States"
"JJake Reedd","1967-09-28","Covingtonn","Georgia (U.S. state))","United States"
"James Baileyy","1957-05-02","Dublin","Georgia (U.S. state)","United States"
"Kevin Jaackson","1973-10-27","Dothaan","Alabama","United States"
"Robert Lesterr","1988-08-30","Foley","Alabama","United States"
"George Bradleyyy","1914-04-01","Greenwood","Arkansas","United States"
"Doug Rogers","1960-06-23","Chicoo","Califorrnia","United States"
"Mike Jacobs","1980-10-30","Chulaa Vista","California","United States"
"TQ","1976-05-24","Comptonn","Californiaa","United States"
"Calvin Joness","1963-09-26","Comptonn","California","United States"
"Davvid Kramerr","1972-08-01","Cupertinoo","California","United States"
"Kevin Tuurner","1958-02-05","Fremontt","California","United States"
"Chris Latham","1973-05-26","Coeur d'Alene","Idahoo","United States"
"Lee Rogersss","1978-02-27","Elgin","IIllinois","United States"
"Roger Williamss","1949-09-13","Evanstonn","Illinoiss","United States"
"Ronnie Burnsss","1935-07-09","Evanston","Illinois","United States"
"John  Dolll","1957-07-03","Dodge CCity","Kansas","United States"
"Roger Marshallll","1960-08-09","El Doradoo","Kansas","United States"
"Frank Ramsey","1931-07-13","Corydonn","Kentuckyy","United States"
"Jared Andersonnn","1974-12-28","Covington","Kentuckyy","United States"
"Jerry Reyynolds","1970-04-02","Fort Thomas","Kentucky","United States"
"Kevin Thompsonn","1977-07-27","Gaithersburgg","Maryland","United States"
"Colin Andersonn","1989-11-21","Gaithersburg","Maryland","United States"
"Jamie Arnoldd","1974-03-24","Dearbornn","Michigann","United States"
"Brian Carpenterr","1960-11-27","Flintt","Michiggan","United States"
"Bryan Smith","1983-06-24","Flint","Michigann","United States"
"Chris Wilson","1982-07-10","Fliint","Michigann","United States"
"Bill Bakerrr","1956-11-29","Grand Rapidss","Minnesota","United States"
"NNeil Komadoskii","1982-02-10","Chesterfieldd","Missourii","United States"
"John Bensonn","1943-07-30","GGlasgow","MMontana","United States"
"Clarence Mitchelll","1891-02-22","Franklin","Nebrasska","United States"
"Craig Taylorrr","1966-01-03","Elizabethh","New Jerrsey","United States"
"William Martinnn","1866-05-13","Elizabethh","New Jersey","United States"
"Tracy Johnsonn","1966-11-29","Concord","North Caroliina","United States"
"Sam Narroonn","1981-07-12","Goldsboroo","North Carolinaa","United States"
"Brandon Joness","1988-05-07","Greensboro","North CCarolina","United States"
"Larryy Harrison","1955-02-28","Greenvillle","North  Carolina","United States"
"Brian Lee","1987-03-26","Fargoo","North Dakota","United States"
"Tim Andersoon","1980-11-22","Clydee","Ohioo","United States"
"Jeff Hamiltonnn","1977-09-04","Englewoodd","OOhio","United States"
"Ricchard Cowann","1957-12-24","Euclid","Ohio","United States"
"William Allennn","1827-08-13","Haamilton","Ohioo","United States"
"Charles Bradleyy","1948-11-05","Gainesvville","Alachua County, Floridaa","United States"
"Ray  Piercee","1897-06-06","Emporia","Lyon County, Kansass","United States"
"Paul Draytonnn","1939-05-08","Glen Cove","Nassau County, New Yorkk","United States"
"Kevin Kellyy","1953-08-18","Cumberland","Allegany County, Marylandd","United States"
"Scott Andersonn","1962-08-01","Corvalliss","Benton County, Oregonn","United States"
"Tom Wrightt","1952-11-29","Englewoodd","Bergen County, New Jersey","United States"
"Erik Rhhodes","1906-02-10","El Reno","Canadian County, Oklahoma","United States"
"Brian Leeee","1987-03-26","FFargo","Cass Coounty, North Dakota","United States"
"Derek Leeee","1981-09-26","College Park","Clayton County, Georgia","United States"
"Joee Harris","1952-12-06","Fayettevillee","Cumberland County, North Carolinaa","United States"
"Mark Harriss","1970-04-28","Cloviss","Curry County, New Mexicoo","United States"
"Keevin Jacksonn","1973-10-27","Doothan","Dale County, Alabamaa","United States"
"Mark Sllater","1955-02-01","Crosbyy","Divide County, North Dakota","United States"
"Clarence Mitchellll","1891-02-22","Franklinn","Franklin County, Nebraska","United States"
"Bob Bell","1922-01-18","Flint","Genesee County, Michigann","United States"
"Greg Harriss","1963-12-01","Greensboroo","Guilford County, North Carolina","United States"
"Kevin Waalkerr","1963-10-20","Greensboroo","Guilford County, North Carolina","United States"
"Anthony Bryanttt","1981-11-06","Greensbboro","Hale County, Alabamaa","United States"
"Paul H. Andersonn","1943-05-14","Eden Prairie","Hennepin County, Minneesota","United States"
"Bill Bakerrr","1956-11-29","Grand Rapids","Itasca County, Minnesota","United States"
"Thomas Jeterr","1898-08-25","Florence","LLauderdale County, Alabama","United States"
"Carlos Antoinne Emmonss","1973-09-03","Greenwood","Leflore Countty, Mississippi","United States"
"Lewis Jackkkson","1989-09-20","Decatur","Macon County, Illinois","United States"
"Roger Brownnn","1941-12-10","Hamiltoon","Marion County, Alabama","United States"
"Bob Daviiss","1927-05-03","Columbuss","Muscogee County, Geoorgia","United States"
"Micah Johnsonnn","1988-06-22","Columbus","Muscogee County, Georgiaa","United States"
"Paul Millerrr","1906-09-28","Diamondd","Newton County, Missourii","United States"
"Michael Harringtonnn","1986-01-24","Greenville","Pitt County, North Carolinaa","United States"
"Dan Anderson","1943-02-15","Crookston","Polk County, Minnesotta","United States"
"Bob  Peterson","1962-03-15","Chillicothe","Ross County, Ohioo","United States"
"Sleeepp","1976-06-02","Farmingtonn","San Juan County, New Mexico","United States"
"Tyyler Wilson","1989-08-16","Fort Smith","Sebastian County, Arkansass","United States"
"Johnn Brewer","1906-04-06","Griffinn","Spalding County, Georgia","United States"
"Carlos Diazz","1964-12-24","Elizabeth","Union County, New Jerseyy","United States"
"Jim Cummins","1970-05-17","Dearbornn","Wayne County, Michigan","United States"
"Mark Atkinson","1961-03-27","Dearbornn","Wayne County, Michigan","United States"
"Paul Warrennn","1953-12-22","Gaarden City","Wayne County, Michigan","United States"
"Pat Murrayy","1984-10-31","Fort Dodgee","Webster County, Iowa","United States"
"Leonard Joohnson","1990-03-30","Clearwater","Floridda","United States"
"Gordon Smithhh","1939-04-09","Douglas","Arizoona","United States"
"Jeff Smithhh","1949-12-06","Columbuss","Mississippii","United States"
"James Wilsonn","1825-04-09","Crawfordsville","Indiana","United States"
"William Winter","1923-02-21","Grenadaa","Mississippi","United States"
"Jim Tozzi","1967-10-19","Everettt","Massachusettss","United States"
"Willie Jackson","1971-08-16","Gainesville","Floridaa","United States"
"Frank Wright","1935-07-09","Grenadaa","Mississiippi","United States"
"Brad Andersonn","1961-01-12","Glendalee","Arizona","United States"
"Tim Younggg","1973-10-15","Gulfportt","Mississsippi","United States"
"Edwin Denby","1870-02-18","Evansvillee","Indiana","United States"
"Timothy Davisss","1821-04-12","Gloucestter","Massachusettss","United States"
"CChris Beck","1990-09-04","Jeffersonn","Georgia (U.S. state))","United States"
"Samuell McKee","1774-10-13","Lexingtonn","Virginia","United States"
"Steve Frenchh","1962-05-22","Lynchburgg","Virginiia","United States"
"Robert Walkerr","1972-06-26","Huntington","West Virginiaa","United States"
"Chris Martin","1960-12-19","Huntsville","Alabamaa","United States"
"James Pattersonnn","1977-10-07","Huntsvillle","Alabama","United States"
"Ron CCooper","1962-02-11","Huntsviille","Alabamaa","United States"
"Roy Rogersss","1973-08-19","Linden","Alabaama","United States"
"Sean Richardsonn","1990-01-20","Linden","Alabamaa","United States"
"BBilly Taylor","1950-07-24","Hoxie","Arkansas","United States"
"Kevin Cantyyy","1953-01-17","Lakeportt","Californiaa","United States"
"Robert Arnnold","1988-11-12","Lanccaster","California","United States"
"Jack Haley","1964-01-27","Long Beach","California","United States"
"Mike Fitzgeralddd","1960-07-13","Long Beach","Californiaa","United States"
"Ian Stewart","1985-04-05","Long Beach","California","United States"
"Scott Hastings","1960-06-03","Independencee","Kansass","United States"
"Gary Stewartt","1944-05-28","Jenkinss","Kentuckyy","United States"
"Harry Carterr","1879-09-14","Louisville","Kentuckyy","United States"
"John Harwoodd","1956-11-05","Louisvillee","Kentuckyy","United States"
"John Edwards","1815-10-24","Louisville","Kentucky","United States"
"Peter Gilbeertt","1975-12-23","Louiisville","Kentucky","United States"
"George Smithhh","1901-10-27","Louisvillee","KKentucky","United States"
"Brranddon Brown","1985-01-14","Houma","Louisianaa","United States"
"Keith Thibodeaaux","1950-12-01","Lafayette","Louisianaa","United States"
"Fred Andrewss","1952-05-04","Lafayette","Louisiana","United States"
"George Mann","1918-03-26","Heron Lake","Minnesota","United States"
"Hueyy","1986-09-12","Kinloch","Missourii","United States"
"Leon Brownn","1919-10-12","Hastingss","Nebraskka","United States"
"Brett Maherr","1989-11-21","Kearneyy","Nebraskaa","United States"
"Ryan Moore","1986-08-23","KKeene","New Hampsshire","United States"
"Tom Pricee","1933-05-28","Long Branchh","New Jerseey","United States"
"Braad Edwardss","1966-02-22","Lumbertonn","North CCarolina","United States"
"John RRobinsonn","1880-12-17","Maansfield","Ohhio","United States"
"Frank Westtt","1873-01-21","Johnstown","Pennsylvania","United States"
"Lawrence Brownn","1907-08-03","Lawrencee","Douglas County, Kansass","United States"
"DDaan Johnson","1936-08-18","HHays","Ellis County, Kansass","United States"
"Walter Whitee","1919-07-06","Limaa","Allen County, Ohio","United States"
"Chris Hatcherrr","1973-02-18","Maconn","Bibb County, Georgiaa","United States"
"Jeff Richardsonn","1944-09-01","Johnstown","Cambria County, Pennsylvaniaa","United States"
"Ian Williamsss","1970-08-31","Johnstownn","Cambria County, Pennsylvania","United States"
"Jasonn Hall","1983-10-31","Marietta","Cobb County, Georgia","United States"
"Ronald Williams","1972-05-19","Mariettaa","Cobb County, Georgia","United States"
"Charles Dudleyy","1950-03-09","Harrisburgg","Dauphin County, Pennsylvania","United States"
"Sam Cranee","1894-09-13","Harrisburgg","Dauphin County,  Pennsylvania","United States"
"Mike Regann","1961-09-10","Harrisburgg","Dauphin County, Pennsylvania","United States"
"Will Johnson","1971-03-23","Kennnett","Dunklin County, Missourii","United States"
"Jimm Campbell","1924-02-05","Huron","Erie County, Ohioo","United States"
"JJames Carr","1777-09-09","Haverhilll","Essex County, Massachusetts","United States"
"Alexander Granttt","1853-09-26","Lawrencee","Essex County, Massachusetts","United States"
"Richhard Ash","1992-08-04","Hendersonville","Henderson County, North Carolinaa","United States"
"Dennis Nellsonn","1946-02-02","Kewaneee","Henry County, Illinois","United States"
